split;reason;text;value
0;;"Mandag den 31. august 2020 (D)

143. møde";
78;Time;"Dagsorden
1) Meddelelser fra formanden";kl. 13.00
128;Time;;Kl. 13:00
165;title_name;":
Mødet er åbnet.

Det eneste punkt på dagsordenen er:
1) Meddelelser fra formanden";Karen Ellemann
258;Time;;Kl. 13:00
295;title_name;":
I dag er der følgende anmeldelse:
Beskæftigelsesministeren (Peter Hummelgaard):
Lovforslag nr. L 211 (Forslag til lov om ændring af lov om sy‐
gedagpenge. (Forlængelse af den midlertidige periode med ret til
sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med
covid-19, og for lønmodtagere, der er pårørende til personer, der er i
øget risiko ved smitte med covid-19)).
Titlen på den anmeldte sag vil fremgå af www.folketingstidende.dk
(jf. ovenfor).";Karen Ellemann
773;Time;;Kl. 13:00
810;title_name;":
Så er der ikke mere at foretage i dette møde.
Folketingets næste møde afholdes tirsdag den 8. september 2020, kl.
10.00.
Jeg henviser til den dagsorden, der vil fremgå af Folketingets
hjemmeside. Og jeg skal i øvrigt henvise til ugeplanen, der vil frem‐
gå af Folketingets hjemmeside.
Mødet er hævet. (Kl. 13:01).

1";Karen Ellemann
