split;reason;text;value
0;;"Torsdag den 28. oktober 2010 (D)

9. møde";
80;Time;"Dagsorden
1) Indstilling fra Udvalget til Valgs Prøvelse.
2) Spørgsmål om fremme af forespørgsel nr. F 5:
Forespørgsel til justitsministeren om det danske retsforbehold.
Af Kim Mortensen (S), Pia Olsen Dyhr (SF) og Lone Dybkjær (RV).
(Anmeldelse 26.10.2010).
3) 2. behandling af lovforslag nr. L 36:
Forslag til lov om ændring af lov om Arbejdsgivernes Elevrefusion.
(Forhøjelse og ændring af bonus, forlængelse og ændring af ordningen om præmie og løntilskud til praktikvirksomheder og begrænsning af præmie og bonus for tredjelandsstatsborgere m.v.).
Af undervisningsministeren (Tina Nedergaard).
(Fremsættelse 14.10.2010. 1. behandling 26.10.2010. Betænkning
26.10.2010).
4) 1. behandling af lovforslag nr. L 2:
Forslag til lov om ændring af lov for Færøerne om rettens pleje. (Legemsindgreb, advokatvirksomhed).
Af justitsministeren (Lars Barfoed).
(Fremsættelse 06.10.2010).

1

senuddannelse) m.v. (Ændring af deltagerbetalingen på almene og
erhvervsrettede voksen- og efteruddannelser m.v.).
Af undervisningsministeren (Tina Nedergaard).
(Fremsættelse 14.10.2010).
9) 1. behandling af lovforslag nr. L 32:
Forslag til lov om ophævelse af lov om udbetaling af ydelser til militære invalider og deres efterladte i de sønderjyske landsdele samt om
ændring af ligningsloven og lov om aktiv socialpolitik. (Konsekvensændringer af ligningsloven og lov om aktiv socialpolitik ved
ophævelse af lov om udbetaling af ydelser til militære invalider og
deres efterladte i de sønderjyske landsdele).
Af beskæftigelsesministeren (Inger Støjberg).
(Fremsættelse 13.10.2010).
10) 1. behandling af beslutningsforslag nr. B 2:
Forslag til folketingsbeslutning om Danmarks ratifikation af protokollen om ændring af protokollen om overgangsbestemmelser, der er
knyttet som bilag til Traktaten om Den Europæiske Union, til Traktaten om Den Europæiske Unions Funktionsmåde og til Traktaten
om oprettelse af Det Europæiske Atomenergifællesskab.
Af udenrigsministeren (Lene Espersen).
(Fremsættelse 07.10.2010).";kl. 10.00
2086;Time;"Meddelelser fra formanden

5) 1. behandling af lovforslag nr. L 34:
Forslag til lov om tilskud til Færøernes hjemmestyre for 2011.
Af finansministeren (Claus Hjort Frederiksen).
(Fremsættelse 14.10.2010).";Kl. 10:00
2305;title_name;"Mødet er åbnet.

6) 1. behandling af lovforslag nr. L 35:
Forslag til lov om ændring af lov om anvendelse af Christianiaområdet. (Ændring af revisionsbestemmelse m.v.)
Af finansministeren (Claus Hjort Frederiksen).
(Fremsættelse 14.10.2010).

Integrationsministeren (Birthe Rønn Hornbech):

7) 1. behandling af lovforslag nr. L 19:
Forslag til lov om ændring af lov om radio- og fjernsynsvirksomhed.
(Gennemførelse af medieaftale for 2011-2014 m.v.).
Af kulturministeren (Per Stig Møller).
(Fremsættelse 06.10.2010).

Lovforslag nr. L 38 (Forslag til lov om indfødsrets meddelelse).

8) 1. behandling af lovforslag nr. L 33:
Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., lov om private
gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser) og lov om åben uddannelse (erhvervsrettet vok-

I dag er der følgende anmeldelser:

Lovforslag nr. L 37 (Forslag til lov om ændring af udlændingeloven
og integrationsloven. (Revision af reglerne om uledsagede mindreårige udlændinge, m.v.)) og

Frank Aaen (EL) m.fl.:
Beslutningsforslag nr. B 6 (Forslag til folketingsbeslutning om hurtigst muligt at trække Danmarks og NATO’s tropper ud af Afghanistan) og
Beslutningforslag nr. B 7 (Forslag til folketingsbeslutning om regler
for udsendelse af danske soldater og tilfangetagelse eller overdragelse af fanger).

2

Torsdag den 28. oktober 2010 (UVP )

Karina Lorentzen Dehnhardt (SF) m.fl.:

Nielsen nedlægger sit mandat. Hvis ingen ønsker ordet, går vi til afstemning.

Beslutningsforslag nr. B 8 (Forslag til folketingsbeslutning om en revision af reglerne om børneattester).";Formanden
3984;Time;"Per Clausen (EL) m.fl.:

Afstemning

Beslutningsforslag nr. B 9 (Forslag til folketingsbeslutning om elektrificering af strækningen Lunderskov-Esbjerg samt åbning af station
i Esbjerg øst).";Kl. 10:01
4188;title_name;"Her stemmer vi om udvalgets indstilling, og der kan stemmes. (Afstemningsanlægget virker umiddelbart ikke).
Jeg vil lige sige til medlemmerne, at jeg kan bekræfte, at vi i
Danmark er førende inden for computerspil. Det kan jeg sige: Vi er
førende. Vi har simpelt hen en fornem placering her, når det gælder
at bruge moderne teknologi til morskab. Men jeg vil spørge medlemmerne: Er der nogen, der på skærmen på deres plads kan se, at de
ikke har fået registreret deres stemme? Kan alle se, at de har stemt?
Godt, så slutter vi afstemningen.

René Christensen (DF) m.fl.:
Beslutningsforslag B 10 (Forslag til folketingsbeslutning om børneattester).
Marlene Harpsøe (DF) m.fl.:
Beslutningsforslag nr. B 11 (Forslag til folketingsbeslutning om særlig beskyttelse af tjenestedyr i funktion og erstatningskrav for vold,
drab m.v. på tjenestedyr i funktion).

For stemte 105 (V, S, DF, SF, KF, RV, EL, LA, TF, SP og Christian
H. Hansen), imod stemte 0, hverken for eller imod stemte 0.
Udvalgets indstilling er vedtaget enstemmigt.

Pia Olsen Dyhr (SF) og Lone Dybkjær (RV) m.fl.:
Beslutningsforslag nr. B 12 (Forslag til folketingsbeslutning om
pligt for børn under 15 år til at bære cykelhjelm).
Per Clausen (EL) m.fl.:
Forespørgsel nr. F 6 (Vil ministeren redegøre for, hvordan han vil
sikre, at det danske euroforbehold respekteres, når EU gennemfører
en tidligere og mere omfattende kontrol af den økonomiske politik
og udvider de sanktioner, der kan gennemføres over for landene,
hvis de ikke følger de påbud om indholdet i den økonomiske politik,
som EU udstikker?)
Titler på de anmeldte sager vil fremgå af www.folketingstidende.dk
(jf. ovenfor).
Jeg skal til medlemmernes orientering oplyse om, at vi har to møder
i dag, idet det er min agt, efter at vi under det punkt, der hedder pkt.
3 på den omdelte dagsorden for møde 9, har andenbehandlet lovforslag nr. L 36, at afbryde mødet. Der bliver en kort pause. Jeg forventer, at Tinget derefter kan godkende, at vi har en tredje behandling af
L 36, hvorefter vi i møde 10 går tilbage til de øvrige punkter på
dagsordenen for møde 9.
Der bliver altså en kort pause efter andenbehandlingen af L 36,
hvorefter der efterfølgende omdeles en ny dagsorden.

Det næste punkt på dagsordenen er:
2) Spørgsmål om fremme af forespørgsel nr. F 5:
Forespørgsel til justitsministeren om det danske retsforbehold.
Af Kim Mortensen (S), Pia Olsen Dyhr (SF) og Lone Dybkjær (RV).
(Anmeldelse 26.10.2010).";Formanden
6636;Time;;Kl. 10:04
6649;title_name;"Hvis ingen gør indsigelse, betragter jeg fremme af forespørgslen
som godkendt af Tinget.
Det er godkendt.

Det næste punkt på dagsordenen er:
3) 2. behandling af lovforslag nr. L 36:
Forslag til lov om ændring af lov om Arbejdsgivernes Elevrefusion. (Forhøjelse og ændring af bonus, forlængelse og ændring af
ordningen om præmie og løntilskud til praktikvirksomheder og
begrænsning af præmie og bonus for tredjelandsstatsborgere
m.v.).
Af undervisningsministeren (Tina Nedergaard).
(Fremsættelse 14.10.2010. 1. behandling 26.10.2010. Betænkning
26.10.2010).";Formanden
7216;Time;"Det første punkt på dagsordenen er:
1) Indstilling fra Udvalget til Valgs Prøvelse:";Kl. 10:05
7311;Time;"Forhandling
Forhandling";Kl. 10:01
7348;title_name;"Fra Udvalget til Valgs Prøvelse har jeg modtaget indstilling om, at
Daniel Rugholm, der nu er første stedfortræder for Det Konservative
Folkeparti i Nordjylland storkreds, godkendes som ordinært medlem
af Folketinget fra og med den 1. november i år, hvor Jakob Axel";Formanden
7626;title_name;"Ønsker nogen at udtale sig?
Det er ikke tilfældet. Så er forhandlingen sluttet, og vi går til afstemning.

Torsdag den 28. oktober 2010 (FM )";Formanden
7779;Time;Afstemning;Kl. 10:05
7803;title_name;"Ønskes afstemning om ændringsforslag nr. 1, tiltrådt af udvalget?
Det er vedtaget.
Jeg foreslår, at lovforslaget går direkte til tredje behandling uden
fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg
dette som vedtaget.
Det er vedtaget.";Formanden
8070;Time;Meddelelser fra formanden;Kl. 10:05
8109;title_name;"Jeg skal her afslutte mødet. Det næste møde er i dag kl. 10.10.
Mødet er hævet. (Kl. 10:06).

3";Formanden
