split;reason;text;value
0;;"Torsdag den 24. juni 2021 (D)

1

Herefter ophører fra den 1. august 2021 at regne Stine Pilt Olsens
(KF) hverv som midlertidigt medlem i anledning af Brigitte Klint‐
skov Jerkels orlov.

132. møde

Miljø- og Fødevareudvalget har afgivet";
274;Time;"Dagsorden
1) 2. behandling af lovforslag nr. L 237:
Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v.
og lov om sygedagpenge. (Dagpengeret til selvstændige erhvervs‐
drivende uden forudgående medlemskab af en arbejdsløshedskasse,
midlertidigt ophør af selvstændig virksomhed og forlængelse af den
midlertidige periode med ret til sygedagpenge for lønmodtagere, der
er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er
pårørende til personer, der er i øget risiko ved smitte med covid-19).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 04.06.2021. 1. behandling 15.06.2021. Betænkning
22.06.2021).
2) 2. behandling af lovforslag nr. L 238:
Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats.
(Særlig løntilskudsordning for langtidsledige seniorer).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.06.2021. 1. behandling 15.06.2021. Betænkning
22.06.2021).";kl. 13.00
1226;Time;Meddelelser fra formanden;Kl. 13:00
1287;title_name;":
Mødet er åbnet.

beretning om Ministeriet for Fødevarer, Landbrug og Fiskeris for‐
valtning af tilskud til landbrugere.
(Beretning nr. 31).
Beretningen vil fremgå af www.folketingstidende.dk.
Radikale Venstres folketingsgruppe har meddelt mig, at medlem af
Folketinget Martin Lidegaard er udpeget som stedfortræder i Løn‐
ningsrådet i stedet for medlem af Folketinget Sofie Carsten Nielsen
for den resterende del af indeværende funktionsperiode.
Den pågældende er herefter valgt.

Det første punkt på dagsordenen er:
1) 2. behandling af lovforslag nr. L 237:
Forslag til lov om ændring af lov om arbejdsløshedsforsikring
m.v. og lov om sygedagpenge. (Dagpengeret til selvstændige
erhvervsdrivende uden forudgående medlemskab af en arbejds‐
løshedskasse, midlertidigt ophør af selvstændig virksomhed og
forlængelse af den midlertidige periode med ret til sygedagpenge
for lønmodtagere, der er i øget risiko ved smitte med covid-19,
og for lønmodtagere, der er pårørende til personer, der er i øget
risiko ved smitte med covid-19).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 04.06.2021. 1. behandling 15.06.2021. Betænkning
22.06.2021).";Henrik Dam Kristensen
2453;Time;"I dag er der følgende anmeldelser:

Forhandling

Morten Østergaard (RV) har meddelt mig, at han nedlægger sit hverv
som medlem af Folketinget pr. 16. juni 2021.";Kl. 13:01
2650;title_name;":
Der er stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til
afstemning.

Fra medlem af Folketinget Naser Khader (KF), der har orlov, har jeg
modtaget meddelelse om, at han fra og med den 1. august 2021 atter
kan give møde i Tinget.
Mads Andersens (KF) hverv som midlertidigt medlem af Folke‐
tinget, som stedfortræder for Naser Khader (KF), ophører fra nævnte
dato at regne.
Da Mads Andersen (KF) imidlertid er 1. stedfortræder for Det
Konservative Folkeparti i Sjællands Storkreds, er han berettiget til at
fortsætte som midlertidigt medlem i anledning af den orlov, der den
20. maj 2021 er meddelt Brigitte Klintskov Jerkel (KF), hvilket han
har erklæret sig villig til.";Henrik Dam Kristensen
3401;Time;Afstemning;Kl. 13:01
3447;title_name;":
Ønskes afstemning om ændringsforslag nr. 1-5, tiltrådt af udvalget?
De er vedtaget.

2

Torsdag den 24. juni 2021 (L 238)

Jeg foreslår, at lovforslaget går direkte til tredje behandling uden
fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg
det som vedtaget.
Det er vedtaget.

Det sidste punkt på dagsordenen er:
2) 2. behandling af lovforslag nr. L 238:
Forslag til lov om ændring af lov om en aktiv beskæftigelsesind‐
sats. (Særlig løntilskudsordning for langtidsledige seniorer).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.06.2021. 1. behandling 15.06.2021. Betænkning
22.06.2021).";Henrik Dam Kristensen
4086;Time;Forhandling;Kl. 13:01
4133;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, er forhandlingen sluttet.
Jeg foreslår, at lovforslaget går direkte til tredje behandling uden
fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg
det som vedtaget.
Det er vedtaget.
Af tekniske årsager er vi så nødt til at holde en pause.";Henrik Dam Kristensen
4491;Time;Meddelelser fra formanden;Kl. 13:02
4552;title_name;":
Folketingets næste møde afholdes i dag, torsdag den 24. juni 2021,
kl. 13.15.
Og jeg skal bede om, at man stille og roligt forlader pladserne, så
vi kan få sprittet af.
Mødet er hævet. (Kl. 13:02).";Henrik Dam Kristensen
