split;reason;text;value
0;;"Mandag den 17. august 2020 (D)

1

og udvidelse af Arbejdsmarkedets Tillægspensions opgavevare‐
tagelse).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.08.2020. 1. behandling 12.08.2020. Betænkning
14.08.2020. 2. behandling 17.08.2020. Lovforlaget optrykt efter 2.
behandling).

142. møde";
345;Time;;kl. 13.15
356;Time;"Dagsorden
1) Eventuelt: 3. behandling af lovforslag nr. L 207:
Forslag til lov om ændring af lov om forvaltning og administration
af tilgodehavende feriemidler, SU-loven og lov om Arbejdsmarke‐
dets Tillægspension. (Førtidig udbetaling af feriemidler og udvidelse
af Arbejdsmarkedets Tillægspensions opgavevaretagelse).
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.08.2020. 1. behandling 12.08.2020. Betænkning
14.08.2020. 2. behandling 17.08.2020. Lovforlaget optrykt efter 2.
behandling).

Forhandling

2) Eventuelt: 3. behandling af lovforslag nr. L 208:
Forslag til lov om engangstilskud til modtagere af forsørgelsesydel‐
ser.
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.08.2020. 1. behandling 12.08.2020. Betænkning
14.08.2020. 2. behandling 17.08.2020. Lovforslaget optrykt efter 2.
behandling).

Afstemning";Kl. 13:15
1248;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, er forhandlingen afsluttet, og vi går til
afstemning.";Trine Torp
1404;Time;;Kl. 13:15
1437;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
De medlemmer, der stemmer for, bedes rejse sig.
Tak.
De medlemmer, der stemmer imod, bedes rejse sig.
Tak.";Trine Torp
1606;Time;;Kl. 13:15
1639;title_name;":
Mødet er åbnet.";Trine Torp
1666;Time;Samtykke til behandling;Kl. 13:15
1723;title_name;":
De sager, der er opført under punkt 1 og 2 på dagsordenen, kan
kun med Tingets samtykke behandles i dette møde. Hvis ingen gør
indsigelse, betragter jeg samtykket som givet.
Det er givet.

Det første punkt på dagsordenen er:
1) 3. behandling af lovforslag nr. L 207:
Forslag til lov om ændring af lov om forvaltning og administra‐
tion af tilgodehavende feriemidler, SU-loven og lov om Arbejds‐
markedets Tillægspension. (Førtidig udbetaling af feriemidler

De medlemmer, der stemmer hverken for eller imod, bedes rejse sig.
Tak.
Afstemningen er afsluttet.
(Afstemningen foretaget på den i forretningsordenens § 35, stk. 3,
angivne måde).
For stemte 91 (S, V, DF, RV, SF, EL, KF, NB, LA og ALT), imod
stemte 1 (Sikandar Siddique (UFG)), hverken for eller imod stemte
0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

2

Mandag den 17. august 2020 (FM )

Det sidste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 208:
Forslag til lov om engangstilskud til modtagere af forsørgelses‐
ydelser.
Af beskæftigelsesministeren (Peter Hummelgaard).
(Fremsættelse 11.08.2020. 1. behandling 12.08.2020. Betænkning
14.08.2020. 2. behandling 17.08.2020. Lovforslaget optrykt efter 2.
behandling).";Trine Torp
2956;Time;Forhandling;Kl. 13:19
3001;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Trine Torp
3126;Time;Afstemning;Kl. 13:19
3170;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
De medlemmer, der stemmer for, bedes rejse sig.
Tak.
De medlemmer, der stemmer imod, bedes rejse sig.
Tak.
De medlemmer, der stemmer hverken for eller imod, bedes rejse sig.
Tak.
Afstemningen er afsluttet.
(Afstemningen foretaget på den i forretningsordenens § 35, stk. 3,
angivne måde).
For stemte 80 (S, V, RV, SF, EL, KF, ALT og Sikandar Siddique
(UFG)), imod stemte 12 (DF, NB og LA), hverken for eller imod
stemte 0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.";Trine Torp
3722;Time;Meddelelser fra formanden;Kl. 13:21
3781;title_name;":
Der er ikke mere at foretage i dette møde.
Folketingets næste møde afholdes tirsdag den 8. september 2020, kl.
10.00.
Jeg henviser til den dagsorden, der vil fremgå af Folketingets
hjemmeside. Jeg skal i øvrigt henvise til ugeplanen, der vil fremgå af
Folketingets hjemmeside.
Mødet er hævet. (Kl. 13:21).";Trine Torp
