split;reason;text;value
5027;title_name;"Karen J. Klint (S)
Valg af 29 medlemmer til Kirkeudvalget.
Valgt blev:

Valg af 29 medlemmer til Forsvarsudvalget.
Valgt blev:
1 Marie Krarup (DF)

1 Christian Langballe (DF)
2 Morten Marinus (DF)
3 Søren Espersen (DF)
4 Marie Krarup (DF)

Torsdag den 9. juli 2015 (VALG )

5 Martin Henriksen (DF)
6 Alex Ahrendtsen (DF)
7 Louise Schack Elholm (V)
8 Erling Bonnesen (V)
9 Kristian Pihl Lorentzen (V)
10 Jane Heitmann (V)
11 Anni Matthiesen (V)
12 Morten Løkkegaard (V)
13 Leif Mikkelsen (LA)
14 Mette Bock (LA)
15 Naser Khader (KF)
16 Bjarne Laustsen (S)
17 Daniel Toft Jakobsen (S)
18 Erik Christensen (S)
19 Karen J. Klint (S)
20 Lennart Damsbo-Andersen (S)
21 Pernille Schnoor (S)
22 Rasmus Prehn (S)
23 Pelle Dragsted (EL)
24 Stine Brix (EL)
25 Ulla Sandbæk (ALT)
26 Carolina Magdalene Maier (ALT)
27 Marianne Jelved (RV)
28 Trine Torp (SF)
29 Pia Olsen Dyhr (SF)";Næstformand
5905;title_name;Karen J. Klint (S);Formand
5937;title_name;"Christian Langballe (DF)
Valg af 29 medlemmer til Kulturudvalget.
Valgt blev:
1 Alex Ahrendtsen (DF)
2 Morten Marinus (DF)
3 Karin Nødgaard (DF)
4 Kristian Thulesen Dahl (DF)
5 Peter Skaarup (DF)
6 Martin Henriksen (DF)
7 Britt Bager (V)
8 Jan E. Jørgensen (V)
9 Michael Aastrup Jensen (V)
10 Morten Løkkegaard (V)
11 Hans Andersen (V)
12 Anni Matthiesen (V)
13 Mette Bock (LA)
14 Leif Mikkelsen (LA)
15 Brian Mikkelsen (KF)
16 Annette Lind (S)
17 Daniel Toft Jakobsen (S)
18 Flemming Møller Mortensen (S)
19 Jan Johansen (S)
20 Mogens Jensen (S)
21 Orla Hav (S)
22 Søren Søndergaard (EL)
23 Pernille Skipper (EL)
24 Rasmus Nordqvist (ALT)
25 Zenia Stampe (RV)
26 Marianne Jelved (RV)
27 Ida Auken (RV)
28 Holger K. Nielsen (SF)
29 Pia Olsen Dyhr (SF)";Næstformand
6698;title_name;Orla Hav (S);Formand
6724;title_name;"Karin Nødgaard (DF)

3";Næstformand
6757;Time;"Valg af 29 medlemmer til Ligestillingsudvalget.
Valgt blev:
1 Pia Adelsteen (DF)
2 Liselott Blixt (DF)
3 Martin Henriksen (DF)
4 Hans Kristian Skibby (DF)
5 Mette Hjermind Dencker (DF)
6 Christian Langballe (DF)
7 Jane Heitmann (V)
8 Louise Schack Elholm (V)
9 Erling Bonnesen (V)
10 Anni Matthiesen (V)
11 Peter Juel Jensen (V)
12 Hans Andersen (V)
13 Laura Lindahl (LA)
14 Merete Riisager (LA)
15 Mette Abildgaard (KF)
16 Astrid Krag (S)
17 Jan Johansen (S)
18 Julie Skovsby (S)
19 Mattias Tesfaye (S)
20 Pernille Schnoor (S)
21 Rasmus Horn Langhoff (S)
22 Yildiz Akdogan (S)
23 Johanne Schmidt-Nielsen (EL)
24 Pernille Skipper (EL)
25 Carolina Magdalene Maier (ALT)
26 Roger Matthisen (ALT)
27 Marianne Jelved (RV)
28 Trine Torp (SF)
29 Jacob Mark (SF)";Kl. 11:00
7524;title_name;Mette Abildgaard (KF);Formand
7559;title_name;"Yildiz Akdogan (S)
Valg af 29 medlemmer til Miljø- og Fødevareudvalget.
Valgt blev:
1 René Christensen (DF)
2 Pia Adelsteen (DF)
3 Mette Hjermind Dencker (DF)
4 Hans Kristian Skibby (DF)
5 Dennis Flydtkjær (DF)
6 Susanne Eilersen (DF)
7 Erling Bonnesen (V)
8 Kristian Pihl Lorentzen (V)
9 Thomas Danielsen (V)
10 Torsten Schack Pedersen (V)
11 Anni Matthiesen (V)
12 Jacob Jensen (V)
13 Carsten Bach (LA)
14 Mette Bock (LA)
15 Mette Abildgaard (KF)
16 Bjarne Laustsen (S)
17 Julie Skovsby (S)
18 Kaare Dybvad (S)
19 Lea Wermelin (S)
20 Maja Panduro (S)
21 Simon Kollerup (S)
22 Søren Egge Rasmussen (EL)
23 Maria Reumert Gjerding (EL)

4

Torsdag den 9. juli 2015 (VALG )

24 Christian Poll (ALT)
25 Carolina Magdalene Maier (ALT)
26 Andreas Steenberg (RV)
27 Ida Auken (RV)
28 Lisbeth Bech Poulsen (SF)
29 Pia Olsen Dyhr (SF)";Næstformand
8396;title_name;René Christensen (DF);Formand
8431;title_name;"Julie Skovsby (S)
Valg af 29 medlemmer til Retsudvalget.
Valgt blev:
1 Peter Skaarup (DF)
2 Dennis Flydtkjær (DF)
3 Susanne Eilersen (DF)
4 Kim Christiansen (DF)
5 Martin Henriksen (DF)
6 Marie Krarup (DF)
7 Preben Bang Henriksen (V)
8 Jan E. Jørgensen (V)
9 Britt Bager (V)
10 Kristian Pihl Lorentzen (V)
11 Torsten Schack Pedersen (V)
12 Michael Aastrup Jensen (V)
13 Henrik Dahl (LA)
14 Simon Emil Ammitzbøll (LA)
15 Søren Pape (KF)
16 Karin Gaardsted (S)
17 Kaare Dybvad (S)
18 Mette Reissmann (S)
19 Mogens Jensen (S)
20 Rasmus Prehn (S)
21 Trine Bramsen (S)
22 Pernille Skipper (EL)
23 Henning Hyllested (EL)
24 Josephine Fock (ALT)
25 Sofie Carsten Nielsen (RV)
26 Marianne Jelved (RV)
27 Lisbeth Bech Poulsen (SF)
28 Aleqa Hammond (SIU)
29 Aaja Chemnitz Larsen (IA)";Næstformand
9214;title_name;Peter Skaarup (DF);Formand
9246;title_name;"Mogens Jensen (S)
Valg af 29 medlemmer til Sundheds- og Ældreudvalget.
Valgt blev:
1 Liselott Blixt (DF)
2 Jens Henrik Thulesen Dahl (DF)
3 Karina Adsbøl (DF)
4 Susanne Eilersen (DF)
5 Morten Marinus (DF)
6 Karin Nødgaard (DF)
7 Jane Heitmann (V)
8 Britt Bager (V)
9 Hans Andersen (V)
10 Preben Bang Henriksen (V)
11 Thomas Danielsen (V)
12 Jacob Jensen (V)
13 Laura Lindahl (LA)
14 May-Britt Kattrup (LA)

15 Mette Abildgaard (KF)
16 Astrid Krag (S)
17 Flemming Møller Mortensen (S)
18 Jeppe Bruus (S)
19 Julie Skovsby (S)
20 Karin Gaardsted (S)
21 Lea Wermelin (S)
22 Yildiz Akdogan (S)
23 Stine Brix (EL)
24 Finn Sørensen (EL)
25 Carolina Magdalene Maier (ALT)
26 Torsten Gejl (ALT)
27 Lotte Rod (RV)
28 Jonas Dahl (SF)
29 Trine Torp (SF)";Næstformand
9997;title_name;Liselott Blixt (DF);Formand
10030;title_name;"Astrid Krag (S)
Valg af 29 medlemmer til Transportudvalget.
Valgt blev:
1 Kim Christiansen (DF)
2 Morten Marinus (DF)
3 Mette Hjermind Dencker (DF)
4 Jens Henrik Thulesen Dahl (DF)
5 René Christensen (DF)
6 Bent Bøgsted (DF)
7 Kristian Pihl Lorentzen (V)
8 Hans Andersen (V)
9 Torsten Schack Pedersen (V)
10 Jane Heitmann (V)
11 Louise Schack Elholm (V)
12 Jan E. Jørgensen (V)
13 Leif Mikkelsen (LA)
14 Villum Christensen (LA)
15 Rasmus Jarlov (KF)
16 Christian Rabjerg Madsen (S)
17 Erik Christensen (S)
18 Lea Wermelin (S)
19 Lennart Damsbo-Andersen (S)
20 Magnus Heunicke (S)
21 Rasmus Prehn (S)
22 Simon Kollerup (S)
23 Henning Hyllested (EL)
24 Eva Flyvholm (EL)
25 Christian Poll (ALT)
26 Roger Matthisen (ALT)
27 Andreas Steenberg (RV)
28 Karsten Hønge (SF)
29 Jonas Dahl (SF)";Næstformand
10824;title_name;Lennart Damsbo-Andersen (S);Formand
10865;title_name;"Kim Christiansen (DF)
Valg af 29 medlemmer til Uddannelses- og Forskningsudvalget.
Valgt blev:
1 Jens Henrik Thulesen Dahl (DF)
2 Marie Krarup (DF)
3 Alex Ahrendtsen (DF)
4 Christian Langballe (DF)
5 Liselott Blixt (DF)

Torsdag den 9. juli 2015 (VALG )

6 Mikkel Dencker (DF)
7 Anni Matthiesen (V)
8 Hans Andersen (V)
9 Peter Juel Jensen (V)
10 Louise Schack Elholm (V)
11 Thomas Danielsen (V)
12 Preben Bang Henriksen (V)
13 Merete Riisager (LA)
14 Henrik Dahl (LA)
15 Mai Mercado (KF)
16 Christian Rabjerg Madsen (S)
17 Christine Antorini (S)
18 Jeppe Bruus (S)
19 Kaare Dybvad (S)
20 Lea Wermelin (S)
21 Mette Reissmann (S)
22 Pernille Schnoor (S)
23 Eva Flyvholm (EL)
24 Maria Reumert Gjerding (EL)
25 Torsten Gejl (ALT)
26 Rasmus Nordqvist (ALT)
27 Ida Auken (RV)
28 Jacob Mark (SF)
29 Trine Torp (SF)";Næstformand
11683;title_name;Christine Antorini (S);Formand
11719;title_name;"Henrik Dahl (LA)
Valg af 29 medlemmer til Udenrigsudvalget.
Valgt blev:
1 Hans Kristian Skibby (DF)
2 Søren Espersen (DF)
3 Peter Skaarup (DF)
4 Pia Adelsteen (DF)
5 Marie Krarup (DF)
6 Martin Henriksen (DF)
7 Michael Aastrup Jensen (V)
8 Morten Løkkegaard (V)
9 Marcus Knuth (V)
10 Jakob Ellemann-Jensen (V)
11 Peter Juel Jensen (V)
12 Torsten Schack Pedersen (V)
13 Christina Egelund (LA)
14 Mette Bock (LA)
15 Naser Khader (KF)
16 Ane Halsboe-Jørgensen (S)
17 Christian Rabjerg Madsen (S)
18 Jeppe Bruus (S)
19 Mette Gjerskov (S)
20 Mogens Jensen (S)
21 Nick Hækkerup (S)
22 Yildiz Akdogan (S)
23 Aleqa Hammond (SIU)
24 Nikolaj Villumsen (EL)
25 Eva Flyvholm (EL)
26 Rasmus Nordqvist (ALT)
27 Martin Lidegaard (RV)
28 Zenia Stampe (RV)
29 Holger K. Nielsen (SF)";Næstformand
12493;title_name;Ane Halsboe-Jørgensen (S);Formand
12532;title_name;"Naser Khader (KF)

5

Valg af 29 medlemmer til Udvalget for Landdistrikter og Øer.
Valgt blev:
1 Mette Hjermind Dencker (DF)
2 Karina Adsbøl (DF)
3 Morten Marinus (DF)
4 Bent Bøgsted (DF)
5 Karin Nødgaard (DF)
6 Susanne Eilersen (DF)
7 Thomas Danielsen (V)
8 Peter Juel Jensen (V)
9 Erling Bonnesen (V)
10 Marcus Knuth (V)
11 Anni Matthiesen (V)
12 Britt Bager (V)
13 Henrik Dahl (LA)
14 Leif Mikkelsen (LA)
15 Mai Mercado (KF)
16 Christian Rabjerg Madsen (S)
17 Daniel Toft Jakobsen (S)
18 Kaare Dybvad (S)
19 Lea Wermelin (S)
20 Leif Lahn Jensen (S)
21 Lennart Damsbo-Andersen (S)
22 Magnus Heunicke (S)
23 Simon Kollerup (S)
24 Henning Hyllested (EL)
25 Søren Egge Rasmussen (EL)
26 Roger Matthisen (ALT)
27 Andreas Steenberg (RV)
28 Karsten Hønge (SF)
29 Jonas Dahl (SF)";Næstformand
13316;title_name;Peter Juel Jensen (V);Formand
13351;title_name;Lennart Damsbo-Andersen (S);Næstformand
13388;Time;"Valg af 29 medlemmer til Grønlandsudvalget.
Valgt blev:
1 Søren Espersen (DF)
2 Martin Henriksen (DF)
3 Kristian Thulesen Dahl (DF)
4 Marie Krarup (DF)
5 Peter Skaarup (DF)
6 Karina Adsbøl (DF)
7 Marcus Knuth (V)
8 Torsten Schack Pedersen (V)
9 Morten Løkkegaard (V)
10 Anni Matthiesen (V)
11 Peter Juel Jensen (V)
12 Jacob Jensen (V)
13 Villum Christensen (LA)
14 Carsten Bach (LA)
15 Rasmus Jarlov (KF)
16 Astrid Krag (S)
17 Flemming Møller Mortensen (S)
18 Jan Johansen (S)
19 Karin Gaardsted (S)
20 Mattias Tesfaye (S)
21 Mogens Jensen (S)
22 Peter Hummelgaard Thomsen (S)
23 Christian Juhl (EL)
24 Finn Sørensen (EL)

6

Torsdag den 9. juli 2015 (VALG )

25 Rasmus Nordqvist (ALT)
26 Martin Lidegaard (RV)
27 Karsten Hønge (SF)
28 Aaja Chemnitz Larsen (IA)
29 Aleqa Hammond (SIU)

5 May-Britt Kattrup (LA)
6 Karen J. Klint (S)
7 Stine Brix (EL)
8 Carolina Magdalene Maier (ALT)
9 Lotte Rod (RV)";Kl. 11:01
14301;title_name;Marcus Knuth (V);Formand
14331;title_name;Aleqa Hammond (SIU);Næstformand
14361;title_name;Karina Adsbøl (DF);Formand
14393;title_name;"Karen J. Klint (S)

Valg af 29 medlemmer til Færøudvalget.

Valg af 16 medlemmer og 16 stedfortrædere til Nordisk Råd.

Valgt blev:

Valgt blev:

1 Søren Espersen (DF)
2 Martin Henriksen (DF)
3 Kristian Thulesen Dahl (DF)
4 Marie Krarup (DF)
5 Peter Skaarup (DF)
6 Alex Ahrendtsen (DF)
7 Thomas Danielsen (V)
8 Jakob Ellemann-Jensen (V)
9 Morten Løkkegaard (V)
10 Kristian Pihl Lorentzen (V)
11 Louise Schack Elholm (V)
12 Jacob Jensen (V)
13 Villum Christensen (LA)
14 Carsten Bach (LA)
15 Rasmus Jarlov (KF)
16 Astrid Krag (S)
17 Flemming Møller Mortensen (S)
18 Jan Johansen (S)
19 Karin Gaardsted (S)
20 Mogens Jensen (S)
21 Yildiz Akdogan (S)
22 Christian Juhl (EL)
23 Finn Sørensen (EL)
24 Ulla Sandbæk (ALT)
25 Martin Lidegaard (RV)
26 Karsten Hønge (SF)
27 Jonas Dahl (SF)
28 Høgni Hoydal (T)
29 Sjúrður Skaale (JF)

Til medlemmer:
1 Mikkel Dencker (DF)
2 Liselott Blixt (DF)
3 Pia Adelsteen (DF)
4 Morten Løkkegaard (V)
5 Thomas Danielsen (V)
6 Marcus Knuth (V)
7 Villum Christensen (LA)
8 Naser Khader (KF)
9 Henrik Dam Kristensen (S)
10 Karen J. Klint (S)
11 Karin Gaardsted (S)
12 Mogens Jensen (S)
13 Annette Lind (S)
14 Morten Bødskov (S)
15 Christian Juhl (EL)
16 Rasmus Nordqvist (ALT)";Næstformand
15605;title_name;Sjúrður Skaale (JF);Formand
15638;title_name;"Martin Henriksen (DF)
Valg af 2 medlemmer til at føre tilsyn med Folketingets Bibliotek.
Valgt blev:
1 Alex Ahrendtsen (DF)
2 Daniel Toft Jakobsen (S)
Valg af 9 medlemmer til det i grundlovens § 71, stk. 7, omhandlede tilsyn med behandlingen af personer, som er underkastet
frihedsberøvelse af den i grundlovens § 71, stk. 6, omhandlede
art.
Valgt blev:
1 Karina Adsbøl (DF)
2 Liselott Blixt (DF)
3 Jane Heitmann (V)
4 Hans Andersen (V)

Til stedfortrædere for:
1 Karin Nødgaard (DF)
2 Karina Adsbøl (DF)
3 Morten Marinus (DF)
4 Erling Bonnesen (V)
5 Jane Heitmann (V)
6 Kristian Pihl Lorentzen (V)
7 Carsten Bach (LA)
8 Rasmus Jarlov (KF)
9 Lea Wermelin (S)
10 Ane Halsboe-Jørgensen (S)
11 Finn Sørensen (EL)
12 Zenia Stampe (RV)
13 Aaja Chemnitz Larsen (IA)
14 Høgni Hoydal (T)
15 Aleqa Hammond (SIU)
16 Sjúrður Skaale (JF)";Næstformand
16473;title_name;Henrik Dam Kristensen (S);Formand
16512;title_name;"Morten Løkkegaard (V)
Valg af 9 medlemmer og 9 stedfortrædere til udvalget vedrørende Det Etiske Råd.
Valgt blev:
Til medlemmer:
1 Liselott Blixt (DF)
2 Marie Krarup (DF)
3 Jane Heitmann (V)
4 Jan E. Jørgensen (V)
5 May-Britt Kattrup (LA)
6 Karen J. Klint (S)
7 Stine Brix (EL)

Torsdag den 9. juli 2015 (FM )

8 Carolina Magdalene Maier (ALT)
9 Lotte Rod (RV)
Til stedfortrædere for:
1 Pia Adelsteen (DF)
2 Karin Nødgaard (DF)
3 Britt Bager (V)
4 Marcus Knuth (V)
5 Mette Abildgaard (KF)
6 Christian Rabjerg Madsen (S)
7 Daniel Toft Jakobsen (S)
8 Finn Sørensen (EL)
9 Trine Torp (SF)";Næstformand
17108;title_name;Karen J. Klint (S);Formand
17140;title_name;"Jane Heitmann (V)
Valg af 6 medlemmer og 6 stedfortrædere til OSCE's Parlamentariske Forsamling.

7

Valgt blev:
Til medlemmer:
1 Søren Espersen (DF)
2 Morten Løkkegaard (V)
3 Christian Rabjerg Madsen (S)
Til stedfortrædere for:
1 Christina Egelund (LA)
2 Rasmus Jarlov (KF)
3 Rasmus Nordqvist (ALT)";Næstformand
17449;title_name;Christian Rabjerg Madsen (S);Formand
17491;title_name;"Morten Løkkegaard (V)
Valg af 1 medlem fra hver gruppe, der er repræsenteret i Udvalget for Forretningsordenen, til dette udvalgs underudvalg, jf. §
59 i Folketingets Forretningsorden.
Valgt blev:

Valgt blev:
Til medlemmer:
1 Martin Henriksen (DF)
2 Mikkel Dencker (DF)
3 Peter Juel Jensen (V)
4 Orla Hav (S)
5 Søren Søndergaard (EL)
6 René Gade (ALT)
Til stedfortrædere for:
1 Villum Christensen (LA)
2 Rasmus Jarlov (KF)
3 Michael Aastrup Jensen (V)
4 Maja Panduro (S)
5 Martin Lidegaard (RV)
6 Jonas Dahl (SF)";Næstformand
18014;title_name;Peter Juel Jensen (V);Formand
18049;title_name;"Orla Hav (S)
Valg af 5 medlemmer og 5 stedfortrædere til Europarådet.

1 Peter Skaarup (DF)
2 Søren Gade (V)
3 Simon Emil Ammitzbøll (LA)
4 Søren Pape (KF)
5 Henrik Sass Larsen (S)
6 Stine Brix (EL)
7 Josephine Fock (ALT)
8 Morten Østergaard (RV)
9 Jonas Dahl (SF)";Næstformand
18323;title_name;"Søren Gade (V)
Valg af 5 medlemmer til Sydslesvigudvalget.
Valgt blev:
1 Martin Henriksen (DF)
2 Søren Espersen (DF)
3 Kim Andersen (V)
4 Christian Rabjerg Madsen (S)
5 Christian Juhl (EL)]

Valgt blev:
Til medlemmer:
1 Martin Henriksen (DF)
2 Kristian Thulesen Dahl (DF)
3 Michael Aastrup Jensen (V)
4 Mogens Jensen (S)
5 Nikolaj Villumsen (EL)
Til stedfortrædere for:
1 Mikkel Dencker (DF)
2 Christina Egelund (LA)
3 Morten Løkkegaard (V)
4 Rasmus Nordqvist (ALT)
5 Aaja Chemnitz Larsen (IA)";Formand
18826;title_name;Michael Aastrup Jensen (V);Formand
18866;title_name;"Mogens Jensen (S)
Valg af 3 medlemmer og 3 stedfortrædere til Den Parlamentariske Forsamling for EU-Middelhavsområdet (UfM-PA).";Næstformand
19004;Time;Meddelelser fra formanden;Kl. 11:01
19058;title_name;":
Der er ikke mere at foretage i dette møde.
Folketingets næste planlagte møde afholdes fredag den 21. august
2015, kl. 10.00.
Skulle det blive nødvendigt at indkalde Folketinget til yderligere
møder, vil meddelelse om tidspunkt og dagsorden blive tilstillet
medlemmerne skriftligt.
Det forhold, at der foreløbig ikke er flere møder i salen, er som bekendt ikke ensbetydende med, at arbejdet ligger stille. Der vil som
sædvanlig jævnligt være møder i Folketingets stående udvalg, ligesom der vil være andre arrangementer, som medlemmerne er engagerede i.

8

Torsdag den 9. juli 2015 (FM )

Jeg ønsker alle medlemmerne en god og aktiv sommer, og samtidig vil jeg gerne takke alle og vores ansatte på Christiansborg for deres indsats i det forløbne folketingsår.
Rigtig god sommer til alle!
Mødet er hævet. (Kl. 11:03).";Pia Kjærsgaard
