split;reason;text;value
0;;"Torsdag den 18. juni 2009 (D)

8557

Det er givet.
105. m ø d e";
99;Time;"Dagsorden
1) Eventuelt: 3. behandling af lovforslag nr.
L 216:
Forslag til lov om ændring af forskellige love på
Undervisningsministeriets område. (Fritagelse
for betalingskravet på videregående uddannelser for børn af visse udenlandske arbejdstagere i
Danmark).
Af undervisningsministeren (Bertel Haarder).
(Fremsættelse 18.06.2009).

Det første punkt på dagsordenen er:
1) 3. behandling af lovforslag nr. L 216:
Forslag til lov om ændring af forskellige love
på Undervisningsministeriets område. (Fritagelse for betalingskravet på videregående uddannelser for børn af visse udenlandske arbejdstagere i Danmark).
Af undervisningsministeren (Bertel Haarder).
(Fremsættelse 18.06.2009).
Forhandling";kl. 13.45
808;Time;;Kl. 13:46
821;title_name;"2) Eventuelt: 3. behandling af lovforslag nr.
Der er ikke stillet ændringsforslag.
L 217:
Der er ingen, der beder om ordet, og så går vi
Forslag til lov om ændring af lov om friskoler og til afstemning.
private grundskoler m.v. (Tilsynet med under- 홢
visningen m.v.).";Formanden
1098;Time;"Af undervisningsministeren (Bertel Haarder).
Afstemning
(Fremsættelse 18.06.2009).";Kl. 13:46
1193;title_name;"3) Eventuelt: 3. behandling af lovforslag nr.
Der stemmes om lovforslagets endelige vedtaL 218:
gelse, og der kan stemmes.
Forslag til lov om ændring af lov om friskolerog
Afstemningen slutter.
private grundskoler m.v. (Optagelse i dagtilbud ,
af børn på mindst 2 år og 6 måneder m.v.).
For stemte: 105 (V, S, DF, SF, KF, RV, EL, LA og
Af undervisningsministeren (Bertel Haarder).
Simon Emil Ammitzbøll (UFG)), imod stemte: 0,
(Fremsættelse 18.06.2009).
hverken for eller imod stemte: 0.
>
Lovforslaget er vedtaget og bliver sendt til statsministeren.";Formanden
1756;title_name;"Mødet er åbnet.
Samtykke til behandling";Formanden
1806;Time;;Kl. 13:46
1817;Time;;Kl. 13:46
1830;title_name;"Jeg skal gøre opmærksom på, at de sager, der er
på dagsordenen til møde 105, og som er opført
under punkt 1-3, kun med Tingets samtykke kan
behandles i dette møde, men hvis ingen gør indsigelse, betragter jeg dette samtykke som givet.

Det næste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 217:
Forslag til lov om ændring af lov om friskoler
og private grundskoler m.v. (Tilsynet med undervisningen m.v.).
Af undervisningsministeren (Bertel Haarder).
(Fremsættelse 18.06.2009).

8558

Torsdag den 18. juni 2009 (L 218)";Formanden
2377;Time;;Kl. 13:47
2388;Time;"Forhandling

Afstemning";Kl. 13:47
2425;title_name;"Der er ikke stillet ændringsforslag.
Der er ingen, der beder om ordet, og så går vi
til afstemning.";Formanden
2537;title_name;"Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.

""
Afstemning

For lovforslaget stemte: 59 (V, DF, KF, LA og Simon Emil Ammitzbøll (UFG)), imod stemte: 49
(S, SF, RV og EL), hverken for eller imod stemte:
0.

.";Formanden
2802;Time;;Kl. 13:47
2815;title_name;"Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.

Lovforslaget er vedtaget og bliver nu sendt til
statsministeren.

For lovforslaget stemte: 106 (V, S, DF, SF, KF, RV,
EL, LA og Simon Emil Ammitzbøll (UFG)):
imod stemte: 0, hverken for eller imod stemte: 0.
Lovforslaget er vedtaget og bliver sendt til statsministeren.

Det sidste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 218:
Forslag til lov om ændring af lov om friskoler
og private grundskoler m.v. (Optagelse i dagtilbud af børn på mindst 2 år og 6 måneder
m.v.).
Af undervisningsministeren (Bertel Haarder).
(Fremsættelse 18.06.2009).";Formanden
3479;Time;Forhandling;Kl. 13:47
3503;title_name;"Der er ikke stillet ændringsforslag.
Der er ingen, der beder om ordet, og vi går til
afstemning.";Formanden
3610;Time;Meddelelser fra formanden;Kl. 13:48
3648;title_name;"Det var så det sidste almindelige møde i Folketingssalen før sommeren. Men at der ikke forventes møde i salen mellem den 18. juni og finanslovens første behandling den 8. september
er jo ikke ensbetydende med, at arbejdet ligger
stille. Der vil jævnligt være møder i Europaudvalget og i Finansudvalget, og Folketingets øvrige stående udvalg holder også møder med mellemrum, ligesom det er tilfældet med alle de andre arrangementer, som alle medlemmer er engageret i.
Jeg ønsker alle medlemmer en god og aktiv
sommer og skal samtidig takke alle vore ansatte
på Christiansborg for deres indsats, ikke mindst
i den sidste travle tid. Rigtig god sommer.
Så skal jeg erindre om, at næste møde i salen her
bliver tirsdag den 8. september kl. 10.00.
Mødet er hævet. (Kl. 13:49).";Formanden
