split;reason;text;value
0;;"12

Onsdag den 5. december 2001 (D)
17) Valg af 17 medlemmer og stedfortrædere til
Kommunaludvalget.
2. m ø d e";
149;Time;"Dagsorden

1) Eneste behandling af indstilling fra Udvalget til Prøvelse af Valgene.
2) Valg af formand.
3) Valg af 4 næstformænd.
4) Valg af 4 tingsekretærer.
5) Valg af 16 medlemmer til Udvalget for Forretningsordenen.
6) Valg af 17 medlemmer til Udvalget til Valgs
Prøvelse.
7) Valg af 17 medlemmer og stedfortrædere til
Arbejdsmarkedsudvalget.
8) Valg af 17 medlemmer og stedfortrædere til
Boligudvalget.
9) Valg af 17 medlemmer og stedfortrædere til
Det Energipolitiske Udvalg.
10) Valg af 17 medlemmer og stedfortrædere til
Erhvervsudvalget.
11) Valg af 17 medlemmer og stedfortrædere til
Europaudvalget.
12) Valg af 17 medlemmer til Finansudvalget.
13) Valg af 17 medlemmer og stedfortrædere til
Forskningsudvalget.
14) Valg af 17 medlemmer og stedfortrædere til
Forsvarsudvalget.
15) Valg af 17 medlemmer til Indfødsretsudvalget.
16) Valg af 17 medlemmer og stedfortrædere til
Kirkeudvalget.

18) Valg af 17 medlemmer og stedfortrædere til
Kulturudvalget.
19) Valg af 17 medlemmer og stedfortrædere til
Miljø- og Planlægningsudvalget.
20) Valg af 17 medlemmer og stedfortrædere til
Det Politisk-Økonomiske Udvalg.
21) Valg af 17 medlemmer og stedfortrædere til
Retsudvalget.
22) Valg af 17 medlemmer og stedfortrædere til
Skatteudvalget.
23) Valg af 17 medlemmer og stedfortrædere til
Socialudvalget.
24) Valg af 17 medlemmer og stedfortrædere til
Sundhedsudvalget.
25) Valg af 17 medlemmer og stedfortrædere til
Trafikudvalget.
26) Valg af 17 medlemmer og stedfortrædere til
Uddannelsesudvalget.
27) Valg af 17 medlemmer og stedfortrædere til
Udenrigsudvalget.
28) Valg af 17 medlemmer og stedfortrædere til
Udvalget for Fødevarer, Landbrug og Fiskeri.
29) Valg af 21 medlemmer til det særlige udvalg vedrørende spørgsmålet om en nyordning
af forholdet mellem Danmark og Færøerne.
30) Valg af 2 medlemmer til at føre tilsyn med
Folketingets Bibliotek.
31) Valg af 9 medlemmer til det i grundlovens
§ 71 omhandlede tilsyn med behandlingen af
personer, der er frihedsberøvet.
32) Valg af 17 medlemmer og 17 stedfortrædere
til Det Udenrigspolitiske Nævn.
33) Valg af 16 medlemmer og 16 stedfortrædere
til Nordisk Råd.

Onsdag den 5. december 2001 (Indstilling)
34) Valg af 9 medlemmer og 9 stedfortrædere
til udvalget vedrørende Det Etiske Råd.
35) Valg af 5 medlemmer til Udetillægsnævnet.
36) Valg af 6 medlemmer og 6 stedfortrædere ,
til OSCE's Parlamentariske Forsamling.
37) Valg af 5 medlemmer og 5 stedfortrædere
til Europarådet.

Meddelelser fra formanden";kl. 13.00
2659;title_name;":
Udvalget til Prøvelse af Valgene har afgivet:
Betænkning og indstilling.
(Beslutningsforslag nr. B 1).

I

Eksemplarer er omdelt.

Den første sag på dagsordenen var:
1) Eneste behandling af indstilling fra Udvalget til Prøvelse af Valgene.
Forhandling";Ivar Hansen
2928;name_party;":
Idet jeg skal henvise til den omdelte betænkning
og indstilling, kan jeg oplyse om udvalgets arbejde:
Arbejdet har som sædvanlig vedrørt tre
spørgsmål. For det første spørgsmålet om gyldighed af valghandlingen, herunder valgets forberedelse, stemmeafgivningen, optællingen af
stemmesedler og vurderingen af dem samtvalgbøgerne og disses førelse m.v., for det andet
spørgsmålet om godkendelse af de af Indenrigsministeriets og Sundhedsministeriets foretagne :
opgørelser og beregninger, og for det tredje
spørgsmålet om godkendelse af de kandidater,
der har opnået valg.
Om det første spørgsmål kan jeg sige, at udvalget har gennemgået Indenrigsministeriets og
Sundhedsministeriets redegørelse indeholdende
de bemærkninger, som gennemgangen af valg-

13

bogsudskrifterne har givet ministeriet anledning til. Der har endvidere for udvalget foreligget 20 klager og henvendelser vedrørende valghandlingen, heraf to vedrørende afstemningen >
på Færøerne. Jeg skal her henvise til betænkningen, hvad angår den indstilling, udvalget har taget til disse klager.
Med hensyn til det andet spørgsmål har ud-.
valget behandlet godkendelsen af Indenrigsministeriets og Sundhedsministeriets opgørelser
og beregningerne, der ikke har givet anledning
til bemærkninger fra udvalget.
Vedrørende det tredje spørgsmål om godkendelse af de valgte har udvalget følgende indstilling:
Vedrørende valget i Danmark indstiller udvalget i enighed, at Folketinget godkender det i
Danmark den 20. november 2001 afholdte valg
af medlemmer til Folketinget, dé af Indenrigs- .,
ministeriet og Sundhedsministeriet den 4. december 2001 fremsendte beregniriger og opgørelser af dette valg og de på den omdelte valgkredsfortegnelse opførte 175 kandidater som .
valgte fra og med den 20. november 2001.
Vedrørende valget i Grønland indstiller et
enigt udvalg, at Folketinget godkender i henhold til forretningsordenens § 1. stk. 6, på
grundlag af den af Rigsombudsmanden i Grønland fremsendte valgbog om folketingsvalget i'
Grønland den 20. november 2001 de to på den
omdelte valgkredsfortegnelse opførte kandidater som valgte fra og med den 20. november .
2001.
Vedrørende valget på Færøerne indstiller et
enigt udvalg, at Folketinget godkender det på
Færøerne den 20. november .2001 afholdte valg
af to medlemmer til Folketinget, den af valgbestyrelsens foretagne opgørelse og beregningerne
over dette valg og de på den omdelte kredsfortegnelse opførte to kandidater som valgte fra og,
med, den 20. november 2001. ,.'
Hermed sluttede forhandlingen. :f:
Afstemning";Erik Larsen
5497;title_name;":
Der foreligger, som vi har hørt, tre indstillinger,
som alle er afgivet af et enigt udvalg, og som går
ud på godkendelse af valgene: Det er derfor min
agt som efter tidligere valg at lade foretage afstemning om de tre indstillinger under ét. Der
stemmes altså om udvalgets indstilling nr. 1-3

14

Onsdag den 5. december 2001

vedrørende valget i henholdsvis Danmark,
Grønland og Færøerne.
Udvalgets indstilling vedtoges enstemmigt med
155 stemmer.";Ivar Hansen
5987;title_name;":
Herefter er mandaterne i det nyvalgte Folketing
godkendt.

Den konservative folketingsgruppe har meddelt mig, at den har udpeget medlem af Folketinget Knud Erik Kirkegaard som ny stedfortræder for statsrevisorerne for den resterende del af
indeværende funktionsperiode i stedet for medlem af Folketinget Bendt Bendtsen, efter at denne er udnævnt til økonomi- og erhvervsminister
samt minister for nordisk samarbejde.
De pågældende er herefter valgt.
Finansministeren (Thor Pedersen) har meddelt,
mig at han ønsker skriftligt at fremsætte:

Meddelelser fra formanden";Ivar Hansen
6593;title_name;":
Inden vi går over til næste sag på dagsordenen,
skal jeg udsætte mødet, således at de medlemmer, der ikke tidligere har været medlem af Folketinget, kan underskrive grundloven. Det er en
bestemmelse, der har hjemmel i grundlovens
§ 32, stk. 7, og det finder sted i Vandrehallen ved
montrerne.
Jeg her skal udsætte mødet. Det genoptages i
dag kl. 13.45.
Mødet udsat kl. 13.06

Mødet genoptaget kl. 13.45
Meddelelser fra formanden";Ivar Hansen
7062;title_name;":
Medlem af Folketinget Lisbeth L. Petersen har
meddelt mig, at hun er indtrådt i Venstres folketingsgruppe.
Venstres folketingsgruppe har meddelt mig,
at den har udpeget medlem af Folketinget Christian Mejdahl som ny statsrevisor for den resterende del af indeværende funktionsperiode i
stedet for medlem af Folketinget Thor Pedersen,
efter at denne er udnævnt til finansminister.
Venstres folketingsgruppe har desuden meddelt mig, at den har udpeget medlem af Folketinget Svend Heiselberg som ny stedfortræder
for statsrevisorerne for den resterende del af indeværende funktionsperiode i stedet for Christian Mejdahl, efter at denne er udnævnt som nyt
medlem.

Forslag til midlertidig bevillingslov for finansåret 2002.
(Lovforslag nr. LI).
Trafikministeren (Flemming Hansen) har meddelt mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om Post Danmark. (Bevarelse af ret til tjenestemandspension
m.v. ved overgang til overenskomstansættelse).
(Lovforslag nr. L 2).
Forslag til lov om anlæg af rute 26, strækningen
Thisted-Nors, m.v. (Nors Omfartsvej).
(Lovforslag nr. L 3).
Indenrigs- og sundhedsministeren (Lars Løkke
Rasmussen) har meddelt mig, at han ønsker
skriftligt at fremsætte:
Forslag til lov om ændring af lov om kommunal
indkomstskat. (Ændring af statens afregning af
pensionsafgifter m.v. til kommunerne).
(Lovforslag nr. L 4).
Ministeren for videnskab, teknologi og udvikling (Helge Sander) har meddelt mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om et videnskabsetisk komitésystem og behandling af biomedicinske forskningsprojekter. (Ændring af
reglerne om udpegning af medlemmer til de regionale komiteer og formandskabet i Den Centrale Videnskabsetiske Komité).
(Lovforslag nr. L 5).

Onsdag den 5. december 2001 (Valg)
Økonomi- og erhvervsministeren (Bendt Bendtsen) har meddelt mig, at han ønsker skriftligt at
fremsætte:
Forslag til lov om ændring af lov om administration af tilskud fra Den Europæiske Regionalfond
og tilhørende statslig medfinansiering. (Adgang
for Hovedstadens Udviklingsråd til på lige fod
med amtskommuner og primærkommuner at
fungere som administrationsmyndighed).
(Lovforslag nr. L 6).
Forslag til lov om ændring af lov om anvendelse
af Danmarks undergrund, lov om etablering og
benyttelse af en rørledning til transport af råolie
og kondensat og lov om visse havanlæg. (Grænseoverskridende felter m.v).
(Lovforslag nr. L 7).
Forslag til lov om ændring af lov om investeringsforeninger og specialforeninger, lov om innovationsforeninger, lov om tilsyn med firmapensionskasser, lov om sparevirksomheder, lov
om skibsfinansieringsinstitut, lov om banker og
sparekasser m.v. samt realkreditloven m.v. (God
skik, bidrag til humanitære organisationer, Det
Finansielle Virksomhedsråd, realkreditforeninger).
(Lovforslag nr. L 8).

15

Forslag til lov om ændring af pensionsafkastbeskatningsloven, selskabsskatteloven og andre ,
skattelove. (Livsforsikringsselskabers fradrag,
pensionsafkastbeskatning af livsforsikringsbestande under administration, friholdelse for
pensionsafkastskat, ejendomsdatterselskaber,
akkumulerende investeringsforeninger, opdeling af udloddende investeringsforeninger m.v.).
(Lovforslag nr. L 11).
Forslag til lov om ændring af momsloven. (Ændringer af regler om fiskalrepræsentant).
(Lovforslag nr. L 12).

Den næste sag på dagsordenen var:
2) Valg af formand.";Ivar Hansen
10493;title_name;":
Til posten som formand har alle Tingets partier
og medlemmer indstillet mig.
Hvis ikke afstemning begæres, betragter jeg
mig herefter som valgt. ,(Ophold). Det er vedtaget. (Munterhed). Det er ikke altid, det går så let, ,
skal jeg sige.

Justitsministeren (Lene Espersen) har meddelt
mig, at hun ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om køb. (Revision af regler om forbrugerkøb m.v.).
(Lovforslag nr. L 9).
Fødevareministeren (Mariann Fischer Boel) har
meddelt mig, at hun ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om jordbrugets
anvendelse af gødning og om.plantedække.
(Dispensationshjemmel).
(Lovforslag nr. L 10).
Skatteministeren (Svend Erik Hovmand) har
meddelt mig, at han ønsker skriftligt at fremsætte:

Den næste sag på dagsordenen var:
3) Valg af 4 næstformænd.";Ivar Hansen
11332;title_name;"Vedrørende valg af næstformænd hedder det i
Folketingets forretningsordens § 3, stk.l: »Hvert
af de i Tinget repræsenterede fire største partier
ud over det parti, som formanden måtte tilhøre,
udpeger i rækkefølge efter størrelse blandt sine
medlemmer henholdsvis første, anden, tredje og
fjerde næstformand.«
Til første næstformand har Socialdemokratiet udpeget hr. Svend Auken. Til anden næstformand har Dansk Folkeparti udpeget hr. Poul
Nødgaard. Til henholdsvis tredje og fjerde næstformand har Det Konservative Folkeparti og Socialistisk Folkeparti udpeget hr. Kaj Ikast og fru
Margrete Auken.

16

Onsdag den 5. december 2001 (Udvalg)

Den næste sag på dagsordenen var:
4) Valg af 4 tingsekretærer.

Jeg byder velkommen til arbejdet.

Valgt blev:
1 Inge Dahl-Sørensen (V)
2 Birthe Skaarup (DF)
3 Pia Gjellerup (S)
4 Grete Schødts (S)

Meddelelser fra formanden";Formanden
