split;reason;text;value
0;;"Onsdag den 8. oktober 1997 (D)

39

16) Valg af 17 medlemmer og stedfortrædere
til Det Politisk-Økonomiske Udvalg.
2. m ø d e";
162;Time;"Dagsorden
1) Valg af 16 medlemmer til Udvalget for Forretningsordenen.
2) Valg af 17 medlemmer til Udvalget til Valgs
Prøvelse.
3) Valg af 17 medlemmer og stedfortrædere til
Arbejdsmarkedsudvalget.
4) Valg af 17 medlemmer og stedfortrædere til
Boligudvalget.
5) Valg af 17 medlemmer og stedfortrædere til
Det Energipolitiske Udvalg.

17) Valg af 17 medlemmer og stedfortrædere
til Retsudvalget.
18) Valg af 17 medlemmer og stedfortrædere
til Skatteudvalget.
19) Valg af 17 medlemmer og stedfortrædere
til Socialudvalget.
20) Valg af 17 medlemmer og stedfortrædere
til Sundhedsudvalget.
21) Valg af 17 medlemmer og stedfortrædere
til Trafikudvalget.
22) Valg af 17 medlemmer og stedfortrædere
til Uddannelsesudvalget.
23) Valg af 17 medlemmer og stedfortrædere
til Udenrigsudvalget.

6) Valg af 17 medlemmer og stedfortrædere til
Erhvervsudvalget.

24) Valg af 17 medlemmer og stedfortrædere
til Udvalget for Fødevarer, Landbrug og Fiskeri.

7) Valg af 17 medlemmer og stedfortrædere til
Europaudvalget.

25) Valg af 2 medlemmer til at føre tilsyn med
Folketingets Bibliotek.

8) Valg af 17 medlemmer til Finansudvalget.

26) Valg af 9 medlemmer til det i grundlovens
§ 71 omhandlede tilsyn med behandlingen af
personer, som er underkastet frihedsberøvelse.

9) Valg af 17 medlemmer og stedfortrædere til
Forskningsudvalget.
10) Valg af 17 medlemmer og stedfortrædere
til Forsvarsudvalget.
11) Valg af 17 medlemmer til Indfødsretsudvalget.
12) Valg af 17 medlemmer og stedfortrædere
til Kirkeudvalget.
13) Valg af 17 medlemmer og stedfortrædere
til Kommunaludvalget.
14) Valg af 17 medlemmer og stedfortrædere
til Kulturudvalget.
15) Valg af 17 medlemmer og stedfortrædere
til Miljø- og Planlægningsudvalget.

27) Valg af 17 medlemmer og 17 stedfortrædere til Det Udenrigspolitiske Nævn.
28) Valg af 16 medlemmer og 16 stedfortrædere til Nordisk Råd.
29) Valg af 9 medlemmer og 9 stedfortrædere
til udvalget vedrørende Det Etiske Råd.
30) Valg af 6 medlemmer og 6 stedfortrædere
til OSCE's parlamentariske forsamling.

40

Onsdag den 8. oktober 1997

Meddelelser fra formanden";kl. 13.00
2251;title_name;"Medlem af Folketinget Anne Birgitte Lundholt
har meddelt mig, at hun ønsker at nedlægge sit
hverv som medlem af Folketinget fra og med
den 9. oktober 1997.
Boligministeren (Ole Løvig Simonsen) har meddelt mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om fremme af
byggeriets udvikling. (Ændring af formålsbestemmelse, rådets størrelse og sammensætning,
ophævelse af repræsentantskabet).
(Lovforslag nr. L 4).
Socialministeren (Karen Jespersen) har meddelt
mig, at hun ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om dagpenge
ved sygdom eller fødsel. (Dagpenge til forældre
med alvorligt syge børn samt forlængelse af
arbejdsgiverperioden m.v.).
(Lovforslag nr. L 6).
Erhvervsministeren (Jan Trøjborg) har meddelt
mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ophævelse af lov om Forenings-Registeret.
(Lovforslag nr. L 7).
Forslag til lov om ophævelse m.v. af lov om
fordelingen af visse fra udlandet modtagne
erstatninger.
(Lovforslag nr. L 8).
Forslag til lov om ændring af lov om skibsregistrering og søloven. (Forenkling af anmeldelsespligt, om skorstensmærker og kontorflag og
registrering af anpartsselskaber uden bestyrelse).
(Lovforslag nr. L 9).
Forslag til lov om ændring af lov om skibes sikkerhed m.v. (Arbejdsmedicinske undersøgelser,
vilkår for syn af skibe, strafferammer m.v.).
(Lovforslag nr. L 10).
Skatteministeren (Carsten Koch) har meddelt
mig, at han ønsker skriftligt at fremsætte:

Forslag til lov om ændring af selskabsskatteloven, kildeskatteloven, fondsbeskatningsloven
og virksomhedsskatteloven. (Skattefrit datterselskabsudbytte m.v.).
(Lovforslag nr. L 13).
Kulturministeren (Ebbe Lundgaard) har meddelt mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om Danmarks Biblioteksskole.
(Lovforslag nr. L 15).
Finansministeren (Mogens Lykketoft) har meddelt mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om statsgaranterede studielån og lov om tilskud til afvikling af studiegæld og om eftergivelse af studiegæld. (Lempelse af reglerne for tilbagebetaling
og eftergivelse af statsgaranterede studielån
m.v.).
(Lovforslag nr. L 16).
Indenrigsministeren (Birte Weiss) har meddelt
mig, at hun ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om kommunernes styrelse og beredskabsloven. (Åbne
udvalgsdagsordener m.v.).
(Lovforslag nr. L 17).
Forslag til lov om ændring af lov om gebyrer og
morarenter vedrørende visse ydelser, der
opkræves eller inddrives af amtskommuner og
kommuner. (Forhøjelser af gebyrmaksimum).
(Lovforslag nr. L 18).
Medlemmer af Folketinget Pia Gjellerup (S),
Birthe Rønn Hornbech (V), Hans Engell (KF),
Holger K. Nielsen (SF), Bjørn Elmquist (RV),
Kirsten Jacobsen (FP), Frank Aaen (EL), Arne
Melchior (CD) og Kristian Thulesen Dahl (DF)
har meddelt mig, at de ønsker skriftligt at fremsætte:
Forslag til lov om undersøgelseskommissioner.
(Lovforslag nr. L 3).
Medlemmer af Folketinget Aage Brusgaard
(FP), Tom Behnke (FP), Poul Nødgaard (DF) og
Kristian Thulesen Dahl (DF) har meddelt mig,
at de ønsker skriftligt at fremsætte:

(6)
Onsdag den 8. oktober 1997
Forslag til lov om ændring af lov om kommunale valg. (Ophævelse af valgret og valgbarhed
for andre udlændinge end statsborgere fra nordiske lande og EU-lande).
(Lovforslag nr. L 5).
Medlemmer af Folketinget Villy Søvndal (SF),
Aage Frandsen (SF), Steen Gade (SF) og Kjeld
Rahbæk Møller (SF) har meddelt mig, at de
ønsker skriftligt at fremsætte:
Forslag til folketingsbeslutning om ungdomsboliger (kollegiebyggeri m.v.).
(Beslutningsforslag nr. B 1).
Medlemmer af Folketinget Erling Olsen (S), Ivar
Hansen (V), Henning Grove (KF), Margrete
Auken (SF) og Elisabeth Arnold (RV) har med. delt mig, at de ønsker skriftligt at fremsætte:

41

»Hvilke oplysninger kan regeringen give om
hjemsendelse af asylsøgere, herunder om det
fremover skal være sædvane at lave hjemsendelsesaftaler, der indebærer udgifter over
bistandsmidlerne? «
(Forespørgsel nr. F 2).
Medlemmer af Folketinget Kim Behnke (FP),
Tom Behnke (FP), Kirsten Jacobsen (FP) og
Annette Just (FP) har meddelt mig, at de ønsker
at stille følgende forespørgsel til ministeren for
udviklingsbistand:
»Hvad kan regeringen oplyse om dansk
ulandspolitik, herunder de mange eksempler på
fejlslagne bistandsprojekter?«
(Forespørgsel nr. F 3).

Forslag til folketingsbeslutning om ændring af
forretningsorden for Folketinget.
(Beslutningsforslag nr. B 2).

Medlemmer af Folketinget Kirsten Jacobsen
(FP), Kim Behnke (FP), Jan Køpke Christensen
(FP) og Annette Just (FP) har meddelt mig, at de
ønsker at stille følgende forespørgsel til statsministeren:

Medlemmer af Folketinget Villy Søvndal (SF),
Gert Petersen (SF), Margrete Auken (SF) og Jes
Lunde (SF) har meddelt mig, at de ønsker
skriftligt at fremsætte:

»Hvad agter regeringen at foretage sig i tilfælde
af et dansk nej til Amsterdamtraktaten ved folkeafstemningen herom i foråret 1998?«
(Forespørgsel nr. F 4).

Forslag til folketingsbeslutning om folkeafstemning om NATO-udvidelse.
(Beslutningsforslag nr. B 3).

Medlemmer af Folketinget Pia Kjærsgaard (DF),
Kristian Thulesen Dahl (DF), Ole Donner (DF)
og Poul Nødgaard DF) har meddelt mig, at de
ønsker at stille følgende forespørgsel til socialministeren:

Medlemmer af Folketinget Kim Behnke (FP),
Tom Behnke (FP), Aage Brusgaard (FP), Jan
Køpke Christensen (FP), Niels Højland (FP),
Kirsten Jacobsen (FP) og Annette Just (FP) har
meddelt mig, at de ønsker at stille følgende
forespørgsel til forskningsministeren:
»Hvad kan ministeren oplyse om regeringens
hidtidige initiativer for at hindre problemer i
Danmark som følge af computerfejl i år 2000, og
hvad agter regeringen at foretage sig i perioden
frem til år 2000?«
(Forespørgsel nr. F 1).
Medlemmer af Folketinget Pia Kjærsgaard (DF),
Kristian Thulesen Dahl (DF), Ole Donner (DF)
og Poul Nødgaard (DF) har meddelt mig, at de
ønsker at stille følgende forespørgsel til indenrigsministeren og ministeren for udviklingsbistand:

»Hvilke oplysninger kan regeringen give om
samfundets ældreforsorg, herunder hjemmehjælp, plejehjemspladser m.v.?«
(Forespørgsel nr. F 5).
Medlemmer af Folketinget Tommy Dinesen
(SF), Aage Frandsen (SF) og Jes Lunde (SF) har
meddelt mig, at de ønsker at stille følgende
forespørgsel til erhvervsministeren og trafikministeren:
»Hvilke planer har regeringen for havnenes
fremtidige opgaver?«
(Forespørgsel nr. F 6).
Medlemmer af Folketinget Tommy Dinesen
(SF), Aage Frandsen (SF) og Jes Lunde (SF) har
meddelt mig, at de ønsker at stille følgende
forespørgsel til trafikministeren:

42

Onsdag den 8. oktober 1997

»Har regeringen planer om at fremskynde investeringeme i de store, nødvendige trafikprojekter, der er under overvejelse, herunder nyinvesteringer i nye tog, skinner, udretning af spor
m.v.?«
(Forespørgsel nr. F 7).
Medlemmer af Folketinget Villy Søvndal (SF)
og Jes Lunde (SF) har meddelt mig, at de ønsker
at stille følgende forespørgsel til socialministeren:
»Hvad agter regeringen at foretage sig for at
sikre den lovede pladsgaranti i en situation,
hvor flere og flere kommuner offentligt melder
ud, at de er på vej til at droppe pladsgarantien,
og hvad vil regeringen gøre for at sikre en højere kvalitet i dagtilbudene?«
(Forespørgsel nr. F 8).
Medlemmer af Folketinget Keld Albrechtsen
(EL) og Bent Hindrup Andersen (EL) har meddelt mig, at de ønsker at stille følgende forespørgsel til udenrigsministeren og miljø- og
energiministeren:
»Kan ministrene oplyse, hvorledes regeringen
inden folkeafstemningen om Amsterdamtraktaten vil få afklaret spørgsmålet om fortolkningen
af den reviderede miljøgaranti?«
(Forespørgsel nr. F 9).

»Hvad kan udenrigsministeren oplyse om forholdet mellem Amsterdamtrakten og de fire
danske undtagelser?«
(Forespørgsel nr. F 11).
Meddelelse om valggrupper";Formanden
10057;title_name;"Som punkterne 1-30 er optaget valg af medlemmer og stedfortrædere til en række udvalg m.v.
Til disse valg er anmeldt følgende valggrupper:
en gruppe på 95 medlemmer: Socialdemokratiet, Socialistisk Folkeparti, Det Radikale
Venstre, Enhedslisten og Centrum-Demokraterne:
en gruppe på 83 medlemmer: Venstre, Det
Konservative Folkeparti, Fremskridtspartiet og
Dansk Folkeparti.
Der foreligger indstilling fra grupperne om
disse valg. Navnene på de valgte er opslået i
Læseværelset og vil blive optaget i Folketingstidende.
Samtidig er fra grupperne fremkommet forslag om valg af formand og næstformand. Der
er kun bragt én i forslag til hver af disse poster,
og navnenè er anført på de opslåede lister og
optages i Folketingstidende. Skulle der inden kl.
12 i morgen komme indsigelse mod ét eller flere
af valgene, vil der blive indkaldt til sættemøde i
det pågældende udvalg.

Medlemmer af Folketinget Bruno Jerup (EL) og
Jette Gottlieb (EL) har meddelt mig, at de
ønsker at stille følgende forespørgsel til
arbejdsministeren og undervisningsministeren:
»Hvad kan regeringen oplyse om udsigten til at
løse flaskehalsproblememe inden for det
offentlige arbejdsmarked set i lyset af den
nuværende mangelsituation, de uddannedes
erhvervsmæssige mobilitet, den fremtidige
efterspørgsel samt adgangsbegrænsningen/rekrutteringsproblemerne inden for
social-, sundheds- og undervisningsområdet?«
(Forespørgsel nr. F 10).
Medlemmer af Folketinget Keld Albrechtsen
(EL) og Frank Aaen (EL) har meddelt mig, at de
ønsker at stille følgende forespørgsel til udenrigsministeren:

Den første sag på dagsordenen var:
1) Valg af 16 medlemmer til Udvalget for Forretningsordenen.
Valgt blev:
1
2
3
4
5
6
7
8
9
10
11

Erling Olsen (S)
Ivar Hansen (V)
Henning Grove (KF)
Margrete Auken (SF)
Elisabeth Arnold (RV)
Pia Gjellerup (S)
Ove Fich (S)
Torben Lund (S)
Grete Schødts (S)
Helge Mortensen (S)
Kjeld Rahbæk Møller (SF)

Onsdag den 8. oktober 1997
12 Jes Lunde (SF)
13 Jørgen Estrup (RV)
14 Arne Melchior (CD)
15 Birthe Rønn Hombech (V)
16 Christian Mejdahl (V)
17 Inge Dahl-Sørensen (V)
18 Hans Christian Schmidt (V)
19 Hans Engell (KF)
20 Niels Ahlmann-Ohlsen (KF)
21 Kirsten Jacobsen (FP)
Observatørpost: Frank Aaen (EL)
Observatørpost: Poul Nødgaard (DF)
(Udvalget for Forretningsordenen består af Folketingets Præsidium (nr. 1-5) tillige med 16
valgte medlemmer).";Formanden
12417;title_name;Erling Olsen (S);Formand
12447;title_name;"Ivar Hansen (V)

Den næste sag på dagsordenen var:
2) Valg af 17 medlemmer til Udvalget til Valgs
Prøvelse.
Valgt blev:
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17

Klaus Hækkerup (S)
Eva Fatum (S)
Sonja Mikkelsen (S)
Erling Christensen (S)
Holger Graversen (S)
Tommy Dinesen (SF)
Ulla Solvang (RV)
Keld Albrechtsen (EL)
Lissa Mathiasen (S)
Erling Oxdam (V)
Erik Larsen (V)
Inge Dahl-Sørensen (V)
Hans Christian Schmidt (V)
Eva Møller (KF)
John Vinther (KF)
Henriette Kjær (KF)
Niels Højland (FP)";Næstformand
12952;title_name;Eva Møller (KF);Formand
12981;title_name;"Klaus Hækkerup (S)

43

Den næste sag på dagsordenen var:
3) Valg af 17 medlemmer og stedfortrædere til
Arbejdsmarkedsudvalget.
Valgt blev:
Til medlemmer:
1 Jan Petersen (S)
2 Ole Vagn Christensen (S)
3 Poul Erik Dyrlund (S)
4 Lone Møller (S)
5 Jens Peter Vernersen (S)
6 Aage Frandsen (SF)
7 Vibeke Peschardt (RV)
8 Jette Gottlieb (EL)
9 Mimi Jakobsen (CD)
10 Helge Sander (V)
11 Charlotte Antonsen (V)
12 Flemming Oppfeldt (V)
13 Ulla Tømæs (V)
14 Bendt Bendtsen (KF)
15 Frank Dahlgaard (KF)
16 Brian Mikkelsen (KF)
17 Annette Just (FP)
Til stedfortrædere for:
1-5 Anne-Marie Meldgaard (S)
Peder Sass (S)
6 Anne Baastrup (SF)
7 Dorit Myltoft (RV)
8 Søren Søndergaard (EL)
9 Børge Bakholt (S)
10-13 Else Winther Andersen (V)
Lars Løkke Rasmussen (V)
14-16 Pernille Sams (KF)
Pia Christmas-Møller (KF)
17 Poul Nødgaard (DF)
I Formand: Jan Petersen (S)";Næstformand
13846;title_name;"Aage Frandsen (SF)

Den næste sag på dagsordenen var:
4) Valg af 17 medlemmer og stedfortrædere til
Boligudvalget.
Valgt blev:
Til medlemmer:
1 Hans Peter Baadsgaard (S)
2 Jytte Madsen (S)

44
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17

Onsdag den 8. oktober 1997
Lissa Mathiasen (S)
Jørn Pedersen (S)
Jytte Wittrock (S)
Villy Søvndal (SF)
Dorit Myltoft (RV)
Keld Albrechtsen (EL)
Sonja Albrink (CD)
Jens Hald Madsen (V)
Pia Larsen (V)
Bodil Thrane (V)
Erling Oxdam (V)
John Vinther (KF)
Gitte Seeberg (KF)
Eva Møller (KF)
Kirsten Jacobsen (FP)

Til stedfortrædere for:
1-5 Sonja Mikkelsen (S)
Søren Hansen (S)
6 Holger K. Nielsen (SF)
7 Jørgen Estrup (RV)
8 Anne-Marie Meldgaard (S)
9 Anne Baastrup (SF)
10-13 Jonna Grønver (V)
Flemming Oppfeldt (V)
14-16 Henriette Kjær (KF)
Niels Jørgen Langkilde (KF)
17 Kristian Thulesen Dahl (DF)";Næstformand
14687;title_name;Hans Peter Baadsgaard (S);Formand
