split;reason;text;value
6415;title_name;Karin Gaardsted (S);Formand
6448;title_name;"Anne-Mette Winther Christiansen (V)
Valg af 29 medlemmer til Europaudvalget.
Valgt blev:
1 Benny Engelbrecht (S)
2 Bjarne Laustsen (S)
3 Jacob Bjerregaard (S)
4 Jens Joel (S)
5 Rasmus Horn Langhoff (S)
6 Trine Bramsen (S)
7 Jeppe Kofod (S)
8 Sofie Carsten Nielsen (RV)
9 Rasmus Helveg Petersen (RV)
10 Lone Loklindt (RV)
11 Lisbeth Bech Poulsen (SF)
12 Holger K. Nielsen (SF)
13 Nikolaj Villumsen (EL)
14 Finn Sørensen (EL)
15 Per Clausen (EL)
16 Erling Bonnesen (V)
17 Claus Hjort Frederiksen (V)
18 Lykke Friis (V)
19 Eva Kjer Hansen (V)
20 Henrik Høegh (V)
21 Jakob Ellemann-Jensen (V)
22 Sophie Løhde (V)
23 Pia Adelsteen (DF)
24 Kristian Thulesen Dahl (DF)
25 René Christensen (DF)
26 Christian Langballe (DF)

27 Merete Riisager (LA)
28 Lene Espersen (KF)
29 Lars Barfoed (KF)";Næstformand
7240;title_name;Eva Kjer Hansen (V);Formand
7273;title_name;"Benny Engelbrecht (S)
Valg af 17 medlemmer til Finansudvalget.
Valgt blev:
1 John Dyrby Paulsen (S)
2 Ole Hækkerup (S)
3 Rasmus Prehn (S)
4 Sophie Hæstorp Andersen (S)
5 Thomas Jensen (S)
6 Marianne Jelved (RV)
7 Jonas Dahl (SF)
8 Frank Aaen (EL)
9 Johanne Schmidt-Nielsen (EL)
10 Peter Christensen (V)
11 Claus Hjort Frederiksen (V)
12 Jacob Jensen (V)
13 Kristian Jensen (V)
14 Kristian Thulesen Dahl (DF)
15 Mikkel Dencker (DF)
16 Anders Samuelsen (LA)
17 Mike Legarth (KF)";Næstformand
7759;title_name;Marianne Jelved (RV);Formand
7793;title_name;"Kristian Thulesen Dahl (DF)
Valg af 29 medlemmer til Forsvarsudvalget.
Valgt blev:
1 Annette Lind (S)
2 Bjarne Laustsen (S)
3 Jacob Bjerregaard (S)
4 John Dyrby Paulsen (S)
5 Karin Gaardsted (S)
6 Trine Bramsen (S)
7 Zenia Stampe (RV)
8 Rasmus Helveg Petersen (RV)
9 Nadeem Farooq (RV)
10 Holger K. Nielsen (SF)
11 Pernille Vigsø Bagge (SF)
12 Nikolaj Villumsen (EL)
13 Christian Juhl (EL)
14 Sara Olsvig (IA)
15 Doris Jakobsen (SIU)
16 Gitte Lillelund Bech (V)
17 Lykke Friis (V)
18 Peter Juel Jensen (V)
19 Karsten Lauritzen (V)
20 Kristian Pihl Lorentzen (V)
21 Karsten Nonbo (V)
22 Troels Lund Poulsen (V)
23 Hans Christian Thoning (V)
24 Marie Krarup (DF)
25 Martin Henriksen (DF)
26 Søren Espersen (DF)
27 Hans Kristian Skibby (DF)
28 Villum Christensen (LA)
29 Lene Espersen (KF)

3

4";Næstformand
8597;title_name;Karsten Nonbo (V);Formand
8628;title_name;"Annette Lind (S)

Fredag den 7. oktober 2011 (FM )

Valg af 29 medlemmer til Kommunaludvalget.
Valgt blev:

Valg af 17 medlemmer til Indfødsretsudvalget.
Valgt blev:
1 Lennart Damsbo-Andersen (S)
2 Jens Joel (S)
3 Karen J. Klint (S)
4 Sophie Hæstorp Andersen (S)
5 Troels Ravn (S)
6 Zenia Stampe (RV)
7 Liv Holm Andersen (RV)
8 Anne Baastrup (SF)
9 Johanne Schmidt-Nielsen (EL)
10 Preben Bang Henriksen (V)
11 Michael Aastrup Jensen (V)
12 Jan E. Jørgensen (V)
13 Karsten Nonbo (V)
14 Christian Langballe (DF)
15 Marie Krarup (DF)
16 Merete Riisager (LA)
17 Tom Behnke (KF)";Næstformand
9211;title_name;Christian Langballe (DF);Formand
9249;title_name;"Zenia Stampe (RV)
Valg af 29 medlemmer til Kirkeudvalget.
Valgt blev:
1 Karen J. Klint (S)
2 Flemming Møller Mortensen (S)
3 Julie Skovsby (S)
4 Leif Lahn Jensen (S)
5 Ole Hækkerup (S)
6 Orla Hav (S)
7 Rasmus Horn Langhoff (S)
8 Marlene B. Lorentzen (RV)
9 Camilla Hersom (RV)
10 Jeppe Mikkelsen (RV)
11 Pernille Vigsø Bagge (SF)
12 Eigil Andersen (SF)
13 Jørgen Arbo-Bæhr (EL)
14 Rosa Lund (EL)
15 Henning Hyllested (EL)
16 Erling Bonnesen (V)
17 Birthe Rønn Hornbech (V)
18 Bertel Haarder (V)
19 Birgitte Josefsen (V)
20 Flemming Damgaard Larsen (V)
21 Kristian Pihl Lorentzen (V)
22 Søren Pind (V)
23 Hans Christian Schmidt (V)
24 Christian Langballe (DF)
25 Morten Marinus (DF)
26 Kristian Thulesen Dahl (DF)
27 Søren Espersen (DF)
28 Mette Bock (LA)
29 Per Stig Møller (KF)";Næstformand
10037;title_name;Karen J. Klint (S);Formand
10069;title_name;"Mette Bock (LA)

1 Simon Kollerup (S)
2 Annette Lind (S)
3 Jan Johansen (S)
4 Kirsten Brosbøl (S)
5 Lennart Damsbo-Andersen (S)
6 Mette Reissmann (S)
7 Rasmus Prehn (S)
8 Liv Holm Andersen (RV)
9 Marlene B. Lorentzen (RV)
10 Nadeem Farooq (RV)
11 Annette Vilhelmsen (SF)
12 Lisbeth Bech Poulsen (SF)
13 Lars Dohn (EL)
14 Rosa Lund (EL)
15 Stine Maiken Brix (EL)
16 Erling Bonnesen (V)
17 Karen Ellemann (V)
18 Martin Geertsen (V)
19 Jacob Jensen (V)
20 Jan E. Jørgensen (V)
21 Sophie Løhde (V)
22 Anni Matthiesen (V)
23 Hans Christian Thoning (V)
24 Morten Marinus (DF)
25 Mikkel Dencker (DF)
26 Karina Adsbøl (DF)
27 Mette Hjermind Dencker (DF)
28 Leif Mikkelsen (LA)
29 Mike Legarth (KF)";Næstformand
10768;title_name;Liv Holm Andersen (RV);Formand
10804;title_name;Mike Legarth (KF);Næstformand
10831;Time;"Valg af 29 medlemmer til Kulturudvalget.
Valgt blev:
1 Flemming Møller Mortensen (S)
2 Jan Johansen (S)
3 Benny Engelbrecht (S)
4 Leif Lahn Jensen (S)
5 Troels Ravn (S)
6 Mogens Jensen (S)
7 Sophie Hæstorp Andersen (S)
8 Marlene B. Lorentzen (RV)
9 Camilla Hersom (RV)
10 Zenia Stampe (RV)
11 Pernille Vigsø Bagge (SF)
12 Holger K. Nielsen (SF)
13 Jonas Dahl (SF)
14 Stine Maiken Brix (EL)
15 Jørgen Arbo-Bæhr (EL)
16 Kim Andersen (V)
17 Martin Geertsen (V)
18 Eva Kjer Hansen (V)
19 Michael Aastrup Jensen (V)
20 Flemming Damgaard Larsen (V)
21 Ellen Trane Nørby (V)
22 Eyvind Vesselbo (V)
23 Alex Ahrendtsen (DF)
24 Morten Marinus (DF)

Fredag den 7. oktober 2011 (FM )

25 Karin Nødgaard (DF)
26 Pia Kjærsgaard (DF)
27 Simon Emil Ammitzbøll (LA)
28 Lars Barfoed (KF)
29 Brian Mikkelsen (KF)";Kl. 15:00
11637;title_name;Flemming Møller Mortensen (S);Formand
11680;title_name;"Martin Geertsen (V)
Valg af 29 medlemmer til Ligestillingsudvalget.
Valgt blev:
1 Pernille Rosenkrantz-Theil (S)
2 Rasmus Horn Langhoff (S)
3 Rasmus Prehn (S)
4 Trine Bramsen (S)
5 Troels Ravn (S)
6 Kirsten Brosbøl (S)
7 Lennart Damsbo-Andersen (S)
8 Sofie Carsten Nielsen (RV)
9 Zenia Stampe (RV)
10 Andreas Steenberg (RV)
11 Karina Lorentzen Dehnhardt (SF)
12 Özlem Sara Cekic (SF)
13 Johanne Schmidt-Nielsen (EL)
14 Stine Maiken Brix (EL)
15 Jørgen Arbo-Bæhr (EL)
16 Louise Schack Elholm (V)
17 Karen Ellemann (V)
18 Jane Heitmann (V)
19 Henrik Høegh (V)
20 Karsten Lauritzen (V)
21 Mads Rørvig (V)
22 Inger Støjberg (V)
23 Fatma Øktem (V)
24 Pia Adelsteen (DF)
25 Liselott Blixt (DF)
26 Martin Henriksen (DF)
27 Hans Kristian Skibby (DF)
28 Simon Emil Ammitzbøll (LA)
29 Mai Henriksen (KF)";Næstformand
12483;title_name;Simon Emil Ammitzbøll (LA);Formand
12523;title_name;"Sofie Carsten Nielsen (RV)
Valg af 29 medlemmer til Miljø- og Planlægningsudvalget (som
ændres til Miljøudvalget).
Valgt blev:
1 Annette Lind (S)
2 Flemming Møller Mortensen (S)
3 Jens Joel (S)
4 John Dyrby Paulsen (S)
5 Julie Skovsby (S)
6 Torben Hansen (S)
7 Simon Kollerup (S)
8 Lone Loklindt (RV)
9 Jeppe Mikkelsen (RV)
10 Lotte Rod (RV)
11 Lisbeth Bech Poulsen (SF)
12 Karina Lorentzen Dehnhardt (SF)
13 Per Clausen (EL)
14 Christian Juhl (EL)

15 Sara Olsvig (IA)
16 Erling Bonnesen (V)
17 Anne-Mette Winther Christiansen (V)
18 Henrik Høegh (V)
19 Birgitte Josefsen (V)
20 Jan E. Jørgensen (V)
21 Anni Matthiesen (V)
22 Hans Christian Thoning (V)
23 Eyvind Vesselbo (V)
24 Jørn Dohrmann (DF)
25 René Christensen (DF)
26 Mette Hjermind Dencker (DF)
27 Hans Kristian Skibby (DF)
28 Villum Christensen (LA)
29 Benedikte Kiær (KF)";Næstformand
13366;title_name;Lone Loklindt (RV);Formand
13398;title_name;"Anni Matthiesen (V)
Valg af 29 medlemmer til Retsudvalget.
Valgt blev:
1 Jacob Bjerregaard (S)
2 Julie Skovsby (S)
3 Maja Panduro (S)
4 Mette Reissmann (S)
5 Ole Hækkerup (S)
6 Rasmus Prehn (S)
7 Jeppe Mikkelsen (RV)
8 Zenia Stampe (RV)
9 Camilla Hersom (RV)
10 Karina Lorentzen Dehnhardt (SF)
11 Anne Baastrup (SF)
12 Pernille Skipper (EL)
13 Johanne Schmidt-Nielsen (EL)
14 Henning Hyllested (EL)
15 Doris Jakobsen (SIU)
16 Kim Andersen (V)
17 Preben Bang Henriksen (V)
18 Inger Støjberg (V)
19 Karen Jespersen (V)
20 Jan E. Jørgensen (V)
21 Karsten Lauritzen (V)
22 Kristian Pihl Lorentzen (V)
23 Karsten Nonbo (V)
24 Peter Skaarup (DF)
25 Dennis Flydtkjær (DF)
26 Pia Adelsteen (DF)
27 Kim Christiansen (DF)
28 Simon Emil Ammitzbøll (LA)
29 Tom Behnke (KF)";Næstformand
14168;title_name;Karina Lorentzen Dehnhardt (SF);Formand
14213;title_name;"Tom Behnke (KF)
Valg af 29 medlemmer til Skatteudvalget.
Valgt blev:
1 Ane Halsboe-Larsen (S)
2 Henrik Sass Larsen (S)
3 Jacob Bjerregaard (S)
4 John Dyrby Paulsen (S)
5 Pernille Rosenkrantz-Theil (S)

5

6

6 Simon Kollerup (S)
7 Thomas Jensen (S)
8 Nadeem Farooq (RV)
9 Rasmus Helveg Petersen (RV)
10 Camilla Hersom (RV)
11 Jonas Dahl (SF)
12 Jesper Petersen (SF)
13 Frank Aaen (EL)
14 Johanne Schmidt-Nielsen (EL)
15 Lars Dohn (EL)
16 Hans Andersen (V)
17 Gitte Lillelund Bech (V)
18 Jakob Ellemann-Jensen (V)
19 Lars Christian Lilleholt (V)
20 Tina Nedergaard (V)
21 Torsten Schack Pedersen (V)
22 Troels Lund Poulsen (V)
23 Mads Rørvig (V)
24 Dennis Flydtkjær (DF)
25 Mikkel Dencker (DF)
26 Hans Kristian Skibby (DF)
27 Karina Adsbøl (DF)
28 Ole Birk Olesen (LA)
29 Brian Mikkelsen (KF)";Næstformand
15015;title_name;Gitte Lillelund Bech (V);Formand
15053;title_name;"Ole Birk Olesen (LA)
Valg af 29 medlemmer til Socialudvalget.
Valgt blev:
1 Orla Hav (S)
2 Maja Panduro (S)
3 Flemming Møller Mortensen (S)
4 Jens Joel (S)
5 Karen J. Klint (S)
6 Rasmus Horn Langhoff (S)
7 Julie Skovsby (S)
8 Marlene B. Lorentzen (RV)
9 Liv Holm Andersen (RV)
10 Andreas Steenberg (RV)
11 Özlem Sara Cekic (SF)
12 Annette Vilhelmsen (SF)
13 Eigil Andersen (SF)
14 Finn Sørensen (EL)
15 Pernille Skipper (EL)
16 Hans Andersen (V)
17 Anne-Mette Winther Christiansen (V)
18 Louise Schack Elholm (V)
19 Karen Ellemann (V)
20 Martin Geertsen (V)
21 Eyvind Vesselbo (V)
22 Fatma Øktem (V)
23 Karin Nødgaard (DF)
24 René Christensen (DF)
25 Karina Adsbøl (DF)
26 Mette Hjermind Dencker (DF)
27 Leif Mikkelsen (LA)
28 Thyra Frank (LA)
29 Tom Behnke (KF)";Næstformand
15825;title_name;Özlem Sara Cekic (SF);Formand
15860;title_name;"Anne-Mette Winther Christiansen (V)

Fredag den 7. oktober 2011 (FM )

Valg af 29 medlemmer til Sundhedsudvalget (som ændres til
Sundheds- og Forebyggelsesudvalget).
Valgt blev:
1 Annette Lind (S)
2 Flemming Møller Mortensen (S)
3 Julie Skovsby (S)
4 Karen J. Klint (S)
5 Sophie Hæstorp Andersen (S)
6 Kirsten Brosbøl (S)
7 Orla Hav (S)
8 Camilla Hersom (RV)
9 Sofie Carsten Nielsen (RV)
10 Liv Holm Andersen (RV)
11 Jonas Dahl (SF)
12 Özlem Sara Cekic (SF)
13 Anne Baastrup (SF)
14 Stine Maiken Brix (EL)
15 Per Clausen (EL)
16 Hans Andersen (V)
17 Anne-Mette Winther Christiansen (V)
18 Jane Heitmann (V)
19 Sophie Løhde (V)
20 Hans Christian Schmidt (V)
21 Eyvind Vesselbo (V)
22 Fatma Øktem (V)
23 Liselott Blixt (DF)
24 Jens Henrik Thulesen Dahl (DF)
25 Peter Skaarup (DF)
26 Mette Hjermind Dencker (DF)
27 Joachim B. Olsen (LA)
28 Thyra Frank (LA)
29 Benedikte Kiær (KF)";Næstformand
16746;title_name;Julie Skovsby (S);Formand
16777;title_name;"Hans Andersen (V)
Valg af 29 medlemmer til Trafikudvalget (som ændres til Transportudvalget).
Valgt blev:
1 Benny Engelbrecht (S)
2 Karin Gaardsted (S)
3 Magnus Heunicke (S)
4 Mette Reissmann (S)
5 Orla Hav (S)
6 Rasmus Prehn (S)
7 Torben Hansen (S)
8 Andreas Steenberg (RV)
9 Rasmus Helveg Petersen (RV)
10 Lone Loklindt (RV)
11 Jesper Petersen (SF)
12 Anne Baastrup (SF)
13 Henning Hyllested (EL)
14 Per Clausen (EL)
15 Lars Dohn (EL)
16 Thomas Danielsen (V)
17 Martin Geertsen (V)
18 Flemming Damgaard Larsen (V)
19 Lars Christian Lilleholt (V)
20 Kristian Pihl Lorentzen (V)
21 Karsten Nonbo (V)
22 Hans Christian Schmidt (V)

Fredag den 7. oktober 2011 (FM )

23 Kim Christiansen (DF)
24 Morten Marinus (DF)
25 Jørn Dohrmann (DF)
26 Leif Mikkelsen (LA)
27 Villum Christensen (LA)
28 Lars Barfoed (KF)
29 Tom Behnke (KF)";Næstformand
17612;title_name;Benny Engelbrecht (S);Formand
17647;title_name;"Flemming Damgaard Larsen (V)
Valg af 29 medlemmer til Uddannelsesudvalget (som ændres til
Børne- og Undervisningsudvalget).
Valgt blev:
1 Ane Halsboe-Larsen (S)
2 Annette Lind (S)
3 Karin Gaardsted (S)
4 Kirsten Brosbøl (S)
5 Orla Hav (S)
6 Rasmus Horn Langhoff (S)
7 Troels Ravn (S)
8 Lotte Rod (RV)
9 Jeppe Mikkelsen (RV)
10 Marlene B. Lorentzen (RV)
11 Lisbeth Bech Poulsen (SF)
12 Annette Vilhelmsen (SF)
13 Rosa Lund (EL)
14 Lars Dohn (EL)
15 Henning Hyllested (EL)
16 Karen Ellemann (V)
17 Peter Juel Jensen (V)
18 Esben Lunde Larsen (V)
19 Sophie Løhde (V)
20 Anni Matthiesen (V)
21 Tina Nedergaard (V)
22 Ulla Tørnæs (V)
23 Alex Ahrendtsen (DF)
24 Dennis Flydtkjær (DF)
25 Marie Krarup (DF)
26 Martin Henriksen (DF)
27Merete Riisager (LA)
28 Mette Bock (LA)
29 Mai Henriksen (KF)";Næstformand
18444;title_name;Orla Hav (S);Formand
18470;title_name;"Lotte Rod (RV)
Valg af 29 medlemmer til Udenrigsudvalget.
Valgt blev:
1 Jeppe Kofod (S)
2 Ane Halsboe-Larsen (S)
3 Jens Joel (S)
4 John Dyrby Paulsen (S)
5 Kirsten Brosbøl (S)
6 Maja Panduro (S)
7 Mogens Jensen (S)
8 Lone Loklindt (RV)
9 Rasmus Helveg Petersen (RV)
10 Sofie Carsten Nielsen (RV)
11 Lisbeth Bech Poulsen (SF)
12 Steen Gade (SF)

7

13 Christian Juhl (EL)
14 Nikolaj Villumsen (EL)
15 Frank Aaen (EL)
16 Lykke Friis (V)
17 Jakob Ellemann-Jensen (V)
18 Karen Jespersen (V)
19 Karsten Lauritzen (V)
20 Ellen Trane Nørby (V)
21 Søren Pind (V)
22 Mads Rørvig (V)
23 Ulla Tørnæs (V)
24 Søren Espersen (DF)
25 Hans Kristian Skibby (DF)
26 Pia Kjærsgaard (DF)
27 Peter Skaarup (DF)
28 Mette Bock (LA)
29 Per Stig Møller (KF)";Næstformand
19212;title_name;Per Stig Møller (KF);Formand
19246;title_name;"Kirsten Brosbøl (S)
Valg af 29 medlemmer til Udvalget for Fødevarer, Landbrug og
Fiskeri.
Valgt blev:
1 Benny Engelbrecht (S)
2 Bjarne Laustsen (S)
3 Karin Gaardsted (S)
4 Orla Hav (S)
5 Pernille Rosenkrantz-Theil (S)
6 Rasmus Horn Langhoff (S)
7 Simon Kollerup (S)
8 Camilla Hersom (RV)
9 Sofie Carsten Nielsen (RV)
10 Lotte Rod (RV)
11 Karina Lorentzen Dehnhardt (SF)
12 Eigil Andersen (SF)
13 Per Clausen (EL)
14 Henning Hyllested (EL)
15 Stine Maiken Brix (EL)
16 Erling Bonnesen (V)
17 Thomas Danielsen (V)
18 Henrik Høegh (V)
19 Jacob Jensen (V)
20 Birgitte Josefsen (V)
21 Jan E. Jørgensen (V)
22 Esben Lunde Larsen (V)
23 Tina Nedergaard (V)
24 René Christensen (DF)
25 Jørn Dohrmann (DF)
26 Bent Bøgsted (DF)
27 Dennis Flydtkjær (DF)
28 Mette Bock (LA)
29 Lene Espersen (KF)";Næstformand
20039;title_name;René Christensen (DF);Formand
20074;title_name;"Per Clausen (EL)
Valg af 29 medlemmer til Udvalget for Landdistrikter og Øer.
Valgt blev:
1 Annette Lind (S)
2 Bjarne Laustsen (S)

8

Fredag den 7. oktober 2011 (FM )

3 Jeppe Kofod (S)
4 John Dyrby Paulsen (S)
5 Lennart Damsbo-Andersen (S)
6 Simon Kollerup (S)
7 Troels Ravn (S)
8 Camilla Hersom (RV)
9 Andreas Steenberg (RV)
10 Lotte Rod (RV)
11 Annette Vilhelmsen (SF)
12 Steen Gade (SF)
13 Pernille Vigsø Bagge (SF)
14 Per Clausen (EL)
15 Henning Hyllested (EL)
16 Louise Schack Elholm (V)
17 Eva Kjer Hansen (V)
18 Hans Christian Schmidt (V)
19 Birgitte Josefsen (V)
20 Esben Lunde Larsen (V)
21 Flemming Damgaard Larsen (V)
22 Anni Matthiesen (V)
23 Torsten Schack Pedersen (V)
24 Mette Hjermind Dencker (DF)
25 Karina Adsbøl (DF)
26 Morten Marinus (DF)
27 Bent Bøgsted (DF)
28 Leif Mikkelsen (LA)
29 Mai Henriksen (KF)";Næstformand
20911;title_name;Hans Christian Schmidt (V);Formand
