split;reason;text;value
0;;"(2)
Onsdag den 28. november 2007 (D)

9

Valg af 17 medlemmer og stedfortrædere til
Kommunaludvalget.
2. m ø d e";
151;Time;"Dagsorden
1) Eneste behandling af beslutningsforslag nr.
Bl:
Indstilling fra Udvalget til Prøvelse af Valgene
om folketingsvalget den 13. november 2007.
(Fremsættelse 27.11.2007 i betænkning fra Udvalget til Prøvelse af Valgene).
2) Valg af formand.
3) Valg af 4 næstformænd.
4) Valg af 4 tingsekretærer.
5) Valg til stående udvalg m.v.
Valg af 16 medlemmer til Udvalget for Forretningsordenen.

Valg af 17 medlemmer og stedfortrædere til Kulturudvalget.
Valg af 17 medlemmer og stedfortrædere til Miljø- og Planlægningsudvalget.
Valg af 17 medlemmer og stedfortrædere til Det
Politisk-Økonomiske Udvalg.
Valg af 17 medlemmer og stedfortrædere til
Retsudvalget.
Valg af 17 medlemmer og stedfortrædere til
Skatteudvalget.
Valg af 17 medlemmer og stedfortrædere til Socialudvalget.
Valg af 17 medlemmer og stedfortrædere til
Sundhedsudvalget.
Valg af 17 medlemmer og stedfortrædere til Trafikudvalget.

Valg af 17 medlemmer til Udvalget til Valgs Prøvelse.

Valg af 17 medlemmer og stedfortrædere til Uddannelsesudvalget.

Valg af 17 medlemmer og stedfortrædere til Arbejdsmarkedsudvalget.

Valg af 17 medlemmer og stedfortrædere til
Udenrigsudvalget.

Valg af 17 medlemmer og stedfortrædere til Boligudvalget.

Valg af 17 medlemmer og stedfortrædere til Udvalget for Fødevarer, Landbrug og Fiskeri.

Valg af 17 medlemmer og stedfortrædere til Det
Energipolitiske Udvalg.

Valg af 17 medlemmer og stedfortrædere til Udvalget for Udlændinge- og Integrationspolitik.

Valg af 17 medlemmer og stedfortrædere til Erhvervsudvalget.

Valg af 17 medlemmer og stedfortrædere til Udvalget for Videnskab og Teknologi.

Valg af 17 medlemmer og stedfortrædere til
Europaudvalget.

Valg af 17 medlemmer og stedfortrædere til Udvalget vedrørende Grønlandske Forhold.

Valg af 17 medlemmer til Finansudvalget.

Valg af 17 medlemmer og stedfortrædere til Udvalget vedrørende Færøske Forhold.

Valg af 17 medlemmer og stedfortrædere til Forsvarsudvalget.
Valg af 17 medlemmer til Indfødsretsudvalget.
Valg af 17 medlemmer og stedfortrædere til Kirkeudvalget.

Valg af 2 medlemmer til at føre tilsyn med Folketingets Bibliotek.
Valg af 9 medlemmer til det i grundlovens § 71
omhandlede tilsyn med behandlingen af perso-

10

Onsdag den 28. november 2007 (B 1)

ner, som er underkastet frihedsberøvelse af den i
grundlovens § 71, stk. 6, omhandlede art.
Valg af 17 medlemmer og stedfortrædere til Det
Udenrigspolitiske Nævn.
Valg af 16 medlemmer og 16 stedfortrædere til
Nordisk Råd.
Valg af 9 medlemmer og 9 stedfortrædere til Udvalget vedrørende Det Etiske Råd.
Valg af 5 medlemmer og 5 stedfortrædere til
Europarådet.
Valg af 6 medlemmer og 6 stedfortrædere til
OSCE's Parlamentariske Forsamling.
Valg af 3 medlemmer og 3 stedfortrædere til Den
Parlamentariske Forsamling for EU-Middelhavsområdet (EMPA).
Valg af 1 medlem af hver gruppe, der er repræsenteret i Udvalget for Forretningsordenen, til
dette udvalgs underudvalg, jf. § 59 i Folketingets Forretningsorden.";kl. 13.00
3112;Time;;Kl. 12:59
3153;title_name;":
Mødet er åbnet.
Det første punkt på dagsordenen er:
1) Eneste behandling af beslutningsforslag nr.
Bl:
Indstilling fra Udvalget til Prøvelse af Valgene
om folketingsvalget den 13. november 2007.
(Fremsættelse 27.11.2007 i betænkning fra Udvalget til Prøvelse af Valgene).";Thor Pedersen
3436;Time;Forhandling;Kl. 13:00
3489;title_name;":
Forhandlingen er åbnet. Hr. Flemming Damgaard Larsen.";Thor Pedersen
3554;Time;;Kl. 13:00
3583;name_party;":
Som formand for Udvalget til Prøvelse af Valgene kan jeg oplyse følgende om udvalgets arbej-

de, idet jeg samtidig skal henvise til den omdelte
betænkning og indstillingerne:
Arbejdet har som sædvanlig vedrørt tre
spørgsmål.
For det første har det vedrørt spørgsmålet om
gyldighed af valghandlingen, herunder valgets
forberedelse, stemmeafgivelsen, optællingen af
stemmesedler, vurderingen af dem samt valgbøgerne og disses førelse m.v.
For det andet har det vedrørt spørgsmålet om
godkendelse af ændringer af de af Indenrigs- og
Sundhedsministeriets foretagne opgørelser og
beregninger.
For det tredje har det vedrørt spørgsmålet om
godkendelse af de kandidater, der har opnået
valg.
Om gyldighed af valghandlingen kan jeg sige, at vi i udvalget har gennemgået Velfærdsministeriets redegørelse, der indeholder de bemærkninger, som gennemgangen af valgbogsudskrifterne har givet ministeriet anledning til.
Vi har desuden i udvalget forholdt os til de 17
klager og henvendelser vedrørende valghandlingen, der har foreligget i forbindelse med folketingsvalget 2007. Med hensyn til udvalgets
indstilling til de modtagne klager skal jeg henvise til betænkningen.
Vedrørende spørgsmålet om godkendelse af
Velfærdsministeriets opgørelse og beregninger
har udvalget behandlet godkendelsen af disse,
og de samlede opgørelser og beregninger har
ikke givet anledning til bemærkninger fra udvalget.
Hvad angår spørgsmålet om godkendelse af
de valgte, har udvalget følgende indstilling:
Vedrørende valget i Danmark indstiller udvalget i enighed, at Folketinget godkender det
den 13. november 2007 afholdte valg af medlemmer til Folketinget, de af Indenrigs- og Sundhedsministeriet den 26. og 27. november 2007
fremsendte beregninger og opgørelser vedrørende dette valg og de på den omdelte, særskilte
valgkredsfortegnelse opførte 175 kandidater
som valgte fra og med den 13. november 2007.
Vedrørende valget i Grønland indstiller et
enigt udvalg, at Folketinget i henhold til forretningsordenens § 1, stk. 6, godkender dette valg
på grundlag af den af rigsombudsmanden i
Grønland fremsendte foreløbige valgbog om folketingsvalget i Grønland den 13. november 2007
og Lars-Emil Johansen og Juliane Henningsen
som valgte fra og med den 13. november 2007.
Endelig vil jeg vedrørende valget på Færøerne sige, at et enigt udvalg indstiller, at Folketin-

Onsdag den 28. november 2007 (Valg)
get godkender det på Færøerne den 13. november 2007 afholdte valg af to medlemmer til Folketinget, den af valgbestyrelsen foretagne opgørelse og beregningerne over dette valg og Høgni
Hoydal og Edmund Joensen som valgte fra og
med den 13. november 2007.
Jeg skal hermed på udvalgets vegrie over for
Tinget anbefale udvalgets indstillinger.";Flemming Damgaard Larsen
6309;Time;;Kl. 13:03
6350;title_name;":
Tak til hr. Flemming Damgaard Larsen.
Der foreligger, som vi har hørt, tre ind sti llin~
ger, som alle er afgivet af et enigt udvalg, og
som går ud på godkendelse af valgene. Det er
derfor min agt som efter tidligere valg at lade
foretage afstemning om de tre indstillinger under et.";Thor Pedersen
6645;Time;Afstemning;Kl. 13:03
6697;title_name;":
Der stemmes altså om udvalgets indstilling nr.
1-3 vedrørende valget i henholdsvis Danmark,
Grønland og Færøerne. Der kan stemmes.
Afstemningen slutter.
For stemte: 126 medlemmer (V, S, DF, SF, KF, RV,
NY, EL og IA), imod stemte: 0, hverken for eller
imod stemte 0.
Det betyder, at indstillingen er enstemmigt vedtaget.

11";Thor Pedersen
7032;Time;Meddelelser fra formanden;Kl. 14:00
