Morten Lange;Socialistisk Folkeparti;1966
Aksel Larsen;Socialistisk Folkeparti;1966
Arne Larsen;Socialistisk Folkeparti;1966
Arne W Larsen;Socialdemokratiet;1966
Bjørn Larsen;Socialistisk Folkeparti;1966
Johannes Herløv Larsen;Socialdemokratiet;1966
Peter Larsen;Venstre;1966
Camma Larsen-Ledet;Socialdemokratiet;1966
Waldemar Laursen;Socialdemokratiet;1966
Hans Jørgen Lembourn;Det Konservative Folkeparti;1966
Kai Lindberg;Socialdemokratiet;1966
Marie A von Lowzow;Det Konservative Folkeparti;1966
Hans Lund;Socialdemokratiet;1966
Svend Lund;Socialistisk Folkeparti;1966
Chr Madsen;Socialistisk Folkeparti;1966
Niels Matthiasen;Socialdemokratiet;1966
Th Mikkelsen;Socialdemokratiet;1966
Kai Moltke;Socialistisk Folkeparti;1966
Clara Munck;Det Konservative Folkeparti;1966
Adam Møller;Det Konservative Folkeparti;1966
Gerda Møller;Det Konservative Folkeparti;1966
Lis Møller;Det Konservative Folkeparti;1966
Orla Møller;Socialdemokratiet;1966
Per Møller;Venstre;1966
Poul Møller;Det Konservative Folkeparti;1966
Otto Mørch;Socialdemokratiet;1966
Niels Mørk;Socialdemokratiet;1966
Carl Nielsen;Socialdemokratiet;1966
Ejner Nielsen;Socialdemokratiet;1966
Helge Nielsen;Socialdemokratiet;1966
K Axel Nielsen;Socialdemokratiet;1966
Niels Jørgen Nielsen;Venstre;1966
Peter Nielsen;Socialdemokratiet;1966
Poul Nilsson;Socialdemokratiet;1966
Erik Ninn-Hansen;Det Konservative Folkeparti;1966
AC Normann;Det Radikale Venstre;1966
Ivar Nørgaard;Socialdemokratiet;1966
Viola Nørløv;Socialdemokratiet;1966
Kjeld Olesen;Socialdemokratiet;1966
Axel Ivan Pedersen;Socialdemokratiet;1966
Carl Bertel Pedersen;Socialdemokratiet;1966
Hindkjær Pedersen;Det Konservative Folkeparti;1966
Ellen Strange Petersen;Det Konservative Folkeparti;1966
Gert Petersen;Socialistisk Folkeparti;1966
K Helveg Petersen;Det Radikale Venstre;1966
Niels Helveg Petersen;Det Radikale Venstre;1966
Grethe Philip;Det Radikale Venstre;1966
Johan Philipsen;Venstre;1966
Finn Poulsen;Venstre;1966
O Vestergaard Poulsen;Det Konservative Folkeparti;1966
Chr Rasmussen;Socialdemokratiet;1966
Kaj Rasmussen;Socialdemokratiet;1966
Karl Max Rasmussen;Socialdemokratiet;1966
Sv E Kjær Rasmussen;Socialistisk Folkeparti;1966
Knud Raunkjær;Venstre;1966
Niels Ravn;Det Konservative Folkeparti;1966
Eva Rée;Venstre;1966
Hanne Reintoft;Socialistisk Folkeparti;1966
Nikolaj Rosing;Uden for partierne;1966
Else-Merete Ross;Det Radikale Venstre;1966
Poul Schlüter;Det Konservative Folkeparti;1966
Børge Schmidt;Socialdemokratiet;1966
Eigil Schytt;Socialdemokratiet;1966
Erik Sigsgaard;Socialistisk Folkeparti;1966
Astrid Skjoldbo;Socialdemokratiet;1966
J Skræppenborg-Nielsen;Socialistisk Folkeparti;1966
Karl Skytte;Det Radikale Venstre;1966
Ib Stetter;Det Konservative Folkeparti;1966
Poul Søgaard;Socialdemokratiet;1966
Henry Sørensen;Venstre;1966
Poul Sørensen;Det Konservative Folkeparti;1966
Bernhardt Tastesen;Socialdemokratiet;1966
Fr W Teichert;Socialdemokratiet;1966
Knud Thestrup;Det Konservative Folkeparti;1966
Chr Thomsen;Socialdemokratiet;1966
Knud Thomsen;Det Konservative Folkeparti;1966
Peer Skov Thulesen;Venstre;1966
Ib Thyregod;Venstre;1966
HC Toft;Det Konservative Folkeparti;1966
Knud Holm Tved;Socialdemokratiet;1966
Holger Vivike;Socialistisk Folkeparti;1966
O Weikop;Det Konservative Folkeparti;1966
Niels Westerby;Liberalt Centrum;1966
Sigurd Ømann;Socialistisk Folkeparti;1966
Knud Østergaard;Det Konservative Folkeparti;1966
Kr Østergaard;Venstre;1966
Kristian Albertsen;Socialdemokratiet;1968
Ejnar Amtoft;Radikale Venstre;1968
Anders Chr Andersen;Venstre;1968
Anders Andersen;Venstre;1968
K B Andersen;Socialdemokratiet;1968
Niels Andersen;Venstre;1968
Dagmar Andreasen;Radikale Venstre;1968
Kaj Andresen;Socialdemokratiet;1968
B Baunsgaard;Radikale Venstre;1968
Hilmar Baunsgaard;Radikale Venstre;1968
Jens Bilgrav-Nielsen;Radikale Venstre;1968
Kurt Brauer;Socialistisk Folkeparti;1968
Knud Bro;Konservative Folkeparti;1968
Hanne Budtz;Konservative Folkeparti;1968
Kaj Bundvad;Socialdemokratiet;1968
Johs Burgdorf;Konservative Folkeparti;1968
K Bøgholm;Konservative Folkeparti;1968
Mogens Camre;Socialdemokratiet;1968
Chr R Christensen;Konservative Folkeparti;1968
Finn Christensen;Socialdemokratiet;1968
Henry Christensen;Venstre;1968
Jens Chr Christensen;Venstre;1968
Lene Christensen;Socialdemokratiet;1968
Rigmor Christensen;Radikale Venstre;1968
Robert Christensen;Venstre;1968
Arne Christiansen;Venstre;1968
E Haunstrup Clemmensen;Konservative Folkeparti;1968
Poul Dalsager;Socialdemokratiet;1968
Peter Mohr Dam;Javnaðarflokkurin;1968
Poul Dam;Socialistisk Folkeparti;1968
Mads Eg Damgaard;Konservative Folkeparti;1968
Kresten Damsgaard;Venstre;1968
Erling Dinesen;Socialdemokratiet;1968
Meta Ditzel;Radikale Venstre;1968
Hákun Djurhuus;Folkaflokkurin;1968
Edvin Dose;Socialdemokratiet;1968
Gunhild Due;Socialistisk Folkeparti;1968
Knud Enggaard;Venstre;1968
Niels Eriksen;Venstre;1968
P E Eriksen;Venstre;1968
Per Federspiel;Venstre;1968
S A Fenger;Konservative Folkeparti;1968
Jens Foged;Venstre;1968
Jens Frandsen;Venstre;1968
Simon J From;Venstre;1968
Peter Gorrsen;Socialdemokratiet;1968
N Gottschalk-Hansen;Konservative Folkeparti;1968
Henry Grünbaum;Socialdemokratiet;1968
Ove Guldberg;Venstre;1968
Erik Hansen;Konservative Folkeparti;1968
Erik Hansen;Radikale Venstre;1968
Holger Hansen;Venstre;1968
Jørgen Peder Hansen;Socialdemokratiet;1968
Ove Krog Hansen;Socialistisk Folkeparti;1968
Ove Hansen;Socialdemokratiet;1968
R Lysholt Hansen;Socialdemokratiet;1968
Merete Bjørn Hanssen;Venstre;1968
Poul Hartling;Venstre;1968
Aage Hastrup;Konservative Folkeparti;1968
Viggo Hauch;Venstre;1968
Svend Haugaard;Radikale Venstre;1968
Thomas Have;Socialdemokratiet;1968
Knud Hertling;Uden for partierne;1968
Gustav Holmberg;Venstre;1968
Erik Holst;Socialdemorkatiet;1968
Sv Horn;Socialdemokratiet;1968
Hans Hækkerup;Socialdemokratiet;1968
Per Hækkerup;Socialdemokratiet;1968
Arthur Jacobsen;Radikale Venstre;1968
Erhard Jacobsen;Socialdemokratiet;1968
Frode Jakobsen;Socialdemokratiet;1968
Asger Jensen;Konservative Folkeparti;1968
Carl P Jensen;Socialdemokratiet;1968
Egon Jensen;Socialdemokratiet;1968
Evan Jensen;Venstre;1968
Jens Peter Jensen;Venstre;1968
Jens Peter Jensen;Radikale Venstre;1968
Jørgen Jensen;Konservative Folkeparti;1968
Søren Jensen;Venstre;1968
A Stæhr Johansen;Konservative Folkeparti;1968
Ejvind Juul-Madsen;Konservative Folkeparti;1968
Anker Jørgensen;Socialdemokratiet;1968
Peter Jørgensen;Socialdemokratiet;1968
Søren B Jørgensen;Socialdemokratiet;1968
Jens Kampmann;Socialdemokratiet;1968
Jacob Kirkegaard;Radikale Venstre;1968
Hans Kjær;Konservative Folkeparti;1968
J Risgaard Knudsen;Socialdemokratiet;1968
Bodil Koch;Socialdemokratiet;1968
Niels Anker Kofoed;Venstre;1968
Jens Otto Krag;Socialdemokratiet;1968
Erik Kragh;Konservative Folkeparti;1968
Evald Kristensen;Socialdemokratiet;1968
Morten Lange;Socialistisk Folkeparti;1968
Aksel Larsen;Socialistisk Folkeparti;1968
Arne W Larsen;Socialdemokratiet;1968
Arne Larsen;Socialistisk Folkeparti;1968
Peter Larsen;Venstre;1968
Waldemar Laursen;Socialdemokratiet;1968
Hans Jørgen Lembourn;Konservative Folkeparti;1968
Nathalie Lind;Venstre;1968
Kai Lindberg;Socialdemokratiet;1968
Hans Lund;Socialdemokratiet;1968
Chr Madsen;Socialistisk Folkeparti;1968
Niels Matthiasen;Socialdemokratiet;1968
Th Mikkelsen;Socialdemokratiet;1968
Kai Moltke;Venstresocialisterne;1968
Clara Munck;Konservative Folkeparti;1968
Adam Møller;Konservative Folkeparti;1968
Gerda Møller;Konservative Folkeparti;1968
Lis Møller;Konservative Folkeparti;1968
Orla Møller;Socialdemokratiet;1968
Per Møller;Venstre;1968
Poul Møller;Konservative Folkeparti;1968
Otto Mørch;Socialdemokratiet;1968
Niels Mørk;Socialdemokratiet;1968
Ejner Nielsen;Socialdemokratiet;1968
Helge Nielsen;Socialdemokratiet;1968
K Axel Nielsen;Socialdemokratiet;1968
Knud Nielsen;Socialdemokratiet;1968
Niels Jørgen Nielsen;Venstre;1968
Poul Nilsson;Socialdemokratiet;1968
Erik Ninn-Hansen;Konservative Folkeparti;1968
Erik Nordqvist;Radikale Venstre;1968
A C Normann;Radikale Venstre;1968
Ivar Nørgaard;Socialdemokratiet;1968
Kjeld Olesen;Socialdemokratiet;1968
Axel Ivan Pedersen;Socialdemokratiet;1968
Carl Bertel Pedersen;Socialdemokratiet;1968
Hindkjær Pedersen;Konservative Folkeparti;1968
Martin Pedersen;Radikale Venstre;1968
Orla Pedersen;Socialdemokratiet;1968
Ellen Strange Petersen;Konservative Folkeparti;1968
Gert Petersen;Socialistisk Folkeparti;1968
K Helveg Petersen;Radikale Venstre;1968
Niels Helveg Petersen;Radikale Venstre;1968
Grethe Philip;Radikale Venstre;1968
Johan Philipsen;Venstre;1968
O Vestergaard Poulsen;Konservative Folkeparti;1968
Arne Lindegaard Rasmussen;Radikale Venstre;1968
Chr Rasmussen;Socialdemokratiet;1968
Karl Max Rasmussen;Socialdemokratiet;1968
Svend Erik Kjær Rasmussen;Venstresocialisterne;1968
Niels Ravn;Konservative Folkeparti;1968
Eva Rée;Venstre;1968
Hanne Reintoft;Venstresocialisterne;1968
Helge von Rosen;Radikale Venstre;1968
Nikolaj Rosing;Uden for partierne;1968
Else-Merete Ross;Radikale Venstre;1968
Ole Samuelsen;Radikale Venstre;1968
Poul Schlüter;Konservative Folkeparti;1968
Børge Schmidt;Socialdemokratiet;1968
Erik Sigsgaard;Venstresocialisterne;1968
Palle Simonsen;Konservative Folkeparti;1968
Sven Skovmand;Radikale Venstre;1968
Karl Skytte;Radikale Venstre;1968
Ib Stetter;Konservative Folkeparti;1968
Arne Stinus;Radikale Venstre;1968
Poul Søgaard;Socialdemokratiet;1968
Bernhardt Tastesen;Socialdemokratiet;1968
Fr W Teichert;Socialdemokratiet;1968
Knud Thestrup;Konservative Folkeparti;1968
Ib Thyregod;Venstre;1968
H C Toft;Konservative Folkeparti;1968
Knud Holm Tved;Socialdemokratiet;1968
Åge Valbak;Radikale Venstre;1968
Holger Vivike;Socialistisk Folkeparti;1968
Ulla Worm;Konservative Folkeparti;1968
Sigurd Ømann;Socialistisk Folkeparti;1968
Knud Østergaard;Konservative Folkeparti;1968
Kr Østergaard;Venstre;1968
Kristian Albertsen;Socialdemokratiet;1971
Anders Andersen;Venstre;1971
Anders Chr Andersen;Venstre;1971
Erik Andersen (Slangerup);Socialdemokratiet;1971
Erik Andersen (Aalborg);Socialdemokratiet;1971
Harald Westergaard Andersen;Det Radikale Venstre;1971
Henning Andersen;Det Konservative Folkeparti;1971
Kaj V Andersen;Venstre;1971
Niels Alsing Andersen;Socialdemokratiet;1971
Normann Andersen;Socialdemokratiet;1971
Poul Nyboe Andersen;Venstre;1971
Dagmar Andreasen;Det Radikale Venstre;1971
Svend Auken;Socialdemokratiet;1971
B Baunsgaard;Det Radikale Venstre;1971
Gunner Baunsgaard;Det Radikale Venstre;1971
Hilmar Baunsgaard;Det Radikale Venstre;1971
Per Bendix;Det Konservative Folkeparti;1971
Jens Bilgrav-Nielsen;Det Radikale Venstre;1971
Ritt Jytte Bjerregaard;Socialdemokratiet;1971
Kurt Brauer;Socialistisk Folkeparti;1971
Knud Bro;Det Konservative Folkeparti;1971
Lene Bro;Socialdemokratiet;1971
Hanne Budtz;Det Konservative Folkeparti;1971
Johannes Burgdorf;Det Konservative Folkeparti;1971
Mogens Camre;Socialdemokratiet;1971
Finn Christensen;Socialdemokratiet;1971
Henry Christensen;Venstre;1971
Jens Chr Christensen;Venstre;1971
Robert Christensen;Venstre;1971
Arne Christiansen;Venstre;1971
Henning Christophersen;Venstre;1971
Lauge Dahlgaard;Det Radikale Venstre;1971
Poul Dalsager;Socialdemokratiet;1971
Poul Dam;Socialistisk Folkeparti;1971
Knud Damgaard;Socialdemokratiet;1971
Mads Eg Damgaard;Det Konservative Folkeparti;1971
Kresten Damsgaard;Venstre;1971
Helle Degn;Socialdemokratiet;1971
Per Dich;Socialistisk Folkeparti;1971
Erling Dinesen;Socialdemokratiet;1971
Meta Ditzel;Det Radikale Venstre;1971
Hákun Djurhuus;Fólkaflokkurin;1971
Knud Enggaard;Venstre;1971
Hans E Erenbjerg;Socialdemokratiet;1971
Reidar Faurbye;Socialdemokratiet;1971
Per Federspiel;Venstre;1971
Jens Foged;Venstre;1971
Aage Frandsen;Socialistisk Folkeparti;1971
Simon J From;Venstre;1971
Peter Gorrsen;Socialdemokratiet;1971
Eva Gredal;Socialdemokratiet;1971
Henry Grünbaum;Socialdemokratiet;1971
Per Gudme;Det Radikale Venstre;1971
Ove Guldberg;Venstre;1971
Børge Juel Hansen;Socialdemokratiet;1971
Erik Hansen;Det Radikale Venstre;1971
Holger Hansen;Venstre;1971
Jørgen Peder Hansen;Socialdemokratiet;1971
Karen Thurøe Hansen;Det Konservative Folkeparti;1971
Poul Falk Hansen;Socialdemokratiet;1971
R Lysholt Hansen;Socialdemokratiet;1971
Merete Bjørn Hansen;Venstre;1971
Poul Hartling;Venstre;1971
Aage Hastrup;Det Konservative Folkeparti;1971
Svend Haugaard;Det Radikale Venstre;1971
Thomas Have;Socialdemokratiet;1971
Knud Heinesen;Socialdemokratiet;1971
Kristine Heltberg;Socialistisk Folkeparti;1971
Knud Hertling;Uden for partierne;1971
Karl Hjortnæs;Socialdemokratiet;1971
Gustav Holmberg;Venstre;1971
Erik Holst;Socialdemokratiet;1971
Svend Horn;Socialdemokratiet;1971
Grete Hækkerup;Socialdemokratiet;1971
Per Hækkerup;Socialdemokratiet;1971
Erhard Jacobsen;Socialdemokratiet;1971
Frode Jakobsen;Socialdemokratiet;1971
Svend Jakobsen;Socialdemokratiet;1971
Egon Jensen;Socialdemokratiet;1971
Flemming Jensen;Det Konservative Folkeparti;1971
Gunnar Jensen;Det Radikale Venstre;1971
Harris Jensen;Socialdemokratiet;1971
Henning Jensen;Socialdemokratiet;1971
Jens Peter Jensen;Venstre;1971
Ole Vig Jensen;Det Radikale Venstre;1971
Sv Karlskov Jensen;Venstre;1971
Søren Jensen;Venstre;1971
A Stæhr Johansen;Det Konservative Folkeparti;1971
Ejvind Juul-Madsen;Det Konservative Folkeparti;1971
Anker Jørgensen;Socialdemokratiet;1971
Søren B Jørgensen;Socialdemokratiet;1971
Jens Kampmann;Socialdemokratiet;1971
Hans Kjær;Det Konservative Folkeparti;1971
J Risgaard Knudsen;Socialdemokratiet;1971
Niels Anker Kofoed;Venstre;1971
Jens Otto Krag;Socialdemokratiet;1971
Bo Kristensen;Det Konservative Folkeparti;1971
Evald Kristensen;Socialdemokratiet;1971
Edele Kruchow;Det Radikale Venstre;1971
Morten Lange;Socialistisk Folkeparti;1971
Aksel Larsen;Socialistisk Folkeparti;1971
Arne Larsen;Socialistisk Folkeparti;1971
Tove Lindbo Larsen;Socialdemokratiet;1971
Lennart Larson;Venstre;1971
Hans Jørgen Lembourn;Det Konservative Folkeparti;1971
Nathalie Lind;Venstre;1971
Oluf Lowzow;Det Konservative Folkeparti;1971
Hans Lund;Socialdemokratiet;1971
Rolf Lütken;Socialistisk Folkeparti;1971
Mette Madsen;Venstre;1971
Jens Maigaard;Socialistisk Folkeparti;1971
Niels Matthiasen;Socialdemokratiet;1971
Karl Johan Mortensen;Socialdemokratiet;1971
Clara Munck;Det Konservative Folkeparti;1971
Adam Møller;Det Konservative Folkeparti;1971
Gerda Møller;Det Konservative Folkeparti;1971
Inge Fischer Møller;Socialdemokratiet;1971
Lis Møller;Det Konservative Folkeparti;1971
Orla Møller;Socialdemokratiet;1971
Otto Mørch;Socialdemokratiet;1971
Gerda Nielsen;Det Radikale Venstre;1971
Helge Nielsen;Socialdemokratiet;1971
Johan Chr Nielsen;Javnadarflokkurin;1971
Jørgen Brøndlund Nielsen;Venstre;1971
K Axel Nielsen;Socialdemokratiet;1971
Knud Nielsen;Socialdemokratiet;1971
Lone Nielsen;Socialdemokratiet;1971
Marichen Nielsen;Socialdemokratiet;1971
Niels Jørgen Nielsen;Venstre;1971
Peter Nielsen;Socialdemokratiet;1971
Poul Overgaard Nielsen;Det Radikale Venstre;1971
Preben Steen Nielsen;Socialdemokratiet;1971
Poul Nielson;Socialdemokratiet;1971
Erik Ninn-Hansen;Det Konservative Folkeparti;1971
Erik Nordqvist;Det Radikale Venstre;1971
AC Normann;Det Radikale Venstre;1971
Ivar Nørgaard;Socialdemokratiet;1971
Kjeld Olesen;Socialdemokratiet;1971
Erling Olsen;Socialdemokratiet;1971
Moses Olsen;Uden for partierne;1971
Ruth Olsen;Socialistisk Folkeparti;1971
Axel Ivan Pedersen;Socialdemokratiet;1971
Carl Bertel Pedersen;Socialdemokratiet;1971
Robert Pedersen;Socialdemokratiet;1971
Ellen Strange Petersen;Det Konservative Folkeparti;1971
Gert Petersen;Socialistisk Folkeparti;1971
Hans Buchart Petersen;Socialdemokratiet;1971
Inger Lise Petersen;Socialistisk Folkeparti;1971
Kristen Helveg Petersen;Det Radikale Venstre;1971
Niels Helveg Petersen;Det Radikale Venstre;1971
Grethe Philip;Det Radikale Venstre;1971
Henning Philipsen;Socialistisk Folkeparti;1971
Johan Philipsen;Venstre;1971
Niels Ravn;Det Konservative Folkeparti;1971
Else-Merete Ross;Det Radikale Venstre;1971
Ole Samuelsen;Det Radikale Venstre;1971
Poul Schlüter;Det Konservative Folkeparti;1971
Palle Simonsen;Det Konservative Folkeparti;1971
Sven Skovmand;Det Radikale Venstre;1971
Karl Skytte;Det Radikale Venstre;1971
Ib Stetter;Det Konservative Folkeparti;1971
Arne Stinus;Det Radikale Venstre;1971
Poul Søgaard;Socialdemokratiet;1971
Bent Sørensen;Socialdemokratiet;1971
Bernhardt Tastesen;Socialdemokratiet;1971
Knud Thestrup;Det Konservative Folkeparti;1971
Chr Thomsen;Socialdemokratiet;1971
Knud Thomsen;Det Konservative Folkeparti;1971
HC Toft;Det Konservative Folkeparti;1971
Hans Toft;Det Konservative Folkeparti;1971
Åge Valbak;Det Radikale Venstre;1971
Holger Vivike;Socialistisk Folkeparti;1971
Birte Weiss;Socialdemokratiet;1971
Grete Westergaard;Socialistisk Folkeparti;1971
Erik Worm;Socialdemokratiet;1971
Ulla Worm;Det Konservative Folkeparti;1971
Sigurd Ømann;Socialistisk Folkeparti;1971
Knud Østergaard;Det Konservative Folkeparti;1971
Kr Østergaard;Venstre;1971
Kristian Albertsen;Socialdemokratiet;1973
Anders Andersen;Venstre;1973
Erik Andersen;Socialdemokratiet;1973
Ib Andersen;Fremskridtspartiet;1973
K B Andersen;Socialdemokratiet;1973
Kaj V Andersen;Venstre;1973
Kirsten Sparre Andersen;Venstre;1973
Normann Andersen;Socialdemokratiet;1973
P Nyboe Andersen;Venstre;1973
Svend Andersen;Fremskridtspartiet;1973
Dagmar Andreasen;Det Radikale Venstre;1973
John Arentoft;Fremskridtspartiet;1973
Svend Auken;Socialdemokratiet;1973
Bernhard Baunsgaard;Det Radikale Venstre;1973
Gunner Baunsgaard;Det Radikale Venstre;1973
Hilmar Baunsgaard;Det Radikale Venstre;1973
Svend Bay;Fremskridtspartiet;1973
Per Bendix;Det Konservative Folkeparti;1973
Jens Bilgrav-Nielsen;Det Radikale Venstre;1973
Hans Bjergegaard;Fremskridtspartiet;1973
Arne Bjerregaard;Kristeligt Folkeparti;1973
Ritt Bjerregaard;Socialdemokratiet;1973
I P Bodart;Fremskridtspartiet;1973
Poul Boeg;Centrumdemokraterne;1973
Willy Svendsen Bracher;Kristeligt Folkeparti;1973
Kurt Brauer;Socialistisk Folkeparti;1973
Peter Brixtofte;Venstre;1973
René Robert Brusvang;Centrumdemokraterne;1973
Povl Brøndsted;Venstre;1973
Lasse Budtz;Socialdemokratiet;1973
Johannes Burgdorf;Det Konservative Folkeparti;1973
Birgit Busk;Fremskridtspartiet;1973
Johannes Bøgild;Venstre;1973
Mogens Camre;Socialdemokratiet;1973
Christian Christensen;Kristeligt Folkeparti;1973
Ib Christensen;Retsforbundet;1973
Arne Christiansen;Venstre;1973
Henning Christophersen;Venstre;1973
E Haunstrup Clemmensen;Det Konservative Folkeparti;1973
Lauge Dahlgaard;Det Radikale Venstre;1973
Poul Dalsager;Socialdemokratiet;1973
Poul Dam;Socialistisk Folkeparti;1973
Knud Damgaard;Socialdemokratiet;1973
Helle Degn;Socialdemokratiet;1973
Erling Dinesen;Socialdemokratiet;1973
Meta Ditzel;Det Radikale Venstre;1973
Helge Dohrmann;Fremskridtspartiet;1973
Lone Dybkjær;Det Radikale Venstre;1973
Paul Elmholt;Det Radikale Venstre;1973
Knud Enggaard;Venstre;1973
N Vestergård Eriksen;Fremskridtspartiet;1973
Finnur Erlendsson;Fremskridtspartiet;1973
Ole Espersen;Socialdemokratiet;1973
Birgit Fjelde;Centrumdemokraterne;1973
Ole Flygaard;Retsforbundet;1973
Jens Foged;Venstre;1973
Aage Frandsen;Socialistisk Folkeparti;1973
Villy Fuglsang;Danmarks Kommunistiske Parti;1973
Chr V Gede;Fremskridtspartiet;1973
Ole Gerstrøm;Fremskridtspartiet;1973
Ingeborg Gjerding;Fremskridtspartiet;1973
Leif Glensgård;Fremskridtspartiet;1973
Mogens Glistrup;Fremskridtspartiet;1973
Eva Gredal;Socialdemokratiet;1973
Henry Grünbaum;Socialdemokratiet;1973
Lars O Grønborg;Retsforbundet;1973
Per Gudme;Det Radikale Venstre;1973
Ove Guldberg;Venstre;1973
Hagen Hagensen;Det Konservative Folkeparti;1973
Børge Halvgaard;Fremskridtspartiet;1973
Erik Hansen;Det Radikale Venstre;1973
Ivar Hansen;Venstre;1973
Jørgen Peder Hansen;Socialdemokratiet;1973
Kaj Hansen;Danmarks Kommunistiske Parti;1973
Karen Thurøe Hansen;Det Konservative Folkeparti;1973
R Lysholt Hansen;Socialdemokratiet;1973
Poul Hartling;Venstre;1973
Svend Haugaard;Det Radikale Venstre;1973
Thomas Have;Socialdemokratiet;1973
Knud Heinesen;Socialdemokratiet;1973
Kristine Heltberg;Socialistisk Folkeparti;1973
Gustav Holmberg;Venstre;1973
Erik Holst;Socialdemokratiet;1973
Peter Holst;Venstre;1973
Jørgen Holten;Fremskridtspartiet;1973
Bent Honoré;Kristeligt Folkeparti;1973
Grete Hækkerup;Socialdemokratiet;1973
Per Hækkerup;Socialdemokratiet;1973
Egon Højland;Centrumdemokraterne;1973
Kurt M Ipsen;Fremskridtspartiet;1973
Hans Jørgen Iversen;Centrumdemokraterne;1973
Erhard Jacobsen;Centrumdemokraterne;1973
Kirsten Jacobsen;Fremskridtspartiet;1973
Svend Jakobsen;Socialdemokratiet;1973
Egon Jensen;Socialdemokratiet;1973
Erling Jensen;Socialdemokratiet;1973
Henning Jensen;Socialdemokratiet;1973
Ove Jensen;Fremskridtspartiet;1973
Sv Karlskov Jensen;Venstre;1973
Søren Jensen;Socialdemokratiet;1973
Knud Jespersen;Danmarks Kommunistiske Parti;1973
Børge G Johansen;Centrumdemokraterne;1973
Lars Emil Johansen;Uden for partierne;1973
Ejvind Juul-Madsen;Det Konservative Folkeparti;1973
Anker Jørgensen;Socialdemokratiet;1973
Søren B Jørgensen;Socialdemokratiet;1973
Jens Kampmann;Socialdemokratiet;1973
J E Klausen;Fremskridtspartiet;1973
Ingolf Knudsen;Centrumdemokraterne;1973
J Risgaard Knudsen;Socialdemokratiet;1973
Ejler Koch;Socialdemokratiet;1973
Inge Krogh;Kristeligt Folkeparti;1973
Edele Kruchow;Det Radikale Venstre;1973
Morten Lange;Socialistisk Folkparti;1973
Ib Larsen;Centrumdemokraterne;1973
Kaj K Larsen;Fremskridtspartiet;1973
Hans Jørgen Lembourn;Det Konservative Folkeparti;1973
Nathalie Lind;Venstre;1973
H Lindholt;Fremskridtspartiet;1973
Freddy Madsen;Danmarks Kommunistiske Parti;1973
Mette Madsen;Venstre;1973
Jens Maigård;Socialistisk Folkeparti;1973
Arne Melchior;Centrumdemokraterne;1973
Karl Johan Mortensen;Socialdemokratiet;1973
Poul Mortensen;Socialdemokratiet;1973
Niels Mølgaard;Retsforbundet;1973
Adam Møller;Det Konservative Folkeparti;1973
Gerda Møller;Det Konservative Folkeparti;1973
Inge Fischer Møller;Socialdemokratiet;1973
Jens Møller;Kristeligt Folkeparti;1973
Orla Møller;Socialdemokratiet;1973
Otto Mørch;Socialdemokratiet;1973
Johan Chr Nielsen;Javnadarflokkurin;1973
Jørgen Brøndlund Nielsen;Venstre;1973
Knud Nielsen;Socialdemokratiet;1973
Poul Overgaard Nielsen;Det Radikale Venstre;1973
Erik Ninn-Hansen;Det Konservative Folkeparti;1973
Kai Nyborg;Fremskridtspartiet;1973
Ivar Nørgaard;Socialdemokratiet;1973
Ib Nørlund;Danmarks Kommunistiske Parti;1973
Kjeld Olesen;Socialdemokratiet;1973
Erlendur Patursson;Tjódveldi;1973
Aksel Pedersen;Venstre;1973
Børge E Pedersen;Fremskridtspartiet;1973
Carl Bertel Pedersen;Socialdemokratiet;1973
Inger Stilling Pedersen;Kristeligt Folkeparti;1973
Lena Pedersen;Centrumdemokraterne;1973
Robert Pedersen;Socialdemokratiet;1973
Gert Petersen;Socialistisk Folkeparti;1973
Hans Buchart Petersen;Socialdemokratiet;1973
Ingomar Petersen;Det Radikale Venstre;1973
K Helveg Petersen;Det Radikale Venstre;1973
Niels Helveg Petersen;Det Radikale Venstre;1973
Grethe Philip;Det Radikale Venstre;1973
Henning Philipsen;Socialistisk Folkeparti;1973
Kristen Poulsgaard;Fremskridtspartiet;1973
Knud Raunkjær;Venstre;1973
Hanne Reintoft;Danmarks Kommunistiske Parti;1973
Nikolaj Rosing;Uden for partierne;1973
Winnie Russell;Socialdemokratiet;1973
Poul Schlüter;Det Konservative Folkeparti;1973
Jes Schmidt;Centrumdemokraterne;1973
Palle Simonsen;Det Konservative Folkeparti;1973
Ib Stetter;Det Konservative Folkeparti;1973
Arne Stinus;Det Radikale Venstre;1973
Ebba Strange;Socialistisk Folkeparti;1973
Poul Søgaard;Socialdemokratiet;1973
Bernhardt Tastesen;Socialdemokratiet;1973
Knud Thomsen;Det Konservative Folkeparti;1973
Palle Tillisch;Fremskridtspartiet;1973
H C Toft;Det Konservative Folkeparti;1973
Hans Toft;Det Konservative Folkeparti;1973
Jason Träff;Fremskridtspartiet;1973
Svend Tønnesen;Centrumdemokraterne;1973
Grete Westergaard;Socialistisk Folkeparti;1973
Poul Westergaard;Retsforbundet;1973
Sigurd Ømann;Socialistisk Folkeparti;1973
Ritta Ahm;Kristeligt Folkeparti;1975
Kristian Albertsen;Socialdemokratiet;1975
Anders Andersen;Venstre;1975
Erik Andersen;Socialdemokratiet;1975
K B Andersen;Socialdemokratiet;1975
Kaj V Andersen;Venstre;1975
Kirsten Sparre Andersen;Venstre;1975
