row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id,coalition
Mette Frederiksen,0,0.3086066999241838,Mette Frederiksen,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,346985,2019-10-03T00:05:00Z,2019,Socialdemokratiet,2019-,1205,2019_10,Yes
Mette Gjerskov,0.20649508218428408,0.2529026706546119,Mette Gjerskov,20191_M11_referat,20191,11,"Referat af møde 11 den 24. oktober, 2019 kl. 10.50",24-10-2019,351647,2019-10-24T11:49:00Z,2019,Socialdemokratiet,2019-,470,2019_10,Yes
Michael Aastrup Jensen,-0.9068170807234757,0.3006629481094062,Michael Aastrup Jensen,20191_M11_referat,20191,11,"Referat af møde 11 den 24. oktober, 2019 kl. 10.50",24-10-2019,351745,2019-10-24T13:22:00Z,2019,Venstre,2019-,207,2019_10,No
Morten Bødskov,0.6820270890407159,0.14302356298997518,Morten Bødskov,20191_M11_referat,20191,11,"Referat af møde 11 den 24. oktober, 2019 kl. 10.50",24-10-2019,351731,2019-10-24T13:00:00Z,2019,Socialdemokratiet,2019-,916,2019_10,Yes
Morten Dahlin,0.2764406249356605,0.22007203293393252,Morten Dahlin,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347137,2019-10-03T10:53:00Z,2019,Venstre,2019-,84,2019_10,No
Nick Hækkerup,3.778391765005053,0.94273187430333,Nick Hækkerup,20191_M13_referat,20191,13,"Referat af møde 13 den 31. oktober, 2019 kl. 10.00",31-10-2019,352061,2019-10-31T10:00:00Z,2019,Socialdemokratiet,2019-,372,2019_10,Yes
Nicolai Wammen,-1.6485722914124656,0.3483662887599481,Nicolai Wammen,20191_M8_referat,20191,8,"Referat af møde 8 den 22. oktober, 2019 kl. 10.00",22-10-2019,350589,2019-10-22T20:01:00Z,2019,Socialdemokratiet,2019-,929,2019_10,Yes
Orla Hav,0,0.7071067811865476,Orla Hav,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347726,2019-10-03T17:30:00Z,2019,Socialdemokratiet,2019-,149,2019_10,Yes
Preben Bang Henriksen,0,0.5773502691896257,Preben Bang Henriksen,20191_M9_referat,20191,9,"Referat af møde 9 den 23. oktober, 2019 kl. 10.00",23-10-2019,351132,2019-10-23T13:04:00Z,2019,Venstre,2019-,293,2019_10,No
Rasmus Horn Langhoff,0.6211345983014982,0.5639171438808582,Rasmus Horn Langhoff,20191_M11_referat,20191,11,"Referat af møde 11 den 24. oktober, 2019 kl. 10.50",24-10-2019,351606,2019-10-24T10:52:00Z,2019,Socialdemokratiet,2019-,310,2019_10,Yes
Rasmus Prehn,0,0.3651483716701107,Rasmus Prehn,20191_M9_referat,20191,9,"Referat af møde 9 den 23. oktober, 2019 kl. 10.00",23-10-2019,351430,2019-10-23T15:47:00Z,2019,Socialdemokratiet,2019-,166,2019_10,Yes
Rasmus Stoklund,0,0.7071067811865476,Rasmus Stoklund,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347336,2019-10-03T13:55:00Z,2019,Socialdemokratiet,2019-,81,2019_10,Yes
Simon Kollerup,0.9504503788499135,0.28090840678271384,Simon Kollerup,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347057,2019-10-03T10:00:00Z,2019,Socialdemokratiet,2019-,51,2019_10,Yes
Sophie Løhde,0.13542007145636825,0.23422168316895495,Sophie Løhde,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347063,2019-10-03T10:15:00Z,2019,Venstre,2019-,106,2019_10,No
Thomas Danielsen,-0.0329653650360448,0.36665219586920117,Thomas Danielsen,20191_M13_referat,20191,13,"Referat af møde 13 den 31. oktober, 2019 kl. 10.00",31-10-2019,352098,2019-10-31T10:40:00Z,2019,Venstre,2019-,172,2019_10,No
Thomas Jensen,0.9392156807530804,0.43439234733585,Thomas Jensen,20191_M6_referat,20191,6,"Referat af møde 6 den 10. oktober, 2019 kl. 10.00",10-10-2019,349365,2019-10-10T10:56:00Z,2019,Venstre,2019-,464,2019_10,No
Tommy Ahlers,0.561839231613896,0.3045715019677986,Tommy Ahlers,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347350,2019-10-03T14:09:00Z,2019,Venstre,2019-,195,2019_10,No
Torsten Schack Pedersen,0.08837577105863235,0.2488956768017739,Torsten Schack Pedersen,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,347151,2019-10-03T10:59:00Z,2019,Venstre,2019-,70,2019_10,No
Trine Bramsen,0,0.7071067811865476,Trine Bramsen,20191_M5_referat,20191,5,"Referat af møde 5 den 9. oktober, 2019 kl. 13.00",09-10-2019,349134,2019-10-09T18:39:00Z,2019,Socialdemokratiet,2019-,618,2019_10,Yes
Troels Lund Poulsen,-0.4744015597615986,0.1844088973942215,Troels Lund Poulsen,20191_M5_referat,20191,5,"Referat af møde 5 den 9. oktober, 2019 kl. 13.00",09-10-2019,349071,2019-10-09T17:33:00Z,2019,Venstre,2019-,140,2019_10,No
Troels Ravn,0.2876795972482337,0.2615867634944578,Troels Ravn,20191_M3_referat,20191,3,"Referat af møde 3 den 3. oktober, 2019 kl. 10.00",03-10-2019,348027,2019-10-03T21:20:00Z,2019,Socialdemokratiet,2019-,131,2019_10,Yes
Ulla Tørnæs,0,0.3333333333333333,Ulla Tørnæs,20191_M5_referat,20191,5,"Referat af møde 5 den 9. oktober, 2019 kl. 13.00",09-10-2019,348989,2019-10-09T16:32:00Z,2019,Venstre,2019-,220,2019_10,No
Anders Kronborg,-1.0983228448711084,0.9619393367209348,Anders Kronborg,20191_M24_referat,20191,24,"Referat af møde 24 den 21. november, 2019 kl. 10.00",21-11-2019,355435,2019-11-21T13:51:00Z,2019,Socialdemokratiet,2019-,295,2019_11,Yes
Anne Honoré Østergaard,-1.4060001122562014,0.7055955195071945,Anne Honoré Østergaard,20191_M23_referat,20191,23,"Referat af møde 23 den 20. november, 2019 kl. 13.00",20-11-2019,355140,2019-11-20T16:05:00Z,2019,Venstre,2019-,81,2019_11,No
Anne Paulin,-1.9115341716046301,0.8625028664200206,Anne Paulin,20191_M24_referat,20191,24,"Referat af møde 24 den 21. november, 2019 kl. 10.00",21-11-2019,355341,2019-11-21T12:30:00Z,2019,Socialdemokratiet,2019-,266,2019_11,Yes
Annette Lind,-1.9794306101720407,0.6903074820375695,Annette Lind,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352961,2019-11-06T15:30:00Z,2019,Socialdemokratiet,2019-,111,2019_11,Yes
Anni Matthiesen,0.2965694867314318,0.17896103494061014,Anni Matthiesen,20191_M19_referat,20191,19,"Referat af møde 19 den 13. november, 2019 kl. 13.00",13-11-2019,353546,2019-11-13T13:11:00Z,2019,Venstre,2019-,148,2019_11,No
Birgitte Vind,-1.3479147858075728,1.693295079848103,Birgitte Vind,20191_M29_referat,20191,29,"Referat af møde 29 den 29. november, 2019 kl. 10.00",29-11-2019,357251,2019-11-29T11:10:00Z,2019,Socialdemokratiet,2019-,294,2019_11,Yes
Bjarne Laustsen,0.4713213884065457,0.35091815346543437,Bjarne Laustsen,20191_M22_referat,20191,22,"Referat af møde 22 den 19. november, 2019 kl. 13.00",19-11-2019,354480,2019-11-19T13:56:00Z,2019,Socialdemokratiet,2019-,155,2019_11,Yes
Bjørn Brandenborg,-0.3629851319498681,0.8481162200754881,Bjørn Brandenborg,20191_M20_referat,20191,20,"Referat af møde 20 den 14. november, 2019 kl. 10.00",14-11-2019,353955,2019-11-14T13:33:00Z,2019,Socialdemokratiet,2019-,161,2019_11,Yes
Camilla Fabricius,-0.2892116477017992,0.20034573675978976,Camilla Fabricius,20191_M18_referat,20191,18,"Referat af møde 18 den 12. november, 2019 kl. 13.00",12-11-2019,353427,2019-11-12T15:33:00Z,2019,Socialdemokratiet,2019-,203,2019_11,Yes
Ellen Trane Nørby,0.2620210231211932,0.15073858085856454,Ellen Trane Nørby,20191_M22_referat,20191,22,"Referat af møde 22 den 19. november, 2019 kl. 13.00",19-11-2019,354684,2019-11-19T16:47:00Z,2019,Venstre,2019-,467,2019_11,No
Erling Bonnesen,-1.5801023508488343,0.2207611091572229,Erling Bonnesen,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352484,2019-11-01T11:09:00Z,2019,Venstre,2019-,84,2019_11,No
Flemming Møller Mortensen,-1.007158364443263,0.375902516762593,Flemming Møller Mortensen,20191_M25_referat,20191,25,"Referat af møde 25 den 22. november, 2019 kl. 10.00",22-11-2019,355878,2019-11-22T10:53:00Z,2019,Socialdemokratiet,2019-,779,2019_11,Yes
Hans Andersen,0.2171758275391588,0.14871459803425746,Hans Andersen,20191_M18_referat,20191,18,"Referat af møde 18 den 12. november, 2019 kl. 13.00",12-11-2019,353459,2019-11-12T16:05:00Z,2019,Venstre,2019-,196,2019_11,No
Henrik Dam Kristensen,-0.9754859696913646,0.16085539106119026,Henrik Dam Kristensen,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352665,2019-11-06T13:00:00Z,2019,Socialdemokratiet,2019-,92,2019_11,Yes
Inger Støjberg,0.9120961295065184,0.8019698580237111,Inger Støjberg,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352448,2019-11-01T10:25:00Z,2019,Venstre,2019-,501,2019_11,No
Jakob Ellemann-Jensen,-0.5865494826744857,0.35310780404902703,Jakob Ellemann-Jensen,20191_M18_referat,20191,18,"Referat af møde 18 den 12. november, 2019 kl. 13.00",12-11-2019,353292,2019-11-12T13:28:00Z,2019,Venstre,2019-,382,2019_11,No
Jens Joel,0.204339309546876,0.13090991245975178,Jens Joel,20191_M22_referat,20191,22,"Referat af møde 22 den 19. november, 2019 kl. 13.00",19-11-2019,354679,2019-11-19T16:39:00Z,2019,Socialdemokratiet,2019-,257,2019_11,Yes
Jeppe Bruus,0.15761630595984263,0.12777016997980423,Jeppe Bruus,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352414,2019-11-01T10:01:00Z,2019,Socialdemokratiet,2019-,109,2019_11,Yes
Jeppe Kofod,0.4188420282657656,0.6356255038537707,Jeppe Kofod,20191_M29_referat,20191,29,"Referat af møde 29 den 29. november, 2019 kl. 10.00",29-11-2019,357275,2019-11-29T11:27:00Z,2019,Socialdemokratiet,2019-,1378,2019_11,Yes
Karen Ellemann,-2.0207513228587173,0.35093749306810446,Karen Ellemann,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352413,2019-11-01T10:00:00Z,2019,Venstre,2019-,349,2019_11,No
Karsten Lauritzen,0.16475723989628818,0.1696892818859773,Karsten Lauritzen,20191_M25_referat,20191,25,"Referat af møde 25 den 22. november, 2019 kl. 10.00",22-11-2019,355812,2019-11-22T10:07:00Z,2019,Venstre,2019-,311,2019_11,No
Kasper Roug,1.067770534218892,0.4436072946699852,Kasper Roug,20191_M17_referat,20191,17,"Referat af møde 17 den 7. november, 2019 kl. 10.00",07-11-2019,353159,2019-11-07T12:36:00Z,2019,Socialdemokratiet,2019-,217,2019_11,Yes
Kasper Sand Kjær,0.41388869561669844,0.25985867310810895,Kasper Sand Kjær,20191_M22_referat,20191,22,"Referat af møde 22 den 19. november, 2019 kl. 13.00",19-11-2019,354490,2019-11-19T14:00:00Z,2019,Socialdemokratiet,2019-,266,2019_11,Yes
Kristian Pihl Lorentzen,0.6339120661192006,0.4536796637154785,Kristian Pihl Lorentzen,20191_M28_referat,20191,28,"Referat af møde 28 den 28. november, 2019 kl. 10.00",28-11-2019,357089,2019-11-28T14:05:00Z,2019,Venstre,2019-,613,2019_11,No
Lars Aslan Rasmussen,-0.1572174331631637,0.512321359330986,Lars Aslan Rasmussen,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352632,2019-11-01T13:07:00Z,2019,Socialdemokratiet,2019-,54,2019_11,Yes
Leif Lahn Jensen,0.035462101955931004,0.11827913035103889,Leif Lahn Jensen,20191_M22_referat,20191,22,"Referat af møde 22 den 19. november, 2019 kl. 13.00",19-11-2019,354403,2019-11-19T13:20:00Z,2019,Socialdemokratiet,2019-,770,2019_11,Yes
Louise Schack Elholm,0.5233831341829016,0.22348446603575517,Louise Schack Elholm,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352765,2019-11-06T13:43:00Z,2019,Venstre,2019-,60,2019_11,No
Mads Fuglede,0.035568226622097035,0.26606125683199466,Mads Fuglede,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352568,2019-11-01T12:10:00Z,2019,Venstre,2019-,142,2019_11,No
Malte Larsen,-0.8127524474025994,0.92976922965811,Malte Larsen,20191_M18_referat,20191,18,"Referat af møde 18 den 12. november, 2019 kl. 13.00",12-11-2019,353393,2019-11-12T14:49:00Z,2019,Socialdemokratiet,2019-,314,2019_11,Yes
Marcus Knuth,-0.18442820095999043,0.6909125931753161,Marcus Knuth,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352434,2019-11-01T10:14:00Z,2019,Venstre,2019-,292,2019_11,No
Marie Bjerre,0.5773321620047962,0.2847053350319222,Marie Bjerre,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352753,2019-11-06T13:39:00Z,2019,Venstre,2019-,157,2019_11,No
Marlene Ambo-Rasmussen,-0.5408139692414363,0.5851945816469998,Marlene Ambo-Rasmussen,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352742,2019-11-06T13:37:00Z,2019,Venstre,2019-,115,2019_11,No
Martin Geertsen,-0.15571725053395566,0.343694067775776,Martin Geertsen,20191_M21_referat,20191,21,"Referat af møde 21 den 15. november, 2019 kl. 10.00",15-11-2019,354224,2019-11-15T12:23:00Z,2019,Venstre,2019-,103,2019_11,No
Mette Frederiksen,0.5816978731201422,0.10191810970139425,Mette Frederiksen,20191_M18_referat,20191,18,"Referat af møde 18 den 12. november, 2019 kl. 13.00",12-11-2019,353257,2019-11-12T13:00:00Z,2019,Socialdemokratiet,2019-,762,2019_11,Yes
Mette Gjerskov,0.7279566281527521,0.353410829803193,Mette Gjerskov,20191_M25_referat,20191,25,"Referat af møde 25 den 22. november, 2019 kl. 10.00",22-11-2019,356044,2019-11-22T12:20:00Z,2019,Socialdemokratiet,2019-,242,2019_11,Yes
Michael Aastrup Jensen,0.2183966307218704,0.5105074235013707,Michael Aastrup Jensen,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352907,2019-11-06T14:41:00Z,2019,Venstre,2019-,386,2019_11,No
Morten Bødskov,0.3130209817620273,0.285448844025327,Morten Bødskov,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352670,2019-11-06T13:02:00Z,2019,Socialdemokratiet,2019-,111,2019_11,Yes
Morten Dahlin,-0.6221197373347306,0.22082299481269124,Morten Dahlin,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352584,2019-11-01T12:26:00Z,2019,Venstre,2019-,191,2019_11,No
Nick Hækkerup,0.5830265985318959,0.12248205270797458,Nick Hækkerup,20191_M14_referat,20191,14,"Referat af møde 14 den 1. november, 2019 kl. 10.00",01-11-2019,352436,2019-11-01T10:16:00Z,2019,Socialdemokratiet,2019-,292,2019_11,Yes
Nicolai Wammen,0,0.5773502691896257,Nicolai Wammen,20191_M23_referat,20191,23,"Referat af møde 23 den 20. november, 2019 kl. 13.00",20-11-2019,355032,2019-11-20T15:07:00Z,2019,Socialdemokratiet,2019-,288,2019_11,Yes
Orla Hav,0.8881185978692552,0.9054420675384504,Orla Hav,20191_M26_referat,20191,26,"Referat af møde 26 den 26. november, 2019 kl. 13.00",26-11-2019,356406,2019-11-26T17:02:00Z,2019,Socialdemokratiet,2019-,523,2019_11,Yes
Rasmus Prehn,-0.024581622631029268,0.5885652630050984,Rasmus Prehn,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352984,2019-11-06T15:45:00Z,2019,Socialdemokratiet,2019-,185,2019_11,Yes
Rasmus Stoklund,-0.9046140698207296,0.3209325639796756,Rasmus Stoklund,20191_M20_referat,20191,20,"Referat af møde 20 den 14. november, 2019 kl. 10.00",14-11-2019,353815,2019-11-14T12:04:00Z,2019,Socialdemokratiet,2019-,473,2019_11,Yes
Simon Kollerup,0.3031445918068668,1.361126986863908,Simon Kollerup,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352666,2019-11-06T13:00:00Z,2019,Socialdemokratiet,2019-,61,2019_11,Yes
Sophie Løhde,0.049127910663683313,0.5833303814471671,Sophie Løhde,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352801,2019-11-06T13:57:00Z,2019,Venstre,2019-,88,2019_11,No
Stén Knuth,-0.3069689295021916,0.31002363255369136,Stén Knuth,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352734,2019-11-06T13:28:00Z,2019,Venstre,2019-,147,2019_11,No
Thomas Jensen,-0.4987541829200597,0.5920602155078949,Thomas Jensen,20191_M28_referat,20191,28,"Referat af møde 28 den 28. november, 2019 kl. 10.00",28-11-2019,357079,2019-11-28T13:59:00Z,2019,Venstre,2019-,633,2019_11,No
Tommy Ahlers,-0.18521846711858014,0.4477020031525826,Tommy Ahlers,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352941,2019-11-06T15:11:00Z,2019,Venstre,2019-,390,2019_11,No
Torsten Schack Pedersen,1.1116486739156413,0.3305851505296967,Torsten Schack Pedersen,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352775,2019-11-06T13:48:00Z,2019,Venstre,2019-,111,2019_11,No
Troels Lund Poulsen,0.12291475471273491,0.5610649569222853,Troels Lund Poulsen,20191_M16_referat,20191,16,"Referat af møde 16 den 6. november, 2019 kl. 13.00",06-11-2019,352805,2019-11-06T13:59:00Z,2019,Venstre,2019-,74,2019_11,No
Troels Ravn,1.2409678700319269,0.3700146289733944,Troels Ravn,20191_M21_referat,20191,21,"Referat af møde 21 den 15. november, 2019 kl. 10.00",15-11-2019,354008,2019-11-15T10:01:00Z,2019,Socialdemokratiet,2019-,405,2019_11,Yes
Anders Kronborg,-0.16959268253889878,0.130520563654516,Anders Kronborg,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358014,2019-12-05T10:05:00Z,2019,Socialdemokratiet,2019-,458,2019_12,Yes
Anne Honoré Østergaard,0.05019499109106877,0.07970831416341793,Anne Honoré Østergaard,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357440,2019-12-03T15:03:00Z,2019,Venstre,2019-,303,2019_12,No
Annette Lind,0.7668832481104672,0.27026644938616995,Annette Lind,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357548,2019-12-03T16:50:00Z,2019,Socialdemokratiet,2019-,96,2019_12,Yes
Anni Matthiesen,0,0.21821789023599236,Anni Matthiesen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357832,2019-12-04T13:53:00Z,2019,Venstre,2019-,74,2019_12,No
Birgitte Vind,-0.34572814709607413,0.23515528852080703,Birgitte Vind,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,361114,2019-12-12T20:09:00Z,2019,Socialdemokratiet,2019-,183,2019_12,Yes
Bjarne Laustsen,0.9027159864040253,0.5438310103884577,Bjarne Laustsen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357360,2019-12-03T13:24:00Z,2019,Socialdemokratiet,2019-,512,2019_12,Yes
Bjørn Brandenborg,-0.24894231425161248,0.5058501959840046,Bjørn Brandenborg,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358518,2019-12-05T16:23:00Z,2019,Socialdemokratiet,2019-,212,2019_12,Yes
Camilla Fabricius,-0.15941978228727668,0.3842602689016487,Camilla Fabricius,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,359468,2019-12-10T18:41:00Z,2019,Socialdemokratiet,2019-,647,2019_12,Yes
Christian Rabjerg Madsen,0.48339245905622186,0.29975296844471006,Christian Rabjerg Madsen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,362143,2019-12-18T09:00:00Z,2019,Socialdemokratiet,2019-,1454,2019_12,Yes
Christoffer Aagaard Melson,-0.04341808775582262,0.23432494271855062,Christoffer Aagaard Melson,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357811,2019-12-04T13:43:00Z,2019,Venstre,2019-,82,2019_12,No
Daniel Toft Jakobsen,0,0.5,Daniel Toft Jakobsen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,359261,2019-12-10T15:42:00Z,2019,Socialdemokratiet,2019-,328,2019_12,Yes
Ellen Trane Nørby,-0.12533031910702974,0.590121900921231,Ellen Trane Nørby,20191_M38_referat,20191,38,"Referat af møde 38 den 17. december, 2019 kl. 12.00",17-12-2019,361663,2019-12-17T12:36:00Z,2019,Venstre,2019-,297,2019_12,No
Erling Bonnesen,-0.22380265848433842,0.12891542985478788,Erling Bonnesen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357343,2019-12-03T13:00:00Z,2019,Venstre,2019-,1872,2019_12,No
Eva Kjer Hansen,0,0.5,Eva Kjer Hansen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,360020,2019-12-11T16:15:00Z,2019,Venstre,2019-,88,2019_12,No
Flemming Møller Mortensen,1.4207360273193261,0.8725921220994681,Flemming Møller Mortensen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357467,2019-12-03T15:40:00Z,2019,Socialdemokratiet,2019-,601,2019_12,Yes
Hans Andersen,-0.4106226276531488,0.15687125922545717,Hans Andersen,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358147,2019-12-05T11:29:00Z,2019,Venstre,2019-,254,2019_12,No
Hans Christian Schmidt,-0.049719358907565035,0.20832855090221872,Hans Christian Schmidt,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359823,2019-12-11T14:08:00Z,2019,Venstre,2019-,254,2019_12,No
Heidi Bank,0,0.5345224838248488,Heidi Bank,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357950,2019-12-04T15:10:00Z,2019,Venstre,2019-,129,2019_12,No
Henrik Dam Kristensen,-1.382766724099007,0.23279925050417818,Henrik Dam Kristensen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357842,2019-12-04T14:02:00Z,2019,Socialdemokratiet,2019-,139,2019_12,Yes
Henrik Møller,-0.620795923341495,0.5192530048746892,Henrik Møller,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,361130,2019-12-12T20:27:00Z,2019,Socialdemokratiet,2019-,345,2019_12,Yes
Inger Støjberg,0.4091916860145429,0.17631341924241173,Inger Støjberg,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,358834,2019-12-06T10:19:00Z,2019,Venstre,2019-,140,2019_12,No
Jakob Ellemann-Jensen,0,0.6324555320336759,Jakob Ellemann-Jensen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,359138,2019-12-10T13:32:00Z,2019,Venstre,2019-,506,2019_12,No
Jane Heitmann,0.06739585884040715,0.08852688261583117,Jane Heitmann,20191_M37_referat,20191,37,"Referat af møde 37 den 13. december, 2019 kl. 10.00",13-12-2019,361258,2019-12-13T10:48:00Z,2019,Venstre,2019-,98,2019_12,No
Jens Joel,0.0017690773808908267,0.3110282071186779,Jens Joel,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,359022,2019-12-06T12:36:00Z,2019,Socialdemokratiet,2019-,783,2019_12,Yes
Jeppe Bruus,0.2924397032180449,0.14798082859566009,Jeppe Bruus,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,358849,2019-12-06T10:30:00Z,2019,Socialdemokratiet,2019-,111,2019_12,Yes
Jeppe Kofod,0.7241065141959735,0.1587350842639428,Jeppe Kofod,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359705,2019-12-11T13:08:00Z,2019,Socialdemokratiet,2019-,132,2019_12,Yes
Jesper Petersen,0.30190311378588924,0.5696817278898193,Jesper Petersen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,362305,2019-12-18T10:40:00Z,2019,Socialdemokratiet,2019-,208,2019_12,Yes
Karen Ellemann,-1.0202095810457705,0.18532194159709695,Karen Ellemann,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358266,2019-12-05T13:09:00Z,2019,Venstre,2019-,2078,2019_12,No
Karsten Lauritzen,1.7951367021812827,0.6582624433286618,Karsten Lauritzen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357476,2019-12-03T15:48:00Z,2019,Venstre,2019-,885,2019_12,No
Kasper Roug,-0.1230142571017787,0.6330059769095543,Kasper Roug,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358115,2019-12-05T11:00:00Z,2019,Socialdemokratiet,2019-,91,2019_12,Yes
Kasper Sand Kjær,0,0.5345224838248488,Kasper Sand Kjær,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359565,2019-12-11T10:37:00Z,2019,Socialdemokratiet,2019-,85,2019_12,Yes
Kim Valentin,0,0.5,Kim Valentin,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359857,2019-12-11T14:30:00Z,2019,Venstre,2019-,161,2019_12,No
Kristian Pihl Lorentzen,0,0.5,Kristian Pihl Lorentzen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359805,2019-12-11T13:58:00Z,2019,Venstre,2019-,167,2019_12,No
Lars Aslan Rasmussen,0.11733245523465474,0.26040936225518124,Lars Aslan Rasmussen,20191_M40_referat,20191,40,"Referat af møde 40 den 19. december, 2019 kl. 10.00",19-12-2019,363257,2019-12-19T13:22:00Z,2019,Socialdemokratiet,2019-,489,2019_12,Yes
