row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id,coalition
Lars Christian Lilleholt,0,0.6324555320336759,Lars Christian Lilleholt,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,360049,2019-12-11T16:28:00Z,2019,Venstre,2019-,91,2019_12,No
Leif Lahn Jensen,-0.11139707144458003,0.09014057635012643,Leif Lahn Jensen,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358145,2019-12-05T11:25:00Z,2019,Socialdemokratiet,2019-,660,2019_12,Yes
Lennart Damsbo-Andersen,0.31094483202152917,0.3023889437377699,Lennart Damsbo-Andersen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357431,2019-12-03T14:55:00Z,2019,Socialdemokratiet,2019-,696,2019_12,Yes
Louise Schack Elholm,-0.7600330410211487,0.3131024355083154,Louise Schack Elholm,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357631,2019-12-04T10:45:00Z,2019,Venstre,2019-,113,2019_12,No
Mads Fuglede,0.5926578667681898,0.38991665200193815,Mads Fuglede,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357862,2019-12-04T14:17:00Z,2019,Venstre,2019-,297,2019_12,No
Marcus Knuth,0.10278857125240866,0.10172206844366016,Marcus Knuth,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359985,2019-12-11T16:00:00Z,2019,Venstre,2019-,106,2019_12,No
Marie Bjerre,-0.2852793262346271,0.22284770172724078,Marie Bjerre,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,358627,2019-12-05T17:16:00Z,2019,Venstre,2019-,352,2019_12,No
Marlene Ambo-Rasmussen,-0.6200659796970983,0.7543410919749297,Marlene Ambo-Rasmussen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,362552,2019-12-18T13:58:00Z,2019,Venstre,2019-,118,2019_12,No
Martin Geertsen,0,0.5,Martin Geertsen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359835,2019-12-11T14:18:00Z,2019,Venstre,2019-,317,2019_12,No
Mette Frederiksen,0.5789838491974334,0.12722877519224493,Mette Frederiksen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,359091,2019-12-10T13:00:00Z,2019,Socialdemokratiet,2019-,762,2019_12,Yes
Michael Aastrup Jensen,0.40099228004341436,0.09967884901415723,Michael Aastrup Jensen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359737,2019-12-11T13:23:00Z,2019,Venstre,2019-,426,2019_12,No
Morten Bødskov,-0.14939771395236376,0.10524429135914115,Morten Bødskov,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357550,2019-12-04T10:00:00Z,2019,Socialdemokratiet,2019-,110,2019_12,Yes
Morten Dahlin,0.49224711623689055,0.1539260652102702,Morten Dahlin,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357988,2019-12-04T15:28:00Z,2019,Venstre,2019-,79,2019_12,No
Nick Hækkerup,0.2783194251675329,0.2184757920722171,Nick Hækkerup,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357744,2019-12-04T13:01:00Z,2019,Socialdemokratiet,2019-,370,2019_12,Yes
Nicolai Wammen,-0.20720561816988822,0.18075337858476093,Nicolai Wammen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359686,2019-12-11T13:01:00Z,2019,Socialdemokratiet,2019-,215,2019_12,Yes
Orla Hav,-0.841932578620357,0.9063270228865367,Orla Hav,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,360486,2019-12-12T11:58:00Z,2019,Socialdemokratiet,2019-,324,2019_12,Yes
Peter Juel-Jensen,0,0.3651483716701107,Peter Juel-Jensen,20191_M37_referat,20191,37,"Referat af møde 37 den 13. december, 2019 kl. 10.00",13-12-2019,361203,2019-12-13T10:18:00Z,2019,Venstre,2019-,237,2019_12,No
Preben Bang Henriksen,0.2533551408445951,0.2746170129725579,Preben Bang Henriksen,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,358842,2019-12-06T10:27:00Z,2019,Venstre,2019-,102,2019_12,No
Rasmus Prehn,0,0.6324555320336759,Rasmus Prehn,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359881,2019-12-11T14:43:00Z,2019,Socialdemokratiet,2019-,311,2019_12,Yes
Rasmus Stoklund,0.13740494559102617,0.10622909214056646,Rasmus Stoklund,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,360549,2019-12-12T13:01:00Z,2019,Socialdemokratiet,2019-,239,2019_12,Yes
Simon Kollerup,-0.7180958971253305,0.2943527263458388,Simon Kollerup,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357920,2019-12-04T14:50:00Z,2019,Socialdemokratiet,2019-,309,2019_12,Yes
Sophie Løhde,0,0.5345224838248488,Sophie Løhde,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357966,2019-12-04T15:16:00Z,2019,Venstre,2019-,238,2019_12,No
Stén Knuth,0,0.5773502691896257,Stén Knuth,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,359555,2019-12-11T10:21:00Z,2019,Venstre,2019-,84,2019_12,No
Thomas Danielsen,1.0185356700264385,0.3932219151262587,Thomas Danielsen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,357352,2019-12-03T13:17:00Z,2019,Venstre,2019-,87,2019_12,No
Thomas Jensen,-0.8469884311609623,0.8853461792422197,Thomas Jensen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,362402,2019-12-18T11:33:00Z,2019,Venstre,2019-,264,2019_12,No
Tommy Ahlers,-0.2558759240193023,0.5418678366418043,Tommy Ahlers,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,362603,2019-12-18T14:20:00Z,2019,Venstre,2019-,284,2019_12,No
Torsten Schack Pedersen,0.17701880608726708,0.4006307970629656,Torsten Schack Pedersen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357942,2019-12-04T14:59:00Z,2019,Venstre,2019-,346,2019_12,No
Trine Bramsen,0.9406701008154763,0.2979008041993287,Trine Bramsen,20191_M38_referat,20191,38,"Referat af møde 38 den 17. december, 2019 kl. 12.00",17-12-2019,361716,2019-12-17T13:37:00Z,2019,Socialdemokratiet,2019-,599,2019_12,Yes
Troels Lund Poulsen,0.6112376934718224,0.2532377600702357,Troels Lund Poulsen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357960,2019-12-04T15:13:00Z,2019,Venstre,2019-,62,2019_12,No
Troels Ravn,0.08874269739344968,0.07278966985924139,Troels Ravn,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,357578,2019-12-04T10:17:00Z,2019,Socialdemokratiet,2019-,280,2019_12,Yes
Ulla Tørnæs,0,0.816496580927726,Ulla Tørnæs,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,360288,2019-12-11T18:31:00Z,2019,Venstre,2019-,117,2019_12,No
Ane Halsboe-Jørgensen,-0.4290629226683511,0.43957984880954093,Ane Halsboe-Jørgensen,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335656,2019-02-06T13:14:00Z,2019,Socialdemokratiet,2015-2019,230,2019_2,No
Annette Lind,0,0.816496580927726,Annette Lind,20181_M66_referat,20181,66,"Referat af møde 66 den 27. februar, 2019 kl. 13.00",27-02-2019,338911,2019-02-27T15:40:00Z,2019,Socialdemokratiet,2015-2019,57,2019_2,No
Anni Matthiesen,-0.5893568315133272,0.2515801644892707,Anni Matthiesen,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336959,2019-02-19T19:29:00Z,2019,Venstre,2015-2019,91,2019_2,Yes
Astrid Krag,-1.1023848343779268,0.28320786504237333,Astrid Krag,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335734,2019-02-06T14:05:00Z,2019,Socialdemokratiet,2015-2019,51,2019_2,No
Benny Engelbrecht,0.5159298344649081,0.2516620997994141,Benny Engelbrecht,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335196,2019-02-05T15:59:00Z,2019,Socialdemokratiet,2015-2019,179,2019_2,No
Bjarne Laustsen,-0.218295071174317,0.4927790168292648,Bjarne Laustsen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335157,2019-02-05T15:30:00Z,2019,Socialdemokratiet,2015-2019,222,2019_2,No
Carl Holst,0.847985708682801,0.5766557481688667,Carl Holst,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335841,2019-02-06T15:28:00Z,2019,Venstre,2015-2019,570,2019_2,Yes
Carsten Kissmeyer,-1.524721475709858,0.7200381220587915,Carsten Kissmeyer,20181_M62_referat,20181,62,"Referat af møde 62 den 20. februar, 2019 kl. 13.00",20-02-2019,337104,2019-02-20T13:38:00Z,2019,Venstre,2015-2019,399,2019_2,Yes
Christian Rabjerg Madsen,0,0.5773502691896257,Christian Rabjerg Madsen,20181_M66_referat,20181,66,"Referat af møde 66 den 27. februar, 2019 kl. 13.00",27-02-2019,338894,2019-02-27T15:32:00Z,2019,Socialdemokratiet,2015-2019,76,2019_2,No
Christina Egelund,-0.23691237601351267,1.0886865106698906,Christina Egelund,20181_M56_referat,20181,56,"Referat af møde 56 den 1. februar, 2019 kl. 10.00",01-02-2019,334989,2019-02-01T11:08:00Z,2019,Socialdemokratiet,2015-2019,127,2019_2,No
Claus Hjort Frederiksen,-0.43998432200170307,0.5593053045949745,Claus Hjort Frederiksen,20181_M62_referat,20181,62,"Referat af møde 62 den 20. februar, 2019 kl. 13.00",20-02-2019,337081,2019-02-20T13:17:00Z,2019,Venstre,2015-2019,136,2019_2,Yes
Daniel Toft Jakobsen,0.7184227608409542,0.7684383821858657,Daniel Toft Jakobsen,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335838,2019-02-06T15:09:00Z,2019,Socialdemokratiet,2015-2019,1641,2019_2,No
Ellen Trane Nørby,-1.9140169239136782,0.21452085386821995,Ellen Trane Nørby,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335725,2019-02-06T13:58:00Z,2019,Venstre,2015-2019,336,2019_2,Yes
Erik Christensen,-1.3973077396417826,0.8864749275654278,Erik Christensen,20181_M62_referat,20181,62,"Referat af møde 62 den 20. februar, 2019 kl. 13.00",20-02-2019,337206,2019-02-20T15:37:00Z,2019,Socialdemokratiet,2015-2019,230,2019_2,No
Erling Bonnesen,-0.733609390803043,1.215940317628016,Erling Bonnesen,20181_M59_referat,20181,59,"Referat af møde 59 den 7. februar, 2019 kl. 10.00",07-02-2019,336047,2019-02-07T13:13:00Z,2019,Venstre,2015-2019,650,2019_2,Yes
Flemming Møller Mortensen,-1.0927832569928129,0.35039294177490055,Flemming Møller Mortensen,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335746,2019-02-06T14:15:00Z,2019,Socialdemokratiet,2015-2019,168,2019_2,No
Hans Andersen,0.676801272863309,0.15619523437571883,Hans Andersen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335018,2019-02-05T13:20:00Z,2019,Venstre,2015-2019,382,2019_2,Yes
Henrik Dam Kristensen,0.2832207951154866,0.18213418396030476,Henrik Dam Kristensen,20181_M59_referat,20181,59,"Referat af møde 59 den 7. februar, 2019 kl. 10.00",07-02-2019,336098,2019-02-07T14:28:00Z,2019,Socialdemokratiet,2015-2019,499,2019_2,No
Jacob Jensen,-0.9796538973900795,0.380813260660713,Jacob Jensen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335594,2019-02-05T21:04:00Z,2019,Venstre,2015-2019,833,2019_2,Yes
Jan Johansen,1.0579087520496264,0.29951580958025065,Jan Johansen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,334999,2019-02-05T13:07:00Z,2019,Socialdemokratiet,2015-2019,400,2019_2,No
Jane Heitmann,-0.7380613568174578,0.7610833265677507,Jane Heitmann,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336987,2019-02-19T19:41:00Z,2019,Venstre,2015-2019,153,2019_2,Yes
Jens Joel,0.52901077900581,0.1101973728097935,Jens Joel,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335693,2019-02-06T13:37:00Z,2019,Socialdemokratiet,2015-2019,197,2019_2,No
Julie Skovsby,-0.09502014722349643,0.38497903510405795,Julie Skovsby,20181_M62_referat,20181,62,"Referat af møde 62 den 20. februar, 2019 kl. 13.00",20-02-2019,337252,2019-02-20T16:06:00Z,2019,Socialdemokratiet,2015-2019,233,2019_2,No
Karen Ellemann,-0.939331712801129,0.5373526544166581,Karen Ellemann,20181_M60_referat,20181,60,"Referat af møde 60 den 8. februar, 2019 kl. 10.00",08-02-2019,336212,2019-02-08T10:11:00Z,2019,Venstre,2015-2019,780,2019_2,Yes
Karin Gaardsted,-0.8287610166036736,0.36398757230411344,Karin Gaardsted,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335554,2019-02-05T20:00:00Z,2019,Socialdemokratiet,2015-2019,390,2019_2,No
Karsten Lauritzen,0.809154092349583,0.1871834247076901,Karsten Lauritzen,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335698,2019-02-06T13:43:00Z,2019,Venstre,2015-2019,199,2019_2,Yes
Kristian Jensen,-1.4043286407856712,0.23320341899595115,Kristian Jensen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335566,2019-02-05T20:24:00Z,2019,Venstre,2015-2019,1504,2019_2,Yes
Kristian Pihl Lorentzen,0.8986054293728265,0.23167242528947585,Kristian Pihl Lorentzen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,334998,2019-02-05T13:00:00Z,2019,Venstre,2015-2019,956,2019_2,Yes
Kaare Dybvad,-0.49934546324955154,0.5927687216463405,Kaare Dybvad,20181_M60_referat,20181,60,"Referat af møde 60 den 8. februar, 2019 kl. 10.00",08-02-2019,336313,2019-02-08T11:42:00Z,2019,Socialdemokratiet,2015-2019,585,2019_2,No
Lars Aslan Rasmussen,-0.5992876681630287,0.18120182632944126,Lars Aslan Rasmussen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335460,2019-02-05T18:45:00Z,2019,Socialdemokratiet,2015-2019,152,2019_2,No
Lars Løkke Rasmussen,0.4078854705083867,0.15706339820865703,Lars Løkke Rasmussen,20181_M65_referat,20181,65,"Referat af møde 65 den 26. februar, 2019 kl. 13.00",26-02-2019,337962,2019-02-26T13:00:00Z,2019,Venstre,2015-2019,807,2019_2,Yes
Lea Wermelin,0,0.44721359549995793,Lea Wermelin,20181_M59_referat,20181,59,"Referat af møde 59 den 7. februar, 2019 kl. 10.00",07-02-2019,336050,2019-02-07T13:26:00Z,2019,Socialdemokratiet,2015-2019,351,2019_2,No
Leif Lahn Jensen,0.5027187132418766,0.13145609985057394,Leif Lahn Jensen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335081,2019-02-05T14:19:00Z,2019,Socialdemokratiet,2015-2019,209,2019_2,No
Louise Schack Elholm,-0.06828706634835097,0.458696204429805,Louise Schack Elholm,20181_M59_referat,20181,59,"Referat af møde 59 den 7. februar, 2019 kl. 10.00",07-02-2019,336022,2019-02-07T13:00:00Z,2019,Venstre,2015-2019,281,2019_2,Yes
Mads Fuglede,-0.322391802683548,0.18208890899502925,Mads Fuglede,20181_M56_referat,20181,56,"Referat af møde 56 den 1. februar, 2019 kl. 10.00",01-02-2019,334921,2019-02-01T10:15:00Z,2019,Venstre,2015-2019,249,2019_2,Yes
Marcus Knuth,0.39449638797863545,0.7185751262752602,Marcus Knuth,20181_M65_referat,20181,65,"Referat af møde 65 den 26. februar, 2019 kl. 13.00",26-02-2019,338280,2019-02-26T18:03:00Z,2019,Venstre,2015-2019,482,2019_2,Yes
Martin Geertsen,1.2347055705167727,0.2755591134065967,Martin Geertsen,20181_M65_referat,20181,65,"Referat af møde 65 den 26. februar, 2019 kl. 13.00",26-02-2019,338069,2019-02-26T14:46:00Z,2019,Venstre,2015-2019,622,2019_2,Yes
Mattias Tesfaye,-0.3944253783341895,0.1698131081021081,Mattias Tesfaye,20181_M56_referat,20181,56,"Referat af møde 56 den 1. februar, 2019 kl. 10.00",01-02-2019,334912,2019-02-01T10:09:00Z,2019,Socialdemokratiet,2015-2019,456,2019_2,No
Mette Frederiksen,0.2782310697810489,0.41225570154222185,Mette Frederiksen,20181_M65_referat,20181,65,"Referat af møde 65 den 26. februar, 2019 kl. 13.00",26-02-2019,337964,2019-02-26T13:06:00Z,2019,Socialdemokratiet,2015-2019,425,2019_2,No
Mette Reissmann,0.6229733699511941,0.4567093728829006,Mette Reissmann,20181_M65_referat,20181,65,"Referat af møde 65 den 26. februar, 2019 kl. 13.00",26-02-2019,338268,2019-02-26T17:50:00Z,2019,Socialdemokratiet,2015-2019,688,2019_2,No
Morten Bødskov,0.17717357119531216,0.633840796789146,Morten Bødskov,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336756,2019-02-19T15:49:00Z,2019,Socialdemokratiet,2015-2019,279,2019_2,No
Orla Hav,1.2547728465460966,0.26728857847900034,Orla Hav,20181_M62_referat,20181,62,"Referat af møde 62 den 20. februar, 2019 kl. 13.00",20-02-2019,337201,2019-02-20T15:35:00Z,2019,Socialdemokratiet,2015-2019,163,2019_2,No
Pernille Rosenkrantz-Theil,-1.1218107068762877,0.28778401725846875,Pernille Rosenkrantz-Theil,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336902,2019-02-19T18:27:00Z,2019,Socialdemokratiet,2015-2019,644,2019_2,No
Pernille Schnoor,-0.9546648159620719,0.2720666729624226,Pernille Schnoor,20181_M60_referat,20181,60,"Referat af møde 60 den 8. februar, 2019 kl. 10.00",08-02-2019,336240,2019-02-08T10:36:00Z,2019,Socialdemokratiet,2015-2019,829,2019_2,No
Peter Hummelgaard Thomsen,-0.12452342045515519,0.6066747324949767,Peter Hummelgaard Thomsen,20181_M60_referat,20181,60,"Referat af møde 60 den 8. februar, 2019 kl. 10.00",08-02-2019,336547,2019-02-08T15:15:00Z,2019,Socialdemokratiet,2015-2019,198,2019_2,No
Peter Juel-Jensen,0,0.6324555320336759,Peter Juel-Jensen,20181_M67_referat,20181,67,"Referat af møde 67 den 28. februar, 2019 kl. 10.00",28-02-2019,339229,2019-02-28T15:50:00Z,2019,Venstre,2015-2019,156,2019_2,Yes
Preben Bang Henriksen,-0.44841911361252085,1.1073495929953905,Preben Bang Henriksen,20181_M56_referat,20181,56,"Referat af møde 56 den 1. februar, 2019 kl. 10.00",01-02-2019,334981,2019-02-01T11:02:00Z,2019,Venstre,2015-2019,296,2019_2,Yes
Rasmus Prehn,0.23541947391111534,0.12353857682077217,Rasmus Prehn,20181_M58_referat,20181,58,"Referat af møde 58 den 6. februar, 2019 kl. 13.00",06-02-2019,335715,2019-02-06T13:52:00Z,2019,Socialdemokratiet,2015-2019,236,2019_2,No
Simon Kollerup,0.14723193107870083,0.21404332516934707,Simon Kollerup,20181_M59_referat,20181,59,"Referat af møde 59 den 7. februar, 2019 kl. 10.00",07-02-2019,336101,2019-02-07T14:38:00Z,2019,Socialdemokratiet,2015-2019,559,2019_2,No
Thomas Danielsen,0.34118499593994345,0.15248339573169475,Thomas Danielsen,20181_M60_referat,20181,60,"Referat af møde 60 den 8. februar, 2019 kl. 10.00",08-02-2019,336317,2019-02-08T11:48:00Z,2019,Venstre,2015-2019,330,2019_2,Yes
Thomas Jensen,0.44337073868780175,0.5231567435781602,Thomas Jensen,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336824,2019-02-19T16:45:00Z,2019,Venstre,2015-2019,927,2019_2,Yes
Torsten Schack Pedersen,0.19787634683817493,0.275451169905818,Torsten Schack Pedersen,20181_M61_referat,20181,61,"Referat af møde 61 den 19. februar, 2019 kl. 13.00",19-02-2019,336828,2019-02-19T16:55:00Z,2019,Venstre,2015-2019,490,2019_2,Yes
Trine Bramsen,-0.3768843108689781,1.4192482625310772,Trine Bramsen,20181_M56_referat,20181,56,"Referat af møde 56 den 1. februar, 2019 kl. 10.00",01-02-2019,334979,2019-02-01T11:00:00Z,2019,Socialdemokratiet,2015-2019,170,2019_2,No
Troels Lund Poulsen,0.907396097493084,0.17846862963008014,Troels Lund Poulsen,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335045,2019-02-05T13:41:00Z,2019,Venstre,2015-2019,458,2019_2,Yes
Troels Ravn,0.9593075295078162,0.3337380961252466,Troels Ravn,20181_M57_referat,20181,57,"Referat af møde 57 den 5. februar, 2019 kl. 13.00",05-02-2019,335166,2019-02-05T15:37:00Z,2019,Socialdemokratiet,2015-2019,116,2019_2,No
Yildiz Akdogan,0,0.6324555320336759,Yildiz Akdogan,20181_M67_referat,20181,67,"Referat af møde 67 den 28. februar, 2019 kl. 10.00",28-02-2019,339262,2019-02-28T16:19:00Z,2019,Socialdemokratiet,2015-2019,487,2019_2,No
Ane Halsboe-Jørgensen,0.13397373553832978,0.26789135086084914,Ane Halsboe-Jørgensen,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340060,2019-03-13T15:21:00Z,2019,Socialdemokratiet,2015-2019,171,2019_3,No
Annette Lind,-0.27794213002940604,0.5859665573530228,Annette Lind,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340850,2019-03-19T17:53:00Z,2019,Socialdemokratiet,2015-2019,602,2019_3,No
Anni Matthiesen,0.17293699714680524,0.17703237924940687,Anni Matthiesen,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340854,2019-03-19T18:00:00Z,2019,Venstre,2015-2019,262,2019_3,Yes
Astrid Krag,0,0.3086066999241838,Astrid Krag,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,339920,2019-03-13T13:21:00Z,2019,Socialdemokratiet,2015-2019,206,2019_3,No
Benny Engelbrecht,-1.1653696916105503,0.21608733514723796,Benny Engelbrecht,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339466,2019-03-01T11:31:00Z,2019,Socialdemokratiet,2015-2019,235,2019_3,No
Bertel Haarder,-0.30014147336153124,0.3974903321400204,Bertel Haarder,20181_M75_referat,20181,75,"Referat af møde 75 den 26. marts, 2019 kl. 13.00",26-03-2019,341306,2019-03-26T15:35:00Z,2019,Venstre,2015-2019,148,2019_3,Yes
Bjarne Laustsen,-0.42768213346612555,0.6594222786920589,Bjarne Laustsen,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340620,2019-03-19T13:29:00Z,2019,Socialdemokratiet,2015-2019,594,2019_3,No
Christian Rabjerg Madsen,0.179664520182604,0.16911787820721602,Christian Rabjerg Madsen,20181_M76_referat,20181,76,"Referat af møde 76 den 27. marts, 2019 kl. 13.00",27-03-2019,341595,2019-03-27T14:28:00Z,2019,Socialdemokratiet,2015-2019,76,2019_3,No
Christina Egelund,-0.022853703374764035,0.2689158952404756,Christina Egelund,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339384,2019-03-01T10:09:00Z,2019,Socialdemokratiet,2015-2019,104,2019_3,No
Claus Hjort Frederiksen,0.3595779990047648,0.5901418847616516,Claus Hjort Frederiksen,20181_M76_referat,20181,76,"Referat af møde 76 den 27. marts, 2019 kl. 13.00",27-03-2019,341448,2019-03-27T13:00:00Z,2019,Venstre,2015-2019,259,2019_3,Yes
Daniel Toft Jakobsen,0.49464266548024916,0.7162304327698598,Daniel Toft Jakobsen,20181_M72_referat,20181,72,"Referat af møde 72 den 15. marts, 2019 kl. 10.00",15-03-2019,340596,2019-03-15T12:23:00Z,2019,Socialdemokratiet,2015-2019,310,2019_3,No
Ellen Trane Nørby,-0.3768389671493574,0.3552082863432406,Ellen Trane Nørby,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339851,2019-03-12T18:21:00Z,2019,Venstre,2015-2019,1302,2019_3,Yes
Erling Bonnesen,0.40218015792944,0.1664500290770341,Erling Bonnesen,20181_M75_referat,20181,75,"Referat af møde 75 den 26. marts, 2019 kl. 13.00",26-03-2019,341420,2019-03-26T19:08:00Z,2019,Venstre,2015-2019,104,2019_3,Yes
Flemming Møller Mortensen,-0.2626344786894046,0.18568291309841012,Flemming Møller Mortensen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339839,2019-03-12T17:55:00Z,2019,Socialdemokratiet,2015-2019,622,2019_3,No
Hans Andersen,-0.09106018398718595,0.47805311048021915,Hans Andersen,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340465,2019-03-14T13:50:00Z,2019,Venstre,2015-2019,189,2019_3,Yes
Henrik Dam Kristensen,-1.3412533231740897,0.22943345381255698,Henrik Dam Kristensen,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339529,2019-03-01T12:36:00Z,2019,Socialdemokratiet,2015-2019,370,2019_3,No
Jacob Jensen,0.6801611176893754,0.6225160194620314,Jacob Jensen,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339383,2019-03-01T10:09:00Z,2019,Venstre,2015-2019,225,2019_3,Yes
Jane Heitmann,-0.9508169280284497,0.5057312502011082,Jane Heitmann,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339843,2019-03-12T18:03:00Z,2019,Venstre,2015-2019,672,2019_3,Yes
