row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id
Lars Barfoed,-0.38317477660601335,0.1901301592799577,Lars Barfoed,20111_M10_referat,20111,10,"Referat af møde 10 den 15. november, 2011 kl. 13.00",15-11-2011,76146,2011-11-15T13:00:00Z,2011,Det Konservative Folkeparti,2011-2015,172,2011_11
Lars Christian Lilleholt,0.10402972658864501,0.129542891077987,Lars Christian Lilleholt,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78179,2011-11-24T13:03:00Z,2011,Venstre,2011-2015,56,2011_11
Lars Dohn,-0.3510752186096784,0.5053396979468343,Lars Dohn,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78020,2011-11-24T10:18:00Z,2011,Enhedslisten,2011-2015,75,2011_11
Lars Løkke Rasmussen,0,0.7071067811865476,Lars Løkke Rasmussen,20111_M9_referat,20111,9,"Referat af møde 9 den 10. november, 2011 kl. 10.00",10-11-2011,76141,2011-11-10T20:30:00Z,2011,Venstre,2011-2015,65,2011_11
Leif Lahn Jensen,0,0.2581988897471611,Leif Lahn Jensen,20111_M18_referat,20111,18,"Referat af møde 18 den 25. november, 2011 kl. 10.00",25-11-2011,78493,2011-11-25T10:47:00Z,2011,Socialdemokratiet,2011-2015,183,2011_11
Leif Mikkelsen,-0.036741381331351707,0.4305938225113987,Leif Mikkelsen,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78022,2011-11-24T10:19:00Z,2011,Liberal Alliance,2011-2015,192,2011_11
Lene Espersen,-1.013305882449399,0.2761623526602725,Lene Espersen,20111_M15_referat,20111,15,"Referat af møde 15 den 22. november, 2011 kl. 13.00",22-11-2011,77264,2011-11-22T14:34:00Z,2011,Det Konservative Folkeparti,2011-2015,114,2011_11
Lennart Damsbo-Andersen,-0.01620896013781757,0.11148875228495218,Lennart Damsbo-Andersen,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76819,2011-11-17T11:45:00Z,2011,Socialdemokratiet,2011-2015,70,2011_11
Lisbeth Bech Poulsen,-0.9460870679027995,0.1991521580784582,Lisbeth Bech Poulsen,20111_M13_referat,20111,13,"Referat af møde 13 den 18. november, 2011 kl. 10.00",18-11-2011,77139,2011-11-18T10:13:00Z,2011,Socialistisk Folkeparti,2011-2015,245,2011_11
Liselott Blixt,0.09020606625920283,0.38595611666647117,Liselott Blixt,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76682,2011-11-16T18:25:00Z,2011,Dansk Folkeparti,2011-2015,181,2011_11
Liv Holm Andersen,-0.7449788088178478,0.6657400409339137,Liv Holm Andersen,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78016,2011-11-24T10:15:00Z,2011,Radikale Venstre,2011-2015,333,2011_11
Lone Loklindt,-0.49268026065778203,0.5236418486930018,Lone Loklindt,20111_M13_referat,20111,13,"Referat af møde 13 den 18. november, 2011 kl. 10.00",18-11-2011,77131,2011-11-18T10:08:00Z,2011,Radikale Venstre,2011-2015,396,2011_11
Lotte Rod,-0.008509239757539082,0.22501383496405275,Lotte Rod,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78075,2011-11-24T10:50:00Z,2011,Radikale Venstre,2011-2015,298,2011_11
Louise Schack Elholm,0.23881642727678024,0.2047227843097168,Louise Schack Elholm,20111_M16_referat,20111,16,"Referat af møde 16 den 23. november, 2011 kl. 13.00",23-11-2011,77499,2011-11-23T13:00:00Z,2011,Venstre,2011-2015,69,2011_11
Mads Rørvig,0.08476256019794369,0.1857378133123201,Mads Rørvig,20111_M16_referat,20111,16,"Referat af møde 16 den 23. november, 2011 kl. 13.00",23-11-2011,77495,2011-11-23T13:00:00Z,2011,Venstre,2011-2015,57,2011_11
Magnus Heunicke,1.106374858531393,0.4225666817395723,Magnus Heunicke,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76260,2011-11-16T13:18:00Z,2011,Socialdemokratiet,2011-2015,198,2011_11
Mai Henriksen,-0.0034757750268482566,0.0850729335724403,Mai Henriksen,20111_M15_referat,20111,15,"Referat af møde 15 den 22. november, 2011 kl. 13.00",22-11-2011,77241,2011-11-22T13:47:00Z,2011,Det Konservative Folkeparti,2011-2015,266,2011_11
Maja Panduro,0,0.5773502691896257,Maja Panduro,20111_M18_referat,20111,18,"Referat af møde 18 den 25. november, 2011 kl. 10.00",25-11-2011,79194,2011-11-25T19:27:00Z,2011,Socialdemokratiet,2011-2015,281,2011_11
Marianne Jelved,-0.27080531071338376,0.0409355884657202,Marianne Jelved,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76612,2011-11-16T17:44:00Z,2011,Radikale Venstre,2011-2015,91,2011_11
Marie Krarup,0.22109163527181008,0.5495933001464538,Marie Krarup,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76856,2011-11-17T13:08:00Z,2011,Dansk Folkeparti,2011-2015,101,2011_11
Martin Geertsen,0.17956808316918693,0.3672142507102367,Martin Geertsen,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76274,2011-11-16T13:29:00Z,2011,Venstre,2011-2015,162,2011_11
Martin Henriksen,-0.09492944962908273,0.21170439381691872,Martin Henriksen,20111_M16_referat,20111,16,"Referat af møde 16 den 23. november, 2011 kl. 13.00",23-11-2011,77880,2011-11-23T16:12:00Z,2011,Dansk Folkeparti,2011-2015,105,2011_11
Merete Dea Larsen,-0.43369895243973866,0.2268854244308361,Merete Dea Larsen,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76915,2011-11-17T13:47:00Z,2011,Venstre,2011-2015,55,2011_11
Merete Riisager,-0.5064170368613147,0.12721331641782213,Merete Riisager,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76863,2011-11-17T13:13:00Z,2011,Liberal Alliance,2011-2015,400,2011_11
Mette Bock,-0.7495669525844969,0.3087503053856844,Mette Bock,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76366,2011-11-16T14:33:00Z,2011,Liberal Alliance,2011-2015,662,2011_11
Mette Frederiksen,-0.541119665622355,0.17732736641256278,Mette Frederiksen,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76563,2011-11-16T17:15:00Z,2011,Socialdemokratiet,2011-2015,382,2011_11
Mette Gjerskov,-0.030402609840365635,0.1731584648059996,Mette Gjerskov,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76585,2011-11-16T17:31:00Z,2011,Socialdemokratiet,2011-2015,148,2011_11
Mette Hjermind Dencker,0,0.44721359549995793,Mette Hjermind Dencker,20111_M20_referat,20111,20,"Referat af møde 20 den 30. november, 2011 kl. 13.00",30-11-2011,80237,2011-11-30T13:00:00Z,2011,Dansk Folkeparti,2011-2015,55,2011_11
Mette Reissmann,-0.09662002349902313,0.6789565003209964,Mette Reissmann,20111_M18_referat,20111,18,"Referat af møde 18 den 25. november, 2011 kl. 10.00",25-11-2011,78476,2011-11-25T10:34:00Z,2011,Socialdemokratiet,2011-2015,238,2011_11
Michael Aastrup Jensen,0,0.4714045207910317,Michael Aastrup Jensen,20111_M20_referat,20111,20,"Referat af møde 20 den 30. november, 2011 kl. 13.00",30-11-2011,80411,2011-11-30T14:51:00Z,2011,Venstre,2011-2015,108,2011_11
Mike Legarth,-0.07113771895150475,0.09879851826200532,Mike Legarth,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76219,2011-11-16T13:00:00Z,2011,Det Konservative Folkeparti,2011-2015,53,2011_11
Morten Bødskov,0.0026346259849099013,0.08162995647415125,Morten Bødskov,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76471,2011-11-16T16:04:00Z,2011,Socialdemokratiet,2011-2015,443,2011_11
Morten Marinus,-0.9299031527448803,0.925846027026454,Morten Marinus,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78014,2011-11-24T10:11:00Z,2011,Venstre,2011-2015,448,2011_11
Nadeem Farooq,-1.1238348499573485,0.35040863353908186,Nadeem Farooq,20111_M17_referat,20111,17,"Referat af møde 17 den 24. november, 2011 kl. 10.00",24-11-2011,78034,2011-11-24T10:28:00Z,2011,Radikale Venstre,2011-2015,60,2011_11
Nick Hækkerup,0.2815390127150945,0.3978518991274116,Nick Hækkerup,20111_M16_referat,20111,16,"Referat af møde 16 den 23. november, 2011 kl. 13.00",23-11-2011,77934,2011-11-23T16:44:00Z,2011,Socialdemokratiet,2011-2015,193,2011_11
Ole Birk Olesen,-0.9156556943586509,0.14054928395685373,Ole Birk Olesen,20111_M10_referat,20111,10,"Referat af møde 10 den 15. november, 2011 kl. 13.00",15-11-2011,76159,2011-11-15T13:11:00Z,2011,Liberal Alliance,2011-2015,165,2011_11
Ole Hækkerup,0.5431235805404225,0.38249715370905785,Ole Hækkerup,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76725,2011-11-17T10:06:00Z,2011,Socialdemokratiet,2011-2015,221,2011_11
Orla Hav,0,0.5345224838248488,Orla Hav,20111_M19_referat,20111,19,"Referat af møde 19 den 29. november, 2011 kl. 13.00",29-11-2011,79403,2011-11-29T13:39:00Z,2011,Socialdemokratiet,2011-2015,247,2011_11
Per Clausen,-0.3802240171278246,0.14057595085628646,Per Clausen,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76244,2011-11-16T13:11:00Z,2011,Enhedslisten,2011-2015,68,2011_11
Per Stig Møller,1.0306312277233751,0.475425620710564,Per Stig Møller,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76368,2011-11-16T14:38:00Z,2011,Det Konservative Folkeparti,2011-2015,650,2011_11
Pernille Rosenkrantz-Theil,0.8423673534185677,0.4782674848381845,Pernille Rosenkrantz-Theil,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76252,2011-11-16T13:13:00Z,2011,Socialdemokratiet,2011-2015,182,2011_11
Pernille Skipper,0.25109460252206445,0.17807287566354302,Pernille Skipper,20111_M12_referat,20111,12,"Referat af møde 12 den 17. november, 2011 kl. 10.00",17-11-2011,76733,2011-11-17T10:15:00Z,2011,Enhedslisten,2011-2015,761,2011_11
Pernille Vigsø Bagge,-0.04423017224968716,0.24116957515360501,Pernille Vigsø Bagge,20111_M15_referat,20111,15,"Referat af møde 15 den 22. november, 2011 kl. 13.00",22-11-2011,77223,2011-11-22T13:21:00Z,2011,Socialistisk Folkeparti,2011-2015,75,2011_11
Peter Christensen,-0.12523585078531418,0.08135918965224032,Peter Christensen,20111_M15_referat,20111,15,"Referat af møde 15 den 22. november, 2011 kl. 13.00",22-11-2011,77199,2011-11-22T13:02:00Z,2011,Venstre,2011-2015,89,2011_11
Peter Juel Jensen,0.017460532720318486,0.1138738252800875,Peter Juel Jensen,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76573,2011-11-16T17:26:00Z,2011,Venstre,2011-2015,143,2011_11
Peter Skaarup,0.8556605447763491,0.2325764104145559,Peter Skaarup,20111_M11_referat,20111,11,"Referat af møde 11 den 16. november, 2011 kl. 13.00",16-11-2011,76214,2011-11-16T13:00:00Z,2011,Dansk Folkeparti,2011-2015,57,2011_11
