row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id
Alex Ahrendtsen,0.4026829620032381,0.16826656331883955,Alex Ahrendtsen,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141540,2013-10-08T15:25:00Z,2013,Dansk Folkeparti,2011-2015,122,2013_10
Anders Samuelsen,0,0.5345224838248488,Anders Samuelsen,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141382,2013-10-08T13:43:00Z,2013,Liberal Alliance,2011-2015,283,2013_10
Andreas Steenberg,-0.17588568990552672,0.17160752057430564,Andreas Steenberg,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142323,2013-10-10T15:10:00Z,2013,Radikale Venstre,2011-2015,103,2013_10
Ane Halsboe-Jørgensen,0.19855542769383988,0.17054900729304182,Ane Halsboe-Jørgensen,20131_M7_referat,20131,7,"Referat af møde 7 den 22. oktober, 2013 kl. 13.00",22-10-2013,142548,2013-10-22T14:12:00Z,2013,Radikale Venstre,2011-2015,110,2013_10
Anne Baastrup,0.006845193841139019,0.1612738809684445,Anne Baastrup,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141669,2013-10-08T16:45:00Z,2013,Socialistisk Folkeparti,2011-2015,119,2013_10
Anne-Mette Winther Christiansen,-0.09405750128611037,0.36386865633608995,Anne-Mette Winther Christiansen,20131_M7_referat,20131,7,"Referat af møde 7 den 22. oktober, 2013 kl. 13.00",22-10-2013,142753,2013-10-22T16:35:00Z,2013,Venstre,2011-2015,59,2013_10
Annette Lind,-1.0112223826624966,0.3279706590557597,Annette Lind,20131_M10_referat,20131,10,"Referat af møde 10 den 25. oktober, 2013 kl. 10.00",25-10-2013,143126,2013-10-25T11:16:00Z,2013,Socialdemokratiet,2011-2015,233,2013_10
Anni Matthiesen,0.2350370391837974,0.21270232092858307,Anni Matthiesen,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143468,2013-10-31T15:37:00Z,2013,Venstre,2011-2015,170,2013_10
Benedikte Kiær,0.3196867042812362,0.38668826300731557,Benedikte Kiær,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141418,2013-10-08T14:14:00Z,2013,Det Konservative Folkeparti,2011-2015,65,2013_10
Benny Engelbrecht,-0.4500500710253393,0.29022528842330414,Benny Engelbrecht,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142331,2013-10-10T15:12:00Z,2013,Socialdemokratiet,2011-2015,136,2013_10
Bent Bøgsted,0,0.816496580927726,Bent Bøgsted,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141412,2013-10-08T14:09:00Z,2013,Dansk Folkeparti,2011-2015,385,2013_10
Bertel Haarder,-0.7170450880164373,0.13693617172464467,Bertel Haarder,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,141995,2013-10-10T10:00:00Z,2013,Venstre,2011-2015,168,2013_10
Bjarne Laustsen,0,0.816496580927726,Bjarne Laustsen,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141907,2013-10-08T19:30:00Z,2013,Socialdemokratiet,2011-2015,462,2013_10
Brian Mikkelsen,-0.411080227815144,0.44583671374041395,Brian Mikkelsen,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142375,2013-10-10T15:47:00Z,2013,Det Konservative Folkeparti,2011-2015,207,2013_10
Camilla Hersom,-0.6990281829194447,0.13007998050918743,Camilla Hersom,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143318,2013-10-31T13:13:00Z,2013,Radikale Venstre,2011-2015,695,2013_10
Christian Juhl,-3.896601856353362,0.9153201379988187,Christian Juhl,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140744,2013-10-03T15:54:00Z,2013,Enhedslisten,2011-2015,114,2013_10
Christian Langballe,0,0.3535533905932738,Christian Langballe,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142150,2013-10-10T11:47:00Z,2013,Dansk Folkeparti,2011-2015,92,2013_10
Christine Antorini,0.17140380946058878,0.16566169582906057,Christine Antorini,20131_M7_referat,20131,7,"Referat af møde 7 den 22. oktober, 2013 kl. 13.00",22-10-2013,142487,2013-10-22T13:44:00Z,2013,Socialdemokratiet,2011-2015,364,2013_10
Ellen Trane Nørby,0,0.14002800840280097,Ellen Trane Nørby,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140249,2013-10-03T10:01:00Z,2013,Venstre,2011-2015,1443,2013_10
Erling Bonnesen,0,0.3535533905932738,Erling Bonnesen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140437,2013-10-03T11:49:00Z,2013,Venstre,2011-2015,150,2013_10
Esben Lunde Larsen,0,0.7071067811865476,Esben Lunde Larsen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140819,2013-10-03T16:37:00Z,2013,Venstre,2011-2015,102,2013_10
Eyvind Vesselbo,0.19274650639473617,0.18887639521121993,Eyvind Vesselbo,20131_M9_referat,20131,9,"Referat af møde 9 den 24. oktober, 2013 kl. 10.00",24-10-2013,142901,2013-10-24T10:54:00Z,2013,Venstre,2011-2015,117,2013_10
Fatma Øktem,0.3801015536681054,0.46469120839311895,Fatma Øktem,20131_M9_referat,20131,9,"Referat af møde 9 den 24. oktober, 2013 kl. 10.00",24-10-2013,142914,2013-10-24T11:11:00Z,2013,Venstre,2011-2015,856,2013_10
Finn Sørensen,-0.44479256312495197,0.1484231791175759,Finn Sørensen,20131_M9_referat,20131,9,"Referat af møde 9 den 24. oktober, 2013 kl. 10.00",24-10-2013,143000,2013-10-24T14:44:00Z,2013,Enhedslisten,2011-2015,74,2013_10
Flemming Damgaard Larsen,0,0.5773502691896257,Flemming Damgaard Larsen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140606,2013-10-03T14:39:00Z,2013,Venstre,2011-2015,140,2013_10
Flemming Møller Mortensen,0.3980044431427845,0.2881385489805868,Flemming Møller Mortensen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,141097,2013-10-03T20:34:00Z,2013,Socialdemokratiet,2011-2015,122,2013_10
Frank Aaen,0,0.2581988897471611,Frank Aaen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140794,2013-10-03T16:26:00Z,2013,Enhedslisten,2011-2015,165,2013_10
Hans Andersen,-1.1935643989341704,2.206319921862589,Hans Andersen,20131_M8_referat,20131,8,"Referat af møde 8 den 23. oktober, 2013 kl. 13.00",23-10-2013,142836,2013-10-23T13:57:00Z,2013,Venstre,2011-2015,92,2013_10
Hans Christian Schmidt,0,0.3779644730092272,Hans Christian Schmidt,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140397,2013-10-03T11:30:00Z,2013,Venstre,2011-2015,186,2013_10
Hans Kristian Skibby,-0.07987268543995096,0.116094488856824,Hans Kristian Skibby,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142321,2013-10-10T15:09:00Z,2013,Dansk Folkeparti,2011-2015,143,2013_10
Helle Thorning-Schmidt,0,0.1889822365046136,Helle Thorning-Schmidt,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,141223,2013-10-03T22:03:00Z,2013,Socialdemokratiet,2011-2015,164,2013_10
Henning Hyllested,0,0.2672612419124244,Henning Hyllested,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143232,2013-10-31T11:13:00Z,2013,Enhedslisten,2011-2015,207,2013_10
Inger Støjberg,0.5407781023821566,0.37856187661883856,Inger Støjberg,20131_M10_referat,20131,10,"Referat af møde 10 den 25. oktober, 2013 kl. 10.00",25-10-2013,143061,2013-10-25T10:00:00Z,2013,Venstre,2011-2015,560,2013_10
Jacob Jensen,0,0.5773502691896257,Jacob Jensen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140583,2013-10-03T14:25:00Z,2013,Venstre,2011-2015,63,2013_10
Jakob Ellemann-Jensen,0,0.5345224838248488,Jakob Ellemann-Jensen,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142291,2013-10-10T14:46:00Z,2013,Venstre,2011-2015,73,2013_10
Jan Johansen,0.0801178516688914,0.1952320668892177,Jan Johansen,20131_M7_referat,20131,7,"Referat af møde 7 den 22. oktober, 2013 kl. 13.00",22-10-2013,142699,2013-10-22T15:42:00Z,2013,Socialdemokratiet,2011-2015,478,2013_10
Jens Henrik Thulesen Dahl,0,0.6324555320336759,Jens Henrik Thulesen Dahl,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143316,2013-10-31T13:10:00Z,2013,Dansk Folkeparti,2011-2015,481,2013_10
Jens Joel,0,0.3244428422615251,Jens Joel,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143418,2013-10-31T14:58:00Z,2013,Socialdemokratiet,2011-2015,93,2013_10
Jeppe Mikkelsen,-0.15042174720722098,0.17589646835598652,Jeppe Mikkelsen,20131_M10_referat,20131,10,"Referat af møde 10 den 25. oktober, 2013 kl. 10.00",25-10-2013,143132,2013-10-25T11:24:00Z,2013,Radikale Venstre,2011-2015,372,2013_10
Jesper Petersen,0,0.5,Jesper Petersen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140309,2013-10-03T10:36:00Z,2013,Socialistisk Folkeparti,2011-2015,167,2013_10
Johanne Schmidt-Nielsen,0.5712446614505284,0.13598797174535812,Johanne Schmidt-Nielsen,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143381,2013-10-31T14:18:00Z,2013,Enhedslisten,2011-2015,110,2013_10
John Dyrby Paulsen,0,0.4264014327112209,John Dyrby Paulsen,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140918,2013-10-03T17:26:00Z,2013,Socialdemokratiet,2011-2015,288,2013_10
Jonas Dahl,-0.1894777172628447,0.1350927867069354,Jonas Dahl,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143295,2013-10-31T11:50:00Z,2013,Socialistisk Folkeparti,2011-2015,112,2013_10
Jørgen Arbo-Bæhr,0,0.282842712474619,Jørgen Arbo-Bæhr,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141633,2013-10-08T16:20:00Z,2013,Enhedslisten,2011-2015,59,2013_10
Jørn Dohrmann,0,0.3244428422615251,Jørn Dohrmann,20131_M11_referat,20131,11,"Referat af møde 11 den 31. oktober, 2013 kl. 10.00",31-10-2013,143435,2013-10-31T15:03:00Z,2013,Dansk Folkeparti,2011-2015,131,2013_10
Karen Ellemann,0,0.7071067811865476,Karen Ellemann,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140688,2013-10-03T15:27:00Z,2013,Venstre,2011-2015,100,2013_10
Karen Hækkerup,0.8805401475672489,0.4319530594574039,Karen Hækkerup,20131_M4_referat,20131,4,"Referat af møde 4 den 8. oktober, 2013 kl. 13.00",08-10-2013,141911,2013-10-08T19:36:00Z,2013,Socialdemokratiet,2011-2015,434,2013_10
Karin Gaardsted,0,0.6324555320336759,Karin Gaardsted,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140461,2013-10-03T13:11:00Z,2013,Socialdemokratiet,2011-2015,71,2013_10
Karina Adsbøl,0.2695663737332427,0.14591860476993962,Karina Adsbøl,20131_M3_referat,20131,3,"Referat af møde 3 den 3. oktober, 2013 kl. 10.00",03-10-2013,140842,2013-10-03T16:48:00Z,2013,Dansk Folkeparti,2011-2015,76,2013_10
Karina Lorentzen Dehnhardt,0.29446588231368626,0.11537471189288763,Karina Lorentzen Dehnhardt,20131_M6_referat,20131,6,"Referat af møde 6 den 10. oktober, 2013 kl. 10.00",10-10-2013,142077,2013-10-10T11:09:00Z,2013,Socialistisk Folkeparti,2011-2015,159,2013_10
Karsten Lauritzen,0.29295912515691624,0.2985779876844376,Karsten Lauritzen,20131_M5_referat,20131,5,"Referat af møde 5 den 9. oktober, 2013 kl. 13.00",09-10-2013,141915,2013-10-09T13:14:00Z,2013,Venstre,2011-2015,65,2013_10
