row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id
Alex Vanopslagh,-0.024879390920792,0.6632054967869306,Alex Vanopslagh,20201_M113_referat,20201,113,"Referat af møde 113 den 11. maj, 2021 kl. 13.00",11-05-2021,431638,2021-05-11T14:02:00Z,2021,Liberal Alliance,2019-,163,2021_5
Anders Kronborg,-0.2594605141556199,0.5980376492577918,Anders Kronborg,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432518,2021-05-12T16:18:00Z,2021,Socialdemokratiet,2019-,64,2021_5
Anne Honoré Østergaard,0.179809341215927,0.36708684554912563,Anne Honoré Østergaard,20201_M108_referat,20201,108,"Referat af møde 108 den 4. maj, 2021 kl. 13.00",04-05-2021,428548,2021-05-04T17:12:00Z,2021,Venstre,2019-,118,2021_5
Anne Valentina Berthelsen,0,0.3651483716701107,Anne Valentina Berthelsen,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,430036,2021-05-05T21:01:00Z,2021,Socialistisk Folkeparti,2019-,90,2021_5
Annette Lind,-0.07427522460778123,0.09626442417917844,Annette Lind,20201_M112_referat,20201,112,"Referat af møde 112 den 10. maj, 2021 kl. 10.00",10-05-2021,431351,2021-05-10T14:14:00Z,2021,Socialdemokratiet,2019-,51,2021_5
Anni Matthiesen,0.0642871048811189,0.06959061647735193,Anni Matthiesen,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432859,2021-05-17T15:29:00Z,2021,Venstre,2019-,121,2021_5
Astrid Carøe,-0.37387831389692555,0.14870216132298184,Astrid Carøe,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432201,2021-05-12T10:54:00Z,2021,Socialistisk Folkeparti,2019-,117,2021_5
Bent Bøgsted,-0.4141225008032529,0.11822524861614453,Bent Bøgsted,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429143,2021-05-05T10:18:00Z,2021,Dansk Folkeparti,2019-,96,2021_5
Birgitte Bergman,-0.3440695271919203,0.1662485426367183,Birgitte Bergman,20201_M118_referat,20201,118,"Referat af møde 118 den 19. maj, 2021 kl. 13.00",19-05-2021,433730,2021-05-19T15:10:00Z,2021,Det Konservative Folkeparti,2019-,95,2021_5
Birgitte Vind,-0.3536436901874287,0.16824976668505037,Birgitte Vind,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432702,2021-05-17T12:00:00Z,2021,Socialdemokratiet,2019-,97,2021_5
Bjørn Brandenborg,-0.7184242748528404,0.28269599365299614,Bjørn Brandenborg,20201_M124_referat,20201,124,"Referat af møde 124 den 28. maj, 2021 kl. 10.00",28-05-2021,436256,2021-05-28T12:48:00Z,2021,Socialdemokratiet,2019-,120,2021_5
Britt Bager,-0.9587247357521299,0.3267980429011468,Britt Bager,20201_M111_referat,20201,111,"Referat af møde 111 den 7. maj, 2021 kl. 10.00",07-05-2021,431049,2021-05-07T13:36:00Z,2021,Venstre,2019-,428,2021_5
Camilla Fabricius,-0.7836212822411777,0.17712676234047123,Camilla Fabricius,20201_M108_referat,20201,108,"Referat af møde 108 den 4. maj, 2021 kl. 13.00",04-05-2021,428691,2021-05-04T19:18:00Z,2021,Socialdemokratiet,2019-,894,2021_5
Carl Valentin,0.012461761268424021,0.1343772224525285,Carl Valentin,20201_M112_referat,20201,112,"Referat af møde 112 den 10. maj, 2021 kl. 10.00",10-05-2021,431130,2021-05-10T10:27:00Z,2021,Socialistisk Folkeparti,2019-,105,2021_5
Charlotte Broman Mølbæk,-0.3621671772349625,0.11194047605635563,Charlotte Broman Mølbæk,20201_M111_referat,20201,111,"Referat af møde 111 den 7. maj, 2021 kl. 10.00",07-05-2021,431067,2021-05-07T13:55:00Z,2021,Socialistisk Folkeparti,2019-,169,2021_5
Christian Juhl,-0.1590193028175871,0.17180272412786424,Christian Juhl,20201_M117_referat,20201,117,"Referat af møde 117 den 18. maj, 2021 kl. 13.00",18-05-2021,433267,2021-05-18T15:37:00Z,2021,Enhedslisten,2019-,139,2021_5
Christoffer Aagaard Melson,-0.5153801924358017,0.12614211917841692,Christoffer Aagaard Melson,20201_M117_referat,20201,117,"Referat af møde 117 den 18. maj, 2021 kl. 13.00",18-05-2021,433206,2021-05-18T14:40:00Z,2021,Venstre,2019-,64,2021_5
Daniel Toft Jakobsen,0,0.6324555320336759,Daniel Toft Jakobsen,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429755,2021-05-05T18:03:00Z,2021,Socialdemokratiet,2019-,106,2021_5
Dennis Flydtkjær,0.9008240717771095,0.2208522308304874,Dennis Flydtkjær,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432447,2021-05-12T15:06:00Z,2021,Dansk Folkeparti,2019-,113,2021_5
Erling Bonnesen,-1.3322004958948415,0.3629420682305417,Erling Bonnesen,20201_M120_referat,20201,120,"Referat af møde 120 den 21. maj, 2021 kl. 10.00",21-05-2021,434659,2021-05-21T10:53:00Z,2021,Venstre,2019-,78,2021_5
Eva Flyvholm,0.5036718172102848,0.11452898214809808,Eva Flyvholm,20201_M111_referat,20201,111,"Referat af møde 111 den 7. maj, 2021 kl. 10.00",07-05-2021,430910,2021-05-07T11:05:00Z,2021,Enhedslisten,2019-,158,2021_5
Fatma Øktem,-0.3288640383106663,0.145395228635666,Fatma Øktem,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432199,2021-05-12T10:53:00Z,2021,Venstre,2019-,101,2021_5
Halime Oguz,0,0.44721359549995793,Halime Oguz,20201_M112_referat,20201,112,"Referat af møde 112 den 10. maj, 2021 kl. 10.00",10-05-2021,431251,2021-05-10T13:05:00Z,2021,Socialistisk Folkeparti,2019-,54,2021_5
Hans Andersen,-0.7875899029436615,0.22436356325974396,Hans Andersen,20201_M120_referat,20201,120,"Referat af møde 120 den 21. maj, 2021 kl. 10.00",21-05-2021,434809,2021-05-21T13:24:00Z,2021,Venstre,2019-,113,2021_5
Hans Kristian Skibby,0.42876652734637166,0.13997542710886987,Hans Kristian Skibby,20201_M114_referat,20201,114,"Referat af møde 114 den 11. maj, 2021 kl. 14.30",11-05-2021,431909,2021-05-11T18:52:00Z,2021,Dansk Folkeparti,2019-,108,2021_5
Heidi Bank,0,0.4264014327112209,Heidi Bank,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429597,2021-05-05T15:48:00Z,2021,Venstre,2019-,123,2021_5
Henrik Dahl,-0.7248556401449537,0.258938775178226,Henrik Dahl,20201_M124_referat,20201,124,"Referat af møde 124 den 28. maj, 2021 kl. 10.00",28-05-2021,436237,2021-05-28T12:41:00Z,2021,Liberal Alliance,2019-,198,2021_5
Henrik Dam Kristensen,0.06147446135619377,0.28370134006098424,Henrik Dam Kristensen,20201_M118_referat,20201,118,"Referat af møde 118 den 19. maj, 2021 kl. 13.00",19-05-2021,433661,2021-05-19T14:16:00Z,2021,Socialdemokratiet,2019-,137,2021_5
Henrik Møller,0.06327788182831619,0.1388775760736301,Henrik Møller,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,433009,2021-05-17T17:39:00Z,2021,Socialdemokratiet,2019-,608,2021_5
Ida Auken,0,0.5345224838248488,Ida Auken,20201_M110_referat,20201,110,"Referat af møde 110 den 6. maj, 2021 kl. 10.00",06-05-2021,430186,2021-05-06T11:02:00Z,2021,Radikale Venstre,2019-,69,2021_5
Ina Strøjer-Schmidt,-0.8297894890898722,0.5550369795890784,Ina Strøjer-Schmidt,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432850,2021-05-17T15:10:00Z,2021,Socialistisk Folkeparti,2019-,184,2021_5
Inger Støjberg,0.8687044449337246,0.23292413435822615,Inger Støjberg,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432406,2021-05-12T14:26:00Z,2021,Venstre,2019-,239,2021_5
Jacob Jensen,-0.27218484748025734,0.46515207346648607,Jacob Jensen,20201_M108_referat,20201,108,"Referat af møde 108 den 4. maj, 2021 kl. 13.00",04-05-2021,428352,2021-05-04T15:02:00Z,2021,Venstre,2019-,942,2021_5
Jakob Ellemann-Jensen,0.42217640216605845,0.7659419282959787,Ellemann-Jensen,20201_M113_referat,20201,113,"Referat af møde 113 den 11. maj, 2021 kl. 13.00",11-05-2021,431564,2021-05-11T13:10:00Z,2021,Venstre,2019-,91,2021_5
Jakob Sølvhøj,-0.9811650541172127,0.5490486669448914,Jakob Sølvhøj,20201_M114_referat,20201,114,"Referat af møde 114 den 11. maj, 2021 kl. 14.30",11-05-2021,431712,2021-05-11T15:49:00Z,2021,Enhedslisten,2019-,141,2021_5
Jane Heitmann,-0.19282404558603033,0.086891656407139,Jane Heitmann,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432695,2021-05-17T11:57:00Z,2021,Venstre,2019-,157,2021_5
Jens Henrik Thulesen Dahl,-0.4110560802165328,0.2260995557060315,Jens Henrik Thulesen Dahl,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429646,2021-05-05T16:19:00Z,2021,Dansk Folkeparti,2019-,94,2021_5
Jens Joel,-0.20327399676085048,0.37597756308257535,Jens Joel,20201_M114_referat,20201,114,"Referat af møde 114 den 11. maj, 2021 kl. 14.30",11-05-2021,431738,2021-05-11T16:10:00Z,2021,Socialdemokratiet,2019-,141,2021_5
Jens Rohde,0.4861404696631738,0.07003673975075884,Jens Rohde,20201_M110_referat,20201,110,"Referat af møde 110 den 6. maj, 2021 kl. 10.00",06-05-2021,430685,2021-05-06T18:03:00Z,2021,Radikale Venstre,2019-,70,2021_5
Jeppe Bruus,0.9215631084158995,0.13460651442040228,Jeppe Bruus,20201_M119_referat,20201,119,"Referat af møde 119 den 20. maj, 2021 kl. 10.00",20-05-2021,434204,2021-05-20T14:39:00Z,2021,Socialdemokratiet,2019-,77,2021_5
Jeppe Kofod,0.28534914959462443,0.12969807860013702,Jeppe Kofod,20201_M122_referat,20201,122,"Referat af møde 122 den 26. maj, 2021 kl. 10.00",26-05-2021,435385,2021-05-26T13:15:00Z,2021,Socialdemokratiet,2019-,213,2021_5
Jette Gottlieb,-0.020764755413787882,0.1676739684403584,Jette Gottlieb,20201_M120_referat,20201,120,"Referat af møde 120 den 21. maj, 2021 kl. 10.00",21-05-2021,434789,2021-05-21T13:09:00Z,2021,Enhedslisten,2019-,94,2021_5
Julie Skovsby,0.001014364394034835,0.3644852810706202,Julie Skovsby,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429701,2021-05-05T17:02:00Z,2021,Socialdemokratiet,2019-,73,2021_5
Karen Ellemann,0.9896543710473694,0.19687326832105248,Karen Ellemann,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429535,2021-05-05T15:13:00Z,2021,Venstre,2019-,58,2021_5
Karina Adsbøl,-0.6195831624430678,0.08045113204419466,Karina Adsbøl,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432844,2021-05-17T15:08:00Z,2021,Dansk Folkeparti,2019-,110,2021_5
Karina Lorentzen Dehnhardt,0.8170167239808848,0.10211755638676731,Karina Lorentzen Dehnhardt,20201_M120_referat,20201,120,"Referat af møde 120 den 21. maj, 2021 kl. 10.00",21-05-2021,434846,2021-05-21T14:08:00Z,2021,Socialistisk Folkeparti,2019-,219,2021_5
Karsten Hønge,0.3676020201501357,0.09625649764497586,Karsten Hønge,20201_M116_referat,20201,116,"Referat af møde 116 den 17. maj, 2021 kl. 10.00",17-05-2021,432973,2021-05-17T17:04:00Z,2021,Socialistisk Folkeparti,2019-,225,2021_5
Kasper Roug,-0.2543129854578085,0.26473438765917007,Kasper Roug,20201_M117_referat,20201,117,"Referat af møde 117 den 18. maj, 2021 kl. 13.00",18-05-2021,433127,2021-05-18T13:22:00Z,2021,Socialdemokratiet,2019-,119,2021_5
Kasper Sand Kjær,0,0.5345224838248488,Kasper Sand Kjær,20201_M111_referat,20201,111,"Referat af møde 111 den 7. maj, 2021 kl. 10.00",07-05-2021,431055,2021-05-07T13:47:00Z,2021,Socialdemokratiet,2019-,218,2021_5
Katarina Ammitzbøll,0.03663957600556785,0.1102991318786645,Katarina Ammitzbøll,20201_M110_referat,20201,110,"Referat af møde 110 den 6. maj, 2021 kl. 10.00",06-05-2021,430154,2021-05-06T10:42:00Z,2021,Det Konservative Folkeparti,2019-,148,2021_5
Kathrine Olldag,0.10830865169347845,0.16391440862757603,Kathrine Olldag,20201_M115_referat,20201,115,"Referat af møde 115 den 12. maj, 2021 kl. 10.00",12-05-2021,432421,2021-05-12T14:42:00Z,2021,Radikale Venstre,2019-,309,2021_5
Katrine Robsøe,0.02510724806748544,0.6005379509670212,Katrine Robsøe,20201_M108_referat,20201,108,"Referat af møde 108 den 4. maj, 2021 kl. 13.00",04-05-2021,428342,2021-05-04T14:55:00Z,2021,Radikale Venstre,2019-,58,2021_5
Kim Valentin,0.2793899359583518,0.1351414298490688,Kim Valentin,20201_M107_referat,20201,107,"Referat af møde 107 den 3. maj, 2021 kl. 10.00",03-05-2021,427945,2021-05-03T16:02:00Z,2021,Venstre,2019-,97,2021_5
Kirsten Normann Andersen,-0.08620320805005662,0.10364244194779215,Kirsten Normann Andersen,20201_M118_referat,20201,118,"Referat af møde 118 den 19. maj, 2021 kl. 13.00",19-05-2021,433797,2021-05-19T16:04:00Z,2021,Socialistisk Folkeparti,2019-,509,2021_5
Kristian Hegaard,-0.5669069547221105,0.08639902178265227,Kristian Hegaard,20201_M110_referat,20201,110,"Referat af møde 110 den 6. maj, 2021 kl. 10.00",06-05-2021,430496,2021-05-06T15:49:00Z,2021,Radikale Venstre,2019-,57,2021_5
Kristian Pihl Lorentzen,0,0.4714045207910317,Kristian Pihl Lorentzen,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429973,2021-05-05T20:25:00Z,2021,Venstre,2019-,80,2021_5
Kristian Thulesen Dahl,0.048777629611996456,0.21595745082482298,Kristian Thulesen Dahl,20201_M109_referat,20201,109,"Referat af møde 109 den 5. maj, 2021 kl. 10.00",05-05-2021,429310,2021-05-05T13:19:00Z,2021,Dansk Folkeparti,2019-,183,2021_5
Lars Aslan Rasmussen,0.15141913622637979,0.26139938754961,Lars Aslan Rasmussen,20201_M112_referat,20201,112,"Referat af møde 112 den 10. maj, 2021 kl. 10.00",10-05-2021,431214,2021-05-10T11:44:00Z,2021,Socialdemokratiet,2019-,158,2021_5
Lars Boje Mathiesen,0.2729471351450727,0.04332230014376446,Lars Boje Mathiesen,20201_M119_referat,20201,119,"Referat af møde 119 den 20. maj, 2021 kl. 10.00",20-05-2021,434488,2021-05-20T18:30:00Z,2021,Nye Borgerlige,2019-,72,2021_5
