From,To,overlaps.OV,Month
Venstre,Det Konservative Folkeparti,0.8137996576424684,1995-10-01
Venstre,Enhedslisten,0.637229690156016,1995-10-01
Venstre,Radikale Venstre,0.4791493795186658,1995-10-01
Socialdemokratiet,Fremskridtspartiet,0.6044482615185155,1995-10-01
Socialdemokratiet,Socialistisk Folkeparti,0.5569116933226044,1995-10-01
Socialdemokratiet,Venstre,0.5454599769886754,1995-10-01
Socialdemokratiet,Det Konservative Folkeparti,0.5783827989906984,1995-10-01
Socialdemokratiet,Enhedslisten,0.5817160068715276,1995-10-01
Socialdemokratiet,Radikale Venstre,0.645487263354798,1995-10-01
Det Konservative Folkeparti,Fremskridtspartiet,0.6570464031769228,1995-10-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.5330515643867967,1995-10-01
Det Konservative Folkeparti,Venstre,0.8137996576424684,1995-10-01
Det Konservative Folkeparti,Socialdemokratiet,0.5783827989906984,1995-10-01
Det Konservative Folkeparti,Enhedslisten,0.6992164797980024,1995-10-01
Det Konservative Folkeparti,Radikale Venstre,0.5339496236428035,1995-10-01
Enhedslisten,Fremskridtspartiet,0.8350268749226594,1995-10-01
Enhedslisten,Socialistisk Folkeparti,0.452702868080178,1995-10-01
Enhedslisten,Venstre,0.637229690156016,1995-10-01
Enhedslisten,Socialdemokratiet,0.5817160068715276,1995-10-01
Enhedslisten,Det Konservative Folkeparti,0.6992164797980024,1995-10-01
Enhedslisten,Radikale Venstre,0.5926073888403376,1995-10-01
Radikale Venstre,Fremskridtspartiet,0.6310956451877723,1995-10-01
Radikale Venstre,Socialistisk Folkeparti,0.44293165157218317,1995-10-01
Radikale Venstre,Venstre,0.4791493795186658,1995-10-01
Radikale Venstre,Socialdemokratiet,0.645487263354798,1995-10-01
Radikale Venstre,Det Konservative Folkeparti,0.5339496236428035,1995-10-01
Radikale Venstre,Enhedslisten,0.5926073888403376,1995-10-01
Fremskridtspartiet,Socialistisk Folkeparti,0.8395417625362797,1995-11-01
Fremskridtspartiet,Centrum,0.6587337906682031,1995-11-01
Fremskridtspartiet,Det Konservative Folkeparti,0.7365381269998926,1995-11-01
Fremskridtspartiet,Socialdemokratiet,0.7867938962357142,1995-11-01
Fremskridtspartiet,Venstre,0.7511178557651581,1995-11-01
Fremskridtspartiet,Enhedslisten,0.65668993648655,1995-11-01
Fremskridtspartiet,Radikale Venstre,0.9031904794538631,1995-11-01
Socialistisk Folkeparti,Fremskridtspartiet,0.8395417625362797,1995-11-01
Socialistisk Folkeparti,Centrum,0.6069368681600772,1995-11-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.634555740926281,1995-11-01
Socialistisk Folkeparti,Socialdemokratiet,0.8053339060954134,1995-11-01
Socialistisk Folkeparti,Venstre,0.7959922662088714,1995-11-01
Socialistisk Folkeparti,Enhedslisten,0.7296138667638185,1995-11-01
Socialistisk Folkeparti,Radikale Venstre,0.8744550921040223,1995-11-01
Det Konservative Folkeparti,Fremskridtspartiet,0.7365381269998926,1995-11-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.634555740926281,1995-11-01
Det Konservative Folkeparti,Socialdemokratiet,0.6396212274651807,1995-11-01
Det Konservative Folkeparti,Venstre,0.5890143614106415,1995-11-01
Det Konservative Folkeparti,Enhedslisten,0.5286985858903891,1995-11-01
Det Konservative Folkeparti,Radikale Venstre,0.702472996018547,1995-11-01
Socialdemokratiet,Fremskridtspartiet,0.7867938962357142,1995-11-01
Socialdemokratiet,Socialistisk Folkeparti,0.8053339060954134,1995-11-01
Socialdemokratiet,Det Konservative Folkeparti,0.6396212274651807,1995-11-01
Socialdemokratiet,Venstre,0.8728738964110309,1995-11-01
Socialdemokratiet,Enhedslisten,0.6022818524337434,1995-11-01
Socialdemokratiet,Radikale Venstre,0.8035363724641825,1995-11-01
Venstre,Fremskridtspartiet,0.7511178557651581,1995-11-01
Venstre,Socialistisk Folkeparti,0.7959922662088714,1995-11-01
Venstre,Det Konservative Folkeparti,0.5890143614106415,1995-11-01
Venstre,Socialdemokratiet,0.8728738964110309,1995-11-01
Venstre,Enhedslisten,0.5977878411077373,1995-11-01
Venstre,Radikale Venstre,0.7511606573282311,1995-11-01
Enhedslisten,Fremskridtspartiet,0.65668993648655,1995-11-01
Enhedslisten,Socialistisk Folkeparti,0.7296138667638185,1995-11-01
Enhedslisten,Det Konservative Folkeparti,0.5286985858903891,1995-11-01
Enhedslisten,Socialdemokratiet,0.6022818524337434,1995-11-01
Enhedslisten,Venstre,0.5977878411077373,1995-11-01
Enhedslisten,Radikale Venstre,0.6983342286551657,1995-11-01
Radikale Venstre,Fremskridtspartiet,0.9031904794538631,1995-11-01
Radikale Venstre,Socialistisk Folkeparti,0.8744550921040223,1995-11-01
Radikale Venstre,Det Konservative Folkeparti,0.702472996018547,1995-11-01
Radikale Venstre,Socialdemokratiet,0.8035363724641825,1995-11-01
Radikale Venstre,Venstre,0.7511606573282311,1995-11-01
Radikale Venstre,Enhedslisten,0.6983342286551657,1995-11-01
Fremskridtspartiet,Socialistisk Folkeparti,0.6471578246502363,1995-12-01
Fremskridtspartiet,Centrum,0.5431450827785816,1995-12-01
Fremskridtspartiet,Venstre,0.6399591254718697,1995-12-01
Fremskridtspartiet,Socialdemokratiet,0.6409979462113335,1995-12-01
Fremskridtspartiet,Det Konservative Folkeparti,0.5579668372841551,1995-12-01
Fremskridtspartiet,Enhedslisten,0.6977616636027024,1995-12-01
Fremskridtspartiet,Radikale Venstre,0.5459284210988204,1995-12-01
Socialistisk Folkeparti,Fremskridtspartiet,0.6471578246502363,1995-12-01
Socialistisk Folkeparti,Centrum,0.6436184954869106,1995-12-01
Socialistisk Folkeparti,Venstre,0.625461640936076,1995-12-01
Socialistisk Folkeparti,Socialdemokratiet,0.6493615288002006,1995-12-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.7346565856553242,1995-12-01
Socialistisk Folkeparti,Enhedslisten,0.7001591584698732,1995-12-01
Socialistisk Folkeparti,Radikale Venstre,0.7220200619220035,1995-12-01
Venstre,Fremskridtspartiet,0.6399591254718697,1995-12-01
Venstre,Socialistisk Folkeparti,0.625461640936076,1995-12-01
Venstre,Socialdemokratiet,0.8745608453851701,1995-12-01
Venstre,Det Konservative Folkeparti,0.7735532607268953,1995-12-01
Venstre,Enhedslisten,0.6650703753188126,1995-12-01
Venstre,Radikale Venstre,0.7183888119911427,1995-12-01
Socialdemokratiet,Fremskridtspartiet,0.6409979462113335,1995-12-01
Socialdemokratiet,Socialistisk Folkeparti,0.6493615288002006,1995-12-01
Socialdemokratiet,Venstre,0.8745608453851701,1995-12-01
Socialdemokratiet,Det Konservative Folkeparti,0.8153789713210631,1995-12-01
Socialdemokratiet,Enhedslisten,0.7064768332001955,1995-12-01
Socialdemokratiet,Radikale Venstre,0.7452037216348284,1995-12-01
Det Konservative Folkeparti,Fremskridtspartiet,0.5579668372841551,1995-12-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.7346565856553242,1995-12-01
Det Konservative Folkeparti,Venstre,0.7735532607268953,1995-12-01
Det Konservative Folkeparti,Socialdemokratiet,0.8153789713210631,1995-12-01
Det Konservative Folkeparti,Enhedslisten,0.6475151838774196,1995-12-01
Det Konservative Folkeparti,Radikale Venstre,0.8654443690055291,1995-12-01
Enhedslisten,Fremskridtspartiet,0.6977616636027024,1995-12-01
Enhedslisten,Socialistisk Folkeparti,0.7001591584698732,1995-12-01
Enhedslisten,Venstre,0.6650703753188126,1995-12-01
Enhedslisten,Socialdemokratiet,0.7064768332001955,1995-12-01
Enhedslisten,Det Konservative Folkeparti,0.6475151838774196,1995-12-01
Enhedslisten,Radikale Venstre,0.7059624917869828,1995-12-01
Radikale Venstre,Fremskridtspartiet,0.5459284210988204,1995-12-01
Radikale Venstre,Socialistisk Folkeparti,0.7220200619220035,1995-12-01
Radikale Venstre,Venstre,0.7183888119911427,1995-12-01
Radikale Venstre,Socialdemokratiet,0.7452037216348284,1995-12-01
Radikale Venstre,Det Konservative Folkeparti,0.8654443690055291,1995-12-01
Radikale Venstre,Enhedslisten,0.7059624917869828,1995-12-01
Fremskridtspartiet,Socialistisk Folkeparti,0.860656986123344,1996-01-01
Fremskridtspartiet,Centrum,0.6045184119469783,1996-01-01
Fremskridtspartiet,Det Konservative Folkeparti,0.7680304159878966,1996-01-01
Fremskridtspartiet,Socialdemokratiet,0.44991634769476935,1996-01-01
Fremskridtspartiet,Venstre,0.49842140869208595,1996-01-01
Fremskridtspartiet,Enhedslisten,0.8916061343836266,1996-01-01
Fremskridtspartiet,Radikale Venstre,0.7809505631193304,1996-01-01
Socialistisk Folkeparti,Fremskridtspartiet,0.860656986123344,1996-01-01
Socialistisk Folkeparti,Centrum,0.5733785320640652,1996-01-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.8197063037553393,1996-01-01
Socialistisk Folkeparti,Socialdemokratiet,0.4962169976514376,1996-01-01
Socialistisk Folkeparti,Venstre,0.5385081069125677,1996-01-01
Socialistisk Folkeparti,Enhedslisten,0.8456519495211042,1996-01-01
Socialistisk Folkeparti,Radikale Venstre,0.7736867016994023,1996-01-01
Det Konservative Folkeparti,Fremskridtspartiet,0.7680304159878966,1996-01-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.8197063037553393,1996-01-01
Det Konservative Folkeparti,Socialdemokratiet,0.5581088897231187,1996-01-01
Det Konservative Folkeparti,Venstre,0.6024864034821108,1996-01-01
Det Konservative Folkeparti,Enhedslisten,0.7624772141177945,1996-01-01
Det Konservative Folkeparti,Radikale Venstre,0.724740124651503,1996-01-01
Socialdemokratiet,Fremskridtspartiet,0.44991634769476935,1996-01-01
Socialdemokratiet,Socialistisk Folkeparti,0.4962169976514376,1996-01-01
Socialdemokratiet,Det Konservative Folkeparti,0.5581088897231187,1996-01-01
Socialdemokratiet,Venstre,0.7514925129244869,1996-01-01
Socialdemokratiet,Enhedslisten,0.4597719308592031,1996-01-01
Socialdemokratiet,Radikale Venstre,0.48537611318666396,1996-01-01
Venstre,Fremskridtspartiet,0.49842140869208595,1996-01-01
Venstre,Socialistisk Folkeparti,0.5385081069125677,1996-01-01
Venstre,Det Konservative Folkeparti,0.6024864034821108,1996-01-01
Venstre,Socialdemokratiet,0.7514925129244869,1996-01-01
Venstre,Enhedslisten,0.5072623616283156,1996-01-01
Venstre,Radikale Venstre,0.5516443273033463,1996-01-01
Enhedslisten,Fremskridtspartiet,0.8916061343836266,1996-01-01
Enhedslisten,Socialistisk Folkeparti,0.8456519495211042,1996-01-01
Enhedslisten,Det Konservative Folkeparti,0.7624772141177945,1996-01-01
Enhedslisten,Socialdemokratiet,0.4597719308592031,1996-01-01
Enhedslisten,Venstre,0.5072623616283156,1996-01-01
Enhedslisten,Radikale Venstre,0.8464933875305609,1996-01-01
Radikale Venstre,Fremskridtspartiet,0.7809505631193304,1996-01-01
Radikale Venstre,Socialistisk Folkeparti,0.7736867016994023,1996-01-01
Radikale Venstre,Det Konservative Folkeparti,0.724740124651503,1996-01-01
Radikale Venstre,Socialdemokratiet,0.48537611318666396,1996-01-01
Radikale Venstre,Venstre,0.5516443273033463,1996-01-01
Radikale Venstre,Enhedslisten,0.8464933875305609,1996-01-01
Fremskridtspartiet,Socialistisk Folkeparti,0.44410556776859,1996-02-01
Fremskridtspartiet,Centrum,0.7397544467755464,1996-02-01
Fremskridtspartiet,Det Konservative Folkeparti,0.6086623472056907,1996-02-01
Fremskridtspartiet,Socialdemokratiet,0.6970928566077541,1996-02-01
Fremskridtspartiet,Venstre,0.6738451082569626,1996-02-01
Fremskridtspartiet,Enhedslisten,0.5908454109373498,1996-02-01
Fremskridtspartiet,Radikale Venstre,0.6609346641414756,1996-02-01
Socialistisk Folkeparti,Fremskridtspartiet,0.44410556776859,1996-02-01
Socialistisk Folkeparti,Centrum,0.4459063566795091,1996-02-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.47800640069739575,1996-02-01
Socialistisk Folkeparti,Socialdemokratiet,0.5130042579311588,1996-02-01
Socialistisk Folkeparti,Venstre,0.3671821127432642,1996-02-01
Socialistisk Folkeparti,Enhedslisten,0.43250405309497464,1996-02-01
Socialistisk Folkeparti,Radikale Venstre,0.5167530583075974,1996-02-01
Det Konservative Folkeparti,Fremskridtspartiet,0.6086623472056907,1996-02-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.47800640069739575,1996-02-01
Det Konservative Folkeparti,Socialdemokratiet,0.690180168980663,1996-02-01
Det Konservative Folkeparti,Venstre,0.5524661171800076,1996-02-01
Det Konservative Folkeparti,Enhedslisten,0.8310943169520861,1996-02-01
Det Konservative Folkeparti,Radikale Venstre,0.7883393894348999,1996-02-01
Socialdemokratiet,Fremskridtspartiet,0.6970928566077541,1996-02-01
Socialdemokratiet,Socialistisk Folkeparti,0.5130042579311588,1996-02-01
Socialdemokratiet,Det Konservative Folkeparti,0.690180168980663,1996-02-01
Socialdemokratiet,Venstre,0.6407470396271002,1996-02-01
Socialdemokratiet,Enhedslisten,0.7426509647958117,1996-02-01
Socialdemokratiet,Radikale Venstre,0.7490037623742015,1996-02-01
Venstre,Fremskridtspartiet,0.6738451082569626,1996-02-01
Venstre,Socialistisk Folkeparti,0.3671821127432642,1996-02-01
Venstre,Det Konservative Folkeparti,0.5524661171800076,1996-02-01
Venstre,Socialdemokratiet,0.6407470396271002,1996-02-01
Venstre,Enhedslisten,0.5890535836616401,1996-02-01
Venstre,Radikale Venstre,0.5944623189558199,1996-02-01
Enhedslisten,Fremskridtspartiet,0.5908454109373498,1996-02-01
Enhedslisten,Socialistisk Folkeparti,0.43250405309497464,1996-02-01
Enhedslisten,Det Konservative Folkeparti,0.8310943169520861,1996-02-01
Enhedslisten,Socialdemokratiet,0.7426509647958117,1996-02-01
Enhedslisten,Venstre,0.5890535836616401,1996-02-01
Enhedslisten,Radikale Venstre,0.7919845480451205,1996-02-01
Radikale Venstre,Fremskridtspartiet,0.6609346641414756,1996-02-01
Radikale Venstre,Socialistisk Folkeparti,0.5167530583075974,1996-02-01
Radikale Venstre,Det Konservative Folkeparti,0.7883393894348999,1996-02-01
Radikale Venstre,Socialdemokratiet,0.7490037623742015,1996-02-01
Radikale Venstre,Venstre,0.5944623189558199,1996-02-01
Radikale Venstre,Enhedslisten,0.7919845480451205,1996-02-01
Fremskridtspartiet,Socialistisk Folkeparti,0.6925712237389028,1996-03-01
Fremskridtspartiet,Centrum,0.47366189503864725,1996-03-01
Fremskridtspartiet,Det Konservative Folkeparti,0.6537071583443383,1996-03-01
Fremskridtspartiet,Venstre,0.7018668407789895,1996-03-01
Fremskridtspartiet,Enhedslisten,0.7754031375205227,1996-03-01
Fremskridtspartiet,Socialdemokratiet,0.6223769885379835,1996-03-01
Fremskridtspartiet,Radikale Venstre,0.5584978208533067,1996-03-01
Socialistisk Folkeparti,Fremskridtspartiet,0.6925712237389028,1996-03-01
Socialistisk Folkeparti,Centrum,0.4713393817670358,1996-03-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.6232115065289983,1996-03-01
Socialistisk Folkeparti,Venstre,0.7788374757948772,1996-03-01
Socialistisk Folkeparti,Enhedslisten,0.6748678334202323,1996-03-01
Socialistisk Folkeparti,Socialdemokratiet,0.695481802589117,1996-03-01
Socialistisk Folkeparti,Radikale Venstre,0.5543228073153047,1996-03-01
Det Konservative Folkeparti,Fremskridtspartiet,0.6537071583443383,1996-03-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.6232115065289983,1996-03-01
Det Konservative Folkeparti,Venstre,0.6506850289124108,1996-03-01
Det Konservative Folkeparti,Enhedslisten,0.5500836013402854,1996-03-01
Det Konservative Folkeparti,Socialdemokratiet,0.7124276243640563,1996-03-01
Det Konservative Folkeparti,Radikale Venstre,0.7271051587659287,1996-03-01
Venstre,Fremskridtspartiet,0.7018668407789895,1996-03-01
Venstre,Socialistisk Folkeparti,0.7788374757948772,1996-03-01
Venstre,Det Konservative Folkeparti,0.6506850289124108,1996-03-01
Venstre,Enhedslisten,0.7493435140440917,1996-03-01
Venstre,Socialdemokratiet,0.7510929441647206,1996-03-01
Venstre,Radikale Venstre,0.6525925693250778,1996-03-01
Enhedslisten,Fremskridtspartiet,0.7754031375205227,1996-03-01
Enhedslisten,Socialistisk Folkeparti,0.6748678334202323,1996-03-01
Enhedslisten,Det Konservative Folkeparti,0.5500836013402854,1996-03-01
Enhedslisten,Venstre,0.7493435140440917,1996-03-01
Enhedslisten,Socialdemokratiet,0.6119181964608152,1996-03-01
Enhedslisten,Radikale Venstre,0.5065421282860924,1996-03-01
Socialdemokratiet,Fremskridtspartiet,0.6223769885379835,1996-03-01
Socialdemokratiet,Socialistisk Folkeparti,0.695481802589117,1996-03-01
Socialdemokratiet,Det Konservative Folkeparti,0.7124276243640563,1996-03-01
Socialdemokratiet,Venstre,0.7510929441647206,1996-03-01
Socialdemokratiet,Enhedslisten,0.6119181964608152,1996-03-01
Socialdemokratiet,Radikale Venstre,0.7507358078632315,1996-03-01
Radikale Venstre,Fremskridtspartiet,0.5584978208533067,1996-03-01
Radikale Venstre,Socialistisk Folkeparti,0.5543228073153047,1996-03-01
Radikale Venstre,Det Konservative Folkeparti,0.7271051587659287,1996-03-01
Radikale Venstre,Venstre,0.6525925693250778,1996-03-01
Radikale Venstre,Enhedslisten,0.5065421282860924,1996-03-01
Radikale Venstre,Socialdemokratiet,0.7507358078632315,1996-03-01
Fremskridtspartiet,Socialistisk Folkeparti,0.43577357075304235,1996-04-01
Fremskridtspartiet,Centrum,0.30398681473829525,1996-04-01
Fremskridtspartiet,Venstre,0.6626470360824704,1996-04-01
Fremskridtspartiet,Det Konservative Folkeparti,0.6657489281883603,1996-04-01
Fremskridtspartiet,Enhedslisten,0.6936515718125263,1996-04-01
Fremskridtspartiet,Socialdemokratiet,0.6684235126070684,1996-04-01
Fremskridtspartiet,Radikale Venstre,0.6111485169639803,1996-04-01
Socialistisk Folkeparti,Fremskridtspartiet,0.43577357075304235,1996-04-01
Socialistisk Folkeparti,Centrum,0.4461950274372876,1996-04-01
Socialistisk Folkeparti,Venstre,0.545364590583411,1996-04-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.512663239231503,1996-04-01
Socialistisk Folkeparti,Enhedslisten,0.47251856872451176,1996-04-01
Socialistisk Folkeparti,Socialdemokratiet,0.5101157212600819,1996-04-01
Socialistisk Folkeparti,Radikale Venstre,0.5189062988501687,1996-04-01
Venstre,Fremskridtspartiet,0.6626470360824704,1996-04-01
Venstre,Socialistisk Folkeparti,0.545364590583411,1996-04-01
Venstre,Det Konservative Folkeparti,0.805792636463675,1996-04-01
Venstre,Enhedslisten,0.7574045429230022,1996-04-01
Venstre,Socialdemokratiet,0.7478662635356995,1996-04-01
Venstre,Radikale Venstre,0.735191857887638,1996-04-01
Det Konservative Folkeparti,Fremskridtspartiet,0.6657489281883603,1996-04-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.512663239231503,1996-04-01
Det Konservative Folkeparti,Venstre,0.805792636463675,1996-04-01
Det Konservative Folkeparti,Enhedslisten,0.715111600027682,1996-04-01
Det Konservative Folkeparti,Socialdemokratiet,0.8030854532879581,1996-04-01
Det Konservative Folkeparti,Radikale Venstre,0.6777838736588996,1996-04-01
Enhedslisten,Fremskridtspartiet,0.6936515718125263,1996-04-01
Enhedslisten,Socialistisk Folkeparti,0.47251856872451176,1996-04-01
Enhedslisten,Venstre,0.7574045429230022,1996-04-01
Enhedslisten,Det Konservative Folkeparti,0.715111600027682,1996-04-01
Enhedslisten,Socialdemokratiet,0.6182290338015665,1996-04-01
Enhedslisten,Radikale Venstre,0.8261141708526752,1996-04-01
Socialdemokratiet,Fremskridtspartiet,0.6684235126070684,1996-04-01
Socialdemokratiet,Socialistisk Folkeparti,0.5101157212600819,1996-04-01
Socialdemokratiet,Venstre,0.7478662635356995,1996-04-01
Socialdemokratiet,Det Konservative Folkeparti,0.8030854532879581,1996-04-01
Socialdemokratiet,Enhedslisten,0.6182290338015665,1996-04-01
Socialdemokratiet,Radikale Venstre,0.5871555708333372,1996-04-01
Radikale Venstre,Fremskridtspartiet,0.6111485169639803,1996-04-01
Radikale Venstre,Socialistisk Folkeparti,0.5189062988501687,1996-04-01
Radikale Venstre,Venstre,0.735191857887638,1996-04-01
Radikale Venstre,Det Konservative Folkeparti,0.6777838736588996,1996-04-01
Radikale Venstre,Enhedslisten,0.8261141708526752,1996-04-01
Radikale Venstre,Socialdemokratiet,0.5871555708333372,1996-04-01
Fremskridtspartiet,Socialistisk Folkeparti,0.6123658441014214,1996-05-01
Fremskridtspartiet,Centrum,0.5197238306158282,1996-05-01
Fremskridtspartiet,Venstre,0.5409391967954412,1996-05-01
Fremskridtspartiet,Socialdemokratiet,0.604099693414196,1996-05-01
Fremskridtspartiet,Det Konservative Folkeparti,0.6787010896604001,1996-05-01
Fremskridtspartiet,Enhedslisten,0.32382109514738483,1996-05-01
Fremskridtspartiet,Radikale Venstre,0.7285713648407038,1996-05-01
Socialistisk Folkeparti,Fremskridtspartiet,0.6123658441014214,1996-05-01
Socialistisk Folkeparti,Centrum,0.6759861875898268,1996-05-01
Socialistisk Folkeparti,Venstre,0.6892104401079797,1996-05-01
Socialistisk Folkeparti,Socialdemokratiet,0.8346511591045235,1996-05-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.8570728109262964,1996-05-01
Socialistisk Folkeparti,Enhedslisten,0.4327793961483154,1996-05-01
Socialistisk Folkeparti,Radikale Venstre,0.6322248208871601,1996-05-01
Venstre,Fremskridtspartiet,0.5409391967954412,1996-05-01
Venstre,Socialistisk Folkeparti,0.6892104401079797,1996-05-01
Venstre,Socialdemokratiet,0.6837938525555526,1996-05-01
Venstre,Det Konservative Folkeparti,0.7287231319357541,1996-05-01
Venstre,Enhedslisten,0.38750314708820216,1996-05-01
Venstre,Radikale Venstre,0.5133290777780413,1996-05-01
Socialdemokratiet,Fremskridtspartiet,0.604099693414196,1996-05-01
Socialdemokratiet,Socialistisk Folkeparti,0.8346511591045235,1996-05-01
Socialdemokratiet,Venstre,0.6837938525555526,1996-05-01
Socialdemokratiet,Det Konservative Folkeparti,0.8286614852224782,1996-05-01
Socialdemokratiet,Enhedslisten,0.37055865673288185,1996-05-01
Socialdemokratiet,Radikale Venstre,0.6035331318283089,1996-05-01
Det Konservative Folkeparti,Fremskridtspartiet,0.6787010896604001,1996-05-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.8570728109262964,1996-05-01
Det Konservative Folkeparti,Venstre,0.7287231319357541,1996-05-01
Det Konservative Folkeparti,Socialdemokratiet,0.8286614852224782,1996-05-01
Det Konservative Folkeparti,Enhedslisten,0.4031802156600371,1996-05-01
Det Konservative Folkeparti,Radikale Venstre,0.6726572223092647,1996-05-01
Enhedslisten,Fremskridtspartiet,0.32382109514738483,1996-05-01
Enhedslisten,Socialistisk Folkeparti,0.4327793961483154,1996-05-01
Enhedslisten,Venstre,0.38750314708820216,1996-05-01
Enhedslisten,Socialdemokratiet,0.37055865673288185,1996-05-01
Enhedslisten,Det Konservative Folkeparti,0.4031802156600371,1996-05-01
Enhedslisten,Radikale Venstre,0.363830141101081,1996-05-01
Radikale Venstre,Fremskridtspartiet,0.7285713648407038,1996-05-01
Radikale Venstre,Socialistisk Folkeparti,0.6322248208871601,1996-05-01
Radikale Venstre,Venstre,0.5133290777780413,1996-05-01
Radikale Venstre,Socialdemokratiet,0.6035331318283089,1996-05-01
Radikale Venstre,Det Konservative Folkeparti,0.6726572223092647,1996-05-01
Radikale Venstre,Enhedslisten,0.363830141101081,1996-05-01
Fremskridtspartiet,Socialistisk Folkeparti,0.7348838847691346,1996-10-01
Fremskridtspartiet,Det Konservative Folkeparti,0.7188706741421639,1996-10-01
Fremskridtspartiet,Centrum,0.8873533794867433,1996-10-01
Fremskridtspartiet,Venstre,0.6943633635888842,1996-10-01
Fremskridtspartiet,Socialdemokratiet,0.6116116722693956,1996-10-01
Fremskridtspartiet,Enhedslisten,0.5799536560496509,1996-10-01
Fremskridtspartiet,Radikale Venstre,0.661166089889914,1996-10-01
Socialistisk Folkeparti,Fremskridtspartiet,0.7348838847691346,1996-10-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.6862810756388945,1996-10-01
Socialistisk Folkeparti,Centrum,0.8014795029326903,1996-10-01
Socialistisk Folkeparti,Venstre,0.7374798566263691,1996-10-01
Socialistisk Folkeparti,Socialdemokratiet,0.7432271469191857,1996-10-01
Socialistisk Folkeparti,Enhedslisten,0.583175857723013,1996-10-01
Socialistisk Folkeparti,Radikale Venstre,0.8340248929432089,1996-10-01
Det Konservative Folkeparti,Fremskridtspartiet,0.7188706741421639,1996-10-01
Det Konservative Folkeparti,Socialistisk Folkeparti,0.6862810756388945,1996-10-01
Det Konservative Folkeparti,Centrum,0.7499253020436205,1996-10-01
Det Konservative Folkeparti,Venstre,0.5674199798118637,1996-10-01
Det Konservative Folkeparti,Socialdemokratiet,0.582293563529182,1996-10-01
Det Konservative Folkeparti,Enhedslisten,0.8060701486878912,1996-10-01
Det Konservative Folkeparti,Radikale Venstre,0.6352544494910437,1996-10-01
Venstre,Fremskridtspartiet,0.6943633635888842,1996-10-01
Venstre,Socialistisk Folkeparti,0.7374798566263691,1996-10-01
Venstre,Det Konservative Folkeparti,0.5674199798118637,1996-10-01
Venstre,Socialdemokratiet,0.7619842954547745,1996-10-01
Venstre,Enhedslisten,0.45383580016808545,1996-10-01
Venstre,Radikale Venstre,0.717895479252131,1996-10-01
Socialdemokratiet,Fremskridtspartiet,0.6116116722693956,1996-10-01
Socialdemokratiet,Socialistisk Folkeparti,0.7432271469191857,1996-10-01
Socialdemokratiet,Det Konservative Folkeparti,0.582293563529182,1996-10-01
Socialdemokratiet,Venstre,0.7619842954547745,1996-10-01
Socialdemokratiet,Enhedslisten,0.48087311341982275,1996-10-01
Socialdemokratiet,Radikale Venstre,0.7184501433417572,1996-10-01
Enhedslisten,Fremskridtspartiet,0.5799536560496509,1996-10-01
Enhedslisten,Socialistisk Folkeparti,0.583175857723013,1996-10-01
Enhedslisten,Det Konservative Folkeparti,0.8060701486878912,1996-10-01
Enhedslisten,Venstre,0.45383580016808545,1996-10-01
Enhedslisten,Socialdemokratiet,0.48087311341982275,1996-10-01
Enhedslisten,Radikale Venstre,0.5926858525851163,1996-10-01
Radikale Venstre,Fremskridtspartiet,0.661166089889914,1996-10-01
Radikale Venstre,Socialistisk Folkeparti,0.8340248929432089,1996-10-01
Radikale Venstre,Det Konservative Folkeparti,0.6352544494910437,1996-10-01
Radikale Venstre,Venstre,0.717895479252131,1996-10-01
Radikale Venstre,Socialdemokratiet,0.7184501433417572,1996-10-01
Radikale Venstre,Enhedslisten,0.5926858525851163,1996-10-01
Fremskridtspartiet,Socialistisk Folkeparti,0.868684450514893,1996-11-01
Fremskridtspartiet,Centrum,0.7813187898373097,1996-11-01
Fremskridtspartiet,Det Konservative Folkeparti,0.7950929403214759,1996-11-01
Fremskridtspartiet,Venstre,0.845229876463137,1996-11-01
Fremskridtspartiet,Socialdemokratiet,0.7580252324527688,1996-11-01
Fremskridtspartiet,Enhedslisten,0.5869227161565874,1996-11-01
Fremskridtspartiet,Radikale Venstre,0.7814616897099133,1996-11-01
Socialistisk Folkeparti,Fremskridtspartiet,0.868684450514893,1996-11-01
Socialistisk Folkeparti,Centrum,0.7812912515159545,1996-11-01
Socialistisk Folkeparti,Det Konservative Folkeparti,0.7885119412938638,1996-11-01
Socialistisk Folkeparti,Venstre,0.8147145235888819,1996-11-01
Socialistisk Folkeparti,Socialdemokratiet,0.7287025518754657,1996-11-01
Socialistisk Folkeparti,Enhedslisten,0.5380542594935577,1996-11-01
Socialistisk Folkeparti,Radikale Venstre,0.7963635300413825,1996-11-01
