Parti,Month,overlap_score,difference_score,mean_theta,sd_theta,Inclusion,Differentiation,Lag_inclusion,Lag_differentiation,coalition
Alternativet,2018-12-01,0.4847106219373151,0.5152893780626849,-0.24936386625716037,0.2202228619744939,0.2202228619744939,0.5152893780626849,0.6157431913800231,0.17555138681243745,No
Alternativet,2019-01-01,0.8293764146120589,0.17062358538794112,-0.03561933599988768,0.6545112627839552,0.6545112627839552,0.17062358538794112,0.2202228619744939,0.5152893780626849,No
Alternativet,2019-02-01,0.533492105000325,0.466507894999675,0.3244104683181051,0.32429613951307074,0.32429613951307074,0.466507894999675,0.6545112627839552,0.17062358538794112,No
Alternativet,2019-03-01,0.7871031441207498,0.21289685587925025,-0.04572330249826431,0.5502721172056398,0.5502721172056398,0.21289685587925025,0.32429613951307074,0.466507894999675,No
Alternativet,2019-04-01,0.7437411765403077,0.25625882345969236,-0.044763797141746824,0.8411150603956448,0.8411150603956448,0.25625882345969236,0.5502721172056398,0.21289685587925025,No
Alternativet,2019-10-01,0.7171836657711548,0.28281633422884517,0.004909881702303478,0.44314097428458027,0.44314097428458027,0.28281633422884517,0,0.10517399943302068,No
Alternativet,2019-11-01,0.35888557129804927,0.6411144287019507,-0.05325525470901713,0.19906416745739755,0.19906416745739755,0.6411144287019507,0.44314097428458027,0.28281633422884517,No
Alternativet,2019-12-01,0.5082348744456254,0.4917651255543745,0.039274895997998945,0.09764878638810631,0.09764878638810631,0.4917651255543745,0.19906416745739755,0.6411144287019507,No
Alternativet,2020-01-01,0.6989249643074346,0.3010750356925654,0.3361040211607824,0.8259012830343438,0.8259012830343438,0.3010750356925654,0.09764878638810631,0.4917651255543745,No
Alternativet,2020-02-01,0.7139475223256543,0.28605247767434566,-0.3069696493658246,1.250302817140363,1.250302817140363,0.28605247767434566,0.8259012830343438,0.3010750356925654,No
Alternativet,2020-03-01,0.24265970378357699,0.7573402962164231,-0.44469634253753676,0.1915219648214728,0.1915219648214728,0.7573402962164231,1.250302817140363,0.28605247767434566,No
Alternativet,2020-04-01,0.5784356207892095,0.42156437921079054,0.5422609920621935,0.8688089929777194,0.8688089929777194,0.42156437921079054,0.1915219648214728,0.7573402962164231,No
Alternativet,2020-05-01,0.46388313247207713,0.5361168675279229,0.4598816876406794,0.493505185391833,0.493505185391833,0.5361168675279229,0.8688089929777194,0.42156437921079054,No
Alternativet,2020-06-01,0.6075814852734588,0.3924185147265412,-0.05283472441942281,0.5195936422944643,0.5195936422944643,0.3924185147265412,0.493505185391833,0.5361168675279229,No
Alternativet,2020-09-01,0.7411370079101011,0.2588629920898989,0.14711181135194643,0.5117074239320166,0.5117074239320166,0.2588629920898989,0.5195936422944643,0.3924185147265412,No
Alternativet,2020-10-01,0.6961306805656419,0.3038693194343582,-0.06355305440894417,0.40077249453564123,0.40077249453564123,0.3038693194343582,0.5117074239320166,0.2588629920898989,No
Alternativet,2020-11-01,0.693489782034391,0.30651021796560896,0.33223304742613674,0.6109887852973807,0.6109887852973807,0.30651021796560896,0.40077249453564123,0.3038693194343582,No
Alternativet,2020-12-01,0.5391537730031151,0.46084622699688493,0.6111769182920186,1.3864310557537993,1.3864310557537993,0.46084622699688493,0.6109887852973807,0.30651021796560896,No
Alternativet,2021-01-01,0.6221421852239399,0.3778578147760601,0.40342807057083147,1.0158080385433694,1.0158080385433694,0.3778578147760601,1.3864310557537993,0.46084622699688493,No
Alternativet,2021-02-01,0.5785675800140936,0.42143241998590647,0.5647383674919831,0.48941491255489367,0.48941491255489367,0.42143241998590647,1.0158080385433694,0.3778578147760601,No
Alternativet,2021-03-01,0.7038182354236215,0.2961817645763785,-0.3001348865786318,0.6500519904270172,0.6500519904270172,0.2961817645763785,0.48941491255489367,0.42143241998590647,No
Alternativet,2021-04-01,0.6827083174498612,0.31729168255013884,0.3426657435820598,0.46847956245318606,0.46847956245318606,0.31729168255013884,0.6500519904270172,0.2961817645763785,No
Alternativet,2021-05-01,0.35080778327852885,0.6491922167214711,0.17580398015250936,0.49283558372514996,0.49283558372514996,0.6491922167214711,0.46847956245318606,0.31729168255013884,No
Alternativet,2021-06-01,0.3368464265274096,0.6631535734725904,-0.0033565071467600207,0.035129181685642476,0.035129181685642476,0.6631535734725904,0.49283558372514996,0.6491922167214711,No
Dansk Folkeparti,1998-02-01,0.8123472443787888,0.1876527556212112,0.13025265272081862,0.5253268177017352,0.5253268177017352,0.1876527556212112,0.8403140403503437,0.2252289339260886,No
Dansk Folkeparti,1998-03-01,0.6877686067326012,0.31223139326739874,-0.10452478218446581,0.4533199380140445,0.4533199380140445,0.31223139326739874,0.5253268177017352,0.1876527556212112,No
Dansk Folkeparti,1998-04-01,0.7074735084376226,0.29252649156237737,0.32632272799737455,0.5026272056288211,0.5026272056288211,0.29252649156237737,0.4533199380140445,0.31223139326739874,No
Dansk Folkeparti,1998-05-01,0.5181635866436283,0.4818364133563718,0.011210944960330664,0.42393002444650063,0.42393002444650063,0.4818364133563718,0.5026272056288211,0.29252649156237737,No
Dansk Folkeparti,1998-06-01,0.752099761861891,0.24790023813810905,-0.0212456279116779,0.5773344628216682,0.5773344628216682,0.24790023813810905,0.42393002444650063,0.4818364133563718,No
Dansk Folkeparti,1998-10-01,0.6918221028497697,0.3081778971502302,0.13061181727159682,0.5916812901632494,0.5916812901632494,0.3081778971502302,0,0.048309363932557504,No
Dansk Folkeparti,1998-11-01,0.7070326015911198,0.29296739840888025,-0.1334197929569606,0.6150748669817526,0.6150748669817526,0.29296739840888025,0.5916812901632494,0.3081778971502302,No
Dansk Folkeparti,1998-12-01,0.7213013666062217,0.27869863339377837,-0.22755436208549015,0.562685834848921,0.562685834848921,0.27869863339377837,0.6150748669817526,0.29296739840888025,No
Dansk Folkeparti,1999-01-01,0.7299513755876169,0.27004862441238303,-0.24042105100287034,0.5616813719020228,0.5616813719020228,0.27004862441238303,0.562685834848921,0.27869863339377837,No
Dansk Folkeparti,1999-02-01,0.7866204760674139,0.21337952393258608,0.12817916760772693,0.5642788070956298,0.5642788070956298,0.21337952393258608,0.5616813719020228,0.27004862441238303,No
Dansk Folkeparti,1999-03-01,0.8508196075102233,0.14918039248977663,-0.10168440697706731,0.549751948487098,0.549751948487098,0.14918039248977663,0.5642788070956298,0.21337952393258608,No
Dansk Folkeparti,1999-04-01,0.7997402134359155,0.2002597865640845,-0.16239087342127242,0.7542980133732637,0.7542980133732637,0.2002597865640845,0.549751948487098,0.14918039248977663,No
Dansk Folkeparti,1999-05-01,0.8404082926525321,0.15959170734746783,0.211431580799773,0.5576868137716054,0.5576868137716054,0.15959170734746783,0.7542980133732637,0.2002597865640845,No
Dansk Folkeparti,1999-09-01,0.5386615354960981,0.4613384645039019,-0.206684639114153,0.7655369812762739,0.7655369812762739,0.4613384645039019,0.5576868137716054,0.15959170734746783,No
Dansk Folkeparti,1999-10-01,0.7916799974161003,0.20832000258389968,-0.0693924783525229,0.5258327059536473,0.5258327059536473,0.20832000258389968,0.7655369812762739,0.4613384645039019,No
Dansk Folkeparti,1999-11-01,0.6476895369296903,0.35231046307030967,0.04472296733153277,0.659869746810271,0.659869746810271,0.35231046307030967,0.5258327059536473,0.20832000258389968,No
Dansk Folkeparti,1999-12-01,0.623182211249789,0.37681778875021105,0.2692462005046141,0.6366060935225523,0.6366060935225523,0.37681778875021105,0.659869746810271,0.35231046307030967,No
Dansk Folkeparti,2000-01-01,0.6411154451951852,0.3588845548048149,0.030112860582920817,0.46117382535398477,0.46117382535398477,0.3588845548048149,0.6366060935225523,0.37681778875021105,No
Dansk Folkeparti,2000-02-01,0.8131647003415227,0.18683529965847734,0.16045388172016511,0.4808446719527705,0.4808446719527705,0.18683529965847734,0.46117382535398477,0.3588845548048149,No
Dansk Folkeparti,2000-03-01,0.7643008190978986,0.23569918090210137,0.24312850195254151,0.8092909733240634,0.8092909733240634,0.23569918090210137,0.4808446719527705,0.18683529965847734,No
Dansk Folkeparti,2000-04-01,0.7357845845844936,0.26421541541550636,0.3840906841771865,0.7274967067680582,0.7274967067680582,0.26421541541550636,0.8092909733240634,0.23569918090210137,No
Dansk Folkeparti,2000-05-01,0.5895318400482734,0.41046815995172653,0.11921916882401251,0.5563430597653601,0.5563430597653601,0.41046815995172653,0.7274967067680582,0.26421541541550636,No
Dansk Folkeparti,2000-10-01,0.7186328868439253,0.28136711315607466,0.09845111715007596,0.6663399057268102,0.6663399057268102,0.28136711315607466,0,0,No
Dansk Folkeparti,2000-11-01,0.788738617280298,0.21126138271970196,0.01324664028594204,0.5121809607440352,0.5121809607440352,0.21126138271970196,0.6663399057268102,0.28136711315607466,No
Dansk Folkeparti,2000-12-01,0.8028053256613635,0.1971946743386365,-0.0134816273205634,0.5800831906607028,0.5800831906607028,0.1971946743386365,0.5121809607440352,0.21126138271970196,No
Dansk Folkeparti,2001-01-01,0.7135816079934213,0.2864183920065787,0.026134389418619515,0.39725948184452065,0.39725948184452065,0.2864183920065787,0.5800831906607028,0.1971946743386365,No
Dansk Folkeparti,2001-02-01,0.7757697146490763,0.22423028535092368,0.15632250402919445,0.5631468887769746,0.5631468887769746,0.22423028535092368,0.39725948184452065,0.2864183920065787,No
Dansk Folkeparti,2001-03-01,0.4448636428526815,0.5551363571473185,-0.09446123768790414,0.6042900493704096,0.6042900493704096,0.5551363571473185,0.5631468887769746,0.22423028535092368,No
Dansk Folkeparti,2001-04-01,0.6265450249088763,0.3734549750911237,0.21508316764683683,0.40490889718440726,0.40490889718440726,0.3734549750911237,0.6042900493704096,0.5551363571473185,No
Dansk Folkeparti,2001-05-01,0.7221812150999442,0.2778187849000559,0.09579731242070451,0.6677330652884417,0.6677330652884417,0.2778187849000559,0.40490889718440726,0.3734549750911237,No
Dansk Folkeparti,2001-06-01,0.8223089074846993,0.17769109251530066,-0.15420481700943134,0.35930667541818373,0.35930667541818373,0.17769109251530066,0.6677330652884417,0.2778187849000559,No
Dansk Folkeparti,2001-10-01,0.8766906713476753,0.12330932865232469,-0.3084816198012668,0.6402334290766584,0.6402334290766584,0.12330932865232469,0,0.029969644994313167,No
Dansk Folkeparti,2001-12-01,0.7550861286146306,0.24491387138536932,-0.08788294696522524,0.6857539485728479,0.6857539485728479,0.24491387138536932,0.6402334290766584,0.12330932865232469,No
Dansk Folkeparti,2002-01-01,0.744189743496674,0.25581025650332606,0.2374965036177216,0.5688987699979113,0.5688987699979113,0.25581025650332606,0.6857539485728479,0.24491387138536932,No
Dansk Folkeparti,2002-02-01,0.7769975960380449,0.22300240396195511,0.17378884246001375,0.57124346187625,0.57124346187625,0.22300240396195511,0.5688987699979113,0.25581025650332606,No
Dansk Folkeparti,2002-03-01,0.7467255487951466,0.2532744512048534,-0.00874401010046144,0.7628481463307342,0.7628481463307342,0.2532744512048534,0.57124346187625,0.22300240396195511,No
Dansk Folkeparti,2002-04-01,0.7829148490640171,0.21708515093598293,0.1464970987250104,0.7227114552968433,0.7227114552968433,0.21708515093598293,0.7628481463307342,0.2532744512048534,No
Dansk Folkeparti,2002-05-01,0.830596231354174,0.169403768645826,0.29182260835069446,0.5633866076371982,0.5633866076371982,0.169403768645826,0.7227114552968433,0.21708515093598293,No
Dansk Folkeparti,2002-06-01,0.5490128036446517,0.45098719635534834,-0.3151452604619617,0.3746783585035466,0.3746783585035466,0.45098719635534834,0.5633866076371982,0.169403768645826,No
Dansk Folkeparti,2002-10-01,0.6617963570173375,0.33820364298266253,0.12076901323328104,0.5873332235747851,0.5873332235747851,0.33820364298266253,0.3746783585035466,0.45098719635534834,No
Dansk Folkeparti,2002-11-01,0.707541164878121,0.29245883512187903,0.2190516368302019,0.6287137279221883,0.6287137279221883,0.29245883512187903,0.5873332235747851,0.33820364298266253,No
Dansk Folkeparti,2002-12-01,0.3721250029322951,0.6278749970677049,0.18434358393847217,0.44361068010206306,0.44361068010206306,0.6278749970677049,0.6287137279221883,0.29245883512187903,No
Dansk Folkeparti,2003-01-01,0.7086409183446365,0.2913590816553635,0.02012020078207955,0.7752787277741753,0.7752787277741753,0.2913590816553635,0.44361068010206306,0.6278749970677049,No
Dansk Folkeparti,2003-02-01,0.7911697853972024,0.2088302146027976,0.09031255383933454,0.6354184165411876,0.6354184165411876,0.2088302146027976,0.7752787277741753,0.2913590816553635,No
Dansk Folkeparti,2003-03-01,0.7819796021788648,0.21802039782113525,-0.281906833748955,0.5279495420556563,0.5279495420556563,0.21802039782113525,0.6354184165411876,0.2088302146027976,No
Dansk Folkeparti,2003-04-01,0.659046688640564,0.3409533113594359,0.01662449280690145,0.6389726474000273,0.6389726474000273,0.3409533113594359,0.5279495420556563,0.21802039782113525,No
Dansk Folkeparti,2003-05-01,0.6622922975837856,0.33770770241621434,-0.2556096664816483,0.9772368849250246,0.9772368849250246,0.33770770241621434,0.6389726474000273,0.3409533113594359,No
Dansk Folkeparti,2003-06-01,0.7119810709514914,0.2880189290485086,-0.07591939076759864,0.4929500478319228,0.4929500478319228,0.2880189290485086,0.9772368849250246,0.33770770241621434,No
Dansk Folkeparti,2003-10-01,0.752777595193085,0.24722240480691504,-0.00893819908149262,0.6772113118016136,0.6772113118016136,0.24722240480691504,0,0.04603180716821916,No
Dansk Folkeparti,2003-11-01,0.823799246488147,0.17620075351185302,0.19759288818232573,0.6475333506663162,0.6475333506663162,0.17620075351185302,0.6772113118016136,0.24722240480691504,No
Dansk Folkeparti,2003-12-01,0.7968719741308686,0.20312802586913137,0.08763927186012409,0.6509441559096714,0.6509441559096714,0.20312802586913137,0.6475333506663162,0.17620075351185302,No
Dansk Folkeparti,2004-01-01,0.7081118536364281,0.29188814636357185,-0.21742899966959556,0.909204981409196,0.909204981409196,0.29188814636357185,0.6509441559096714,0.20312802586913137,No
Dansk Folkeparti,2004-02-01,0.7867545698036972,0.2132454301963028,0.04494050365988526,0.9246550530792575,0.9246550530792575,0.2132454301963028,0.909204981409196,0.29188814636357185,No
Dansk Folkeparti,2004-03-01,0.8208334524231307,0.17916654757686937,-0.15239312134774627,0.9519389288457293,0.9519389288457293,0.17916654757686937,0.9246550530792575,0.2132454301963028,No
Dansk Folkeparti,2004-04-01,0.6955225732778633,0.3044774267221368,0.132983762784304,0.583305054389476,0.583305054389476,0.3044774267221368,0.9519389288457293,0.17916654757686937,No
Dansk Folkeparti,2004-05-01,0.7130881468246403,0.2869118531753597,0.20513852763139168,0.9412442487657339,0.9412442487657339,0.2869118531753597,0.583305054389476,0.3044774267221368,No
Dansk Folkeparti,2004-06-01,0.5294325543643837,0.4705674456356163,-0.20647744771949747,0.6201089111027124,0.6201089111027124,0.4705674456356163,0.9412442487657339,0.2869118531753597,No
Dansk Folkeparti,2004-09-01,0.4292712992870353,0.5707287007129648,-1.1511511991820014,1.8241870191922271,1.8241870191922271,0.5707287007129648,0.6201089111027124,0.4705674456356163,No
Dansk Folkeparti,2004-10-01,0.7392063803947033,0.26079361960529673,0.10144824278368841,0.8505561530331449,0.8505561530331449,0.26079361960529673,1.8241870191922271,0.5707287007129648,No
Dansk Folkeparti,2004-11-01,0.7976266413881312,0.20237335861186878,-0.10936134614742817,0.7193547902352608,0.7193547902352608,0.20237335861186878,0.8505561530331449,0.26079361960529673,No
Dansk Folkeparti,2004-12-01,0.6315195767652534,0.3684804232347466,-0.25296627475803624,0.7343352836747613,0.7343352836747613,0.3684804232347466,0.7193547902352608,0.20237335861186878,No
Dansk Folkeparti,2005-01-01,0.72805582860045015,0.2719441713995499,0.01230202654032676,0.48720187597207265,0.48720187597207265,0.2719441713995499,0.7343352836747613,0.3684804232347466,No
Dansk Folkeparti,2005-02-01,0.34057494788899795,0.659425052111002,0.41063691560286714,0.23615903521068954,0.23615903521068954,0.659425052111002,0.48720187597207265,0.2719441713995499,No
Dansk Folkeparti,2005-03-01,0.659650121098168,0.34034987890183205,0.2661639651532928,0.6804203745979608,0.6804203745979608,0.34034987890183205,0.23615903521068954,0.659425052111002,No
Dansk Folkeparti,2005-04-01,0.7670268265756722,0.23297317342432775,-0.3054350603950301,0.8032869351253233,0.8032869351253233,0.23297317342432775,0.6804203745979608,0.34034987890183205,No
Dansk Folkeparti,2005-05-01,0.7293559233304052,0.27064407666959484,-0.021023514366863373,0.8841867604367393,0.8841867604367393,0.27064407666959484,0.8032869351253233,0.23297317342432775,No
Dansk Folkeparti,2005-06-01,0.6854676695089938,0.3145323304910062,0.028361094306623678,0.7287762760254477,0.7287762760254477,0.3145323304910062,0.8841867604367393,0.27064407666959484,No
Dansk Folkeparti,2005-10-01,0.37662971106551346,0.6233702889344865,-0.07066497224188904,0.5788835647271455,0.5788835647271455,0.6233702889344865,0,0.027495430919591096,No
Dansk Folkeparti,2005-11-01,0.8136164987771716,0.18638350122282846,0.17103090342488436,0.6533351908689291,0.6533351908689291,0.18638350122282846,0.5788835647271455,0.6233702889344865,No
Dansk Folkeparti,2005-12-01,0.77625141302737,0.22374858697263003,0.06143797041970104,0.5004538245939981,0.5004538245939981,0.22374858697263003,0.6533351908689291,0.18638350122282846,No
Dansk Folkeparti,2006-01-01,0.7319616273660016,0.26803837263399843,-0.06833348257405855,0.6639368379765557,0.6639368379765557,0.26803837263399843,0.5004538245939981,0.22374858697263003,No
Dansk Folkeparti,2006-02-01,0.7842421065980356,0.21575789340196438,-0.20180857366200702,0.8257083777184289,0.8257083777184289,0.21575789340196438,0.6639368379765557,0.26803837263399843,No
Dansk Folkeparti,2006-03-01,0.6997955287023642,0.3002044712976358,0.15368869137813015,1.1630451852992967,1.1630451852992967,0.3002044712976358,0.8257083777184289,0.21575789340196438,No
Dansk Folkeparti,2006-04-01,0.8376932659622632,0.16230673403773674,-0.007070614250688697,0.7704682544669906,0.7704682544669906,0.16230673403773674,1.1630451852992967,0.3002044712976358,No
Dansk Folkeparti,2006-05-01,0.7828808887234495,0.21711911127655048,0.1988341218097771,0.8391608260450284,0.8391608260450284,0.21711911127655048,0.7704682544669906,0.16230673403773674,No
Dansk Folkeparti,2006-06-01,0.7419201818868709,0.258079818113129,-0.07926998049038653,0.3148242879975279,0.3148242879975279,0.258079818113129,0.8391608260450284,0.21711911127655048,No
Dansk Folkeparti,2006-09-01,0.3537459770658273,0.6462540229341728,0.038757178433472234,0.07751435686694447,0.07751435686694447,0.6462540229341728,0.3148242879975279,0.258079818113129,No
Dansk Folkeparti,2006-10-01,0.6428715580695459,0.3571284419304542,-0.03508690620198501,0.5282406807779464,0.5282406807779464,0.3571284419304542,0.07751435686694447,0.6462540229341728,No
Dansk Folkeparti,2006-11-01,0.7398936712243388,0.2601063287756612,0.013980027759232697,1.091612891183033,1.091612891183033,0.2601063287756612,0.5282406807779464,0.3571284419304542,No
Dansk Folkeparti,2006-12-01,0.7211917590502204,0.27880824094977963,0.09881675468299182,0.7495689354242238,0.7495689354242238,0.27880824094977963,1.091612891183033,0.2601063287756612,No
Dansk Folkeparti,2007-01-01,0.8184088890403979,0.18159111095960215,-0.16411017885150944,1.046949999415372,1.046949999415372,0.18159111095960215,0.7495689354242238,0.27880824094977963,No
Dansk Folkeparti,2007-02-01,0.7551396478829119,0.24486035211708812,0.018685911403361864,0.6310012837102087,0.6310012837102087,0.24486035211708812,1.046949999415372,0.18159111095960215,No
Dansk Folkeparti,2007-03-01,0.7731066860955842,0.22689331390441583,-0.07097331317706894,0.7682062854021857,0.7682062854021857,0.22689331390441583,0.6310012837102087,0.24486035211708812,No
Dansk Folkeparti,2007-04-01,0.6813019273477267,0.3186980726522734,0.09365920288334528,0.6433008670278755,0.6433008670278755,0.3186980726522734,0.7682062854021857,0.22689331390441583,No
Dansk Folkeparti,2007-05-01,0.7569509711473874,0.24304902885261262,-0.03579178899128734,0.7100824050225855,0.7100824050225855,0.24304902885261262,0.6433008670278755,0.3186980726522734,No
Dansk Folkeparti,2007-06-01,0.7361420935749396,0.26385790642506035,-0.05567753745725865,0.4917198667900488,0.4917198667900488,0.26385790642506035,0.7100824050225855,0.24304902885261262,No
Dansk Folkeparti,2007-10-01,0.5835288737329849,0.41647112626701505,0.45863925831507535,0.709197447735819,0.709197447735819,0.41647112626701505,0,0.029836004858945036,No
Dansk Folkeparti,2007-11-01,0.5446334253464505,0.45536657465354946,0.1415132790195864,0.32179252857003954,0.32179252857003954,0.45536657465354946,0.709197447735819,0.41647112626701505,No
Dansk Folkeparti,2007-12-01,0.7239560649372081,0.27604393506279196,-0.2865653126142848,1.2976010466981245,1.2976010466981245,0.27604393506279196,0.32179252857003954,0.45536657465354946,No
Dansk Folkeparti,2008-01-01,0.8520211323226666,0.1479788676773334,-0.05266142819691753,0.6727297204299447,0.6727297204299447,0.1479788676773334,1.2976010466981245,0.27604393506279196,No
Dansk Folkeparti,2008-02-01,0.7832173293232919,0.21678267067670806,-0.11193850340546652,0.7241727651735183,0.7241727651735183,0.21678267067670806,0.6727297204299447,0.1479788676773334,No
Dansk Folkeparti,2008-03-01,0.7870405585165067,0.2129594414834933,0.11167805234920485,0.6365531839360385,0.6365531839360385,0.2129594414834933,0.7241727651735183,0.21678267067670806,No
Dansk Folkeparti,2008-04-01,0.775538930140067,0.22446106985993294,0.00843247103822738,0.6773692240739584,0.6773692240739584,0.22446106985993294,0.6365531839360385,0.2129594414834933,No
Dansk Folkeparti,2008-05-01,0.6764952155123184,0.3235047844876816,-0.1629444078556698,0.993697025088085,0.993697025088085,0.3235047844876816,0.6773692240739584,0.22446106985993294,No
Dansk Folkeparti,2008-06-01,0.7382061858442414,0.26179381415575864,-0.06148537387485037,0.38136784513112154,0.38136784513112154,0.26179381415575864,0.993697025088085,0.3235047844876816,No
Dansk Folkeparti,2008-10-01,0.7788363245734098,0.22116367542659024,0.14745920877325736,0.4940321276648864,0.4940321276648864,0.22116367542659024,0.38136784513112154,0.26179381415575864,No
Dansk Folkeparti,2008-11-01,0.8426126250206087,0.1573873749793913,-0.19318749658311293,0.6713273489027088,0.6713273489027088,0.1573873749793913,0.4940321276648864,0.22116367542659024,No
Dansk Folkeparti,2008-12-01,0.6349156166162565,0.36508438338374355,0.03524427542639527,0.5691854631888873,0.5691854631888873,0.36508438338374355,0.6713273489027088,0.1573873749793913,No
Dansk Folkeparti,2009-01-01,0.807523450205655,0.19247654979434506,-0.0363911501206227,0.613710161210299,0.613710161210299,0.19247654979434506,0.5691854631888873,0.36508438338374355,No
